Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
42672,2023-11-14 00:00:00,195.08,50.0,25.0,0.0,115.0,104.0,14.0
42673,2023-11-14 01:00:00,215.41,50.0,25.0,0.0,82.0,104.0,13.0
42674,2023-11-14 02:00:00,235.03,50.0,25.0,0.0,58.0,104.0,13.0
42675,2023-11-14 03:00:00,253.46,50.0,25.0,0.0,39.0,104.0,13.0
42676,2023-11-14 04:00:00,234.22,50.0,25.0,0.0,61.0,104.0,14.0
42677,2023-11-14 05:00:00,235.32,51.0,25.0,0.0,65.0,105.0,16.0
42678,2023-11-14 06:00:00,196.06,51.0,37.0,65.0,62.0,106.0,18.0
42679,2023-11-14 07:00:00,214.58,51.0,32.0,48.0,50.0,106.0,18.0
42680,2023-11-14 08:00:00,217.23,51.0,36.0,48.0,40.0,106.0,17.0
42681,2023-11-14 09:00:00,186.88,50.0,68.0,74.0,42.0,106.0,18.0
42682,2023-11-14 10:00:00,192.98,50.0,69.0,77.0,35.0,106.0,21.0
42683,2023-11-14 11:00:00,200.66,50.0,68.0,64.0,40.0,106.0,24.0
42684,2023-11-14 12:00:00,194.38,50.0,68.0,33.0,58.0,106.0,17.0
42685,2023-11-14 13:00:00,185.28,50.0,71.0,16.0,86.0,105.0,17.0
42686,2023-11-14 14:00:00,167.42,50.0,69.0,4.0,137.0,106.0,17.0
42687,2023-11-14 15:00:00,179.37,50.0,26.0,0.0,192.0,103.0,30.0
42688,2023-11-14 16:00:00,159.26,50.0,26.0,0.0,240.0,82.0,31.0
42689,2023-11-14 17:00:00,139.2,50.0,68.0,0.0,268.0,80.0,31.0
42690,2023-11-14 18:00:00,138.33,50.0,25.0,0.0,310.0,80.0,31.0
42691,2023-11-14 19:00:00,109.74,50.0,25.0,0.0,346.0,80.0,13.0
42692,2023-11-14 20:00:00,113.59,50.0,25.0,0.0,321.0,80.0,12.0
42693,2023-11-14 21:00:00,113.67,50.0,25.0,0.0,332.0,85.0,13.0
42694,2023-11-14 22:00:00,106.76,50.0,25.0,0.0,371.0,87.0,13.0
42695,2023-11-14 23:00:00,109.25,50.0,25.0,0.0,392.0,86.0,19.0
