UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-08-11 00:00:00,46.0,23.0,0.0,56.0,87.0,50.0
2023-08-11 01:00:00,46.0,23.0,0.0,50.0,87.0,51.0
2023-08-11 02:00:00,46.0,23.0,5.0,49.0,87.0,51.0
2023-08-11 03:00:00,46.0,23.0,10.0,50.0,88.0,53.0
2023-08-11 04:00:00,46.0,23.0,58.0,55.0,88.0,54.0
2023-08-11 05:00:00,45.0,23.0,134.0,28.0,86.0,51.0
2023-08-11 06:00:00,45.0,26.0,235.0,7.0,84.0,51.0
2023-08-11 07:00:00,44.0,23.0,325.0,13.0,81.0,57.0
2023-08-11 08:00:00,45.0,25.0,351.0,17.0,80.0,52.0
2023-08-11 09:00:00,45.0,23.0,351.0,29.0,83.0,51.0
2023-08-11 10:00:00,44.0,23.0,341.0,39.0,85.0,51.0
2023-08-11 11:00:00,44.0,23.0,344.0,34.0,87.0,52.0
2023-08-11 12:00:00,44.0,23.0,332.0,35.0,88.0,54.0
2023-08-11 13:00:00,44.0,23.0,306.0,48.0,88.0,54.0
2023-08-11 14:00:00,45.0,23.0,221.0,55.0,88.0,53.0
2023-08-11 15:00:00,45.0,23.0,156.0,63.0,87.0,50.0
2023-08-11 16:00:00,46.0,23.0,71.0,52.0,87.0,55.0
2023-08-11 17:00:00,45.0,23.0,25.0,53.0,87.0,56.0
2023-08-11 18:00:00,45.0,26.0,0.0,48.0,87.0,56.0
2023-08-11 19:00:00,45.0,25.0,0.0,40.0,88.0,56.0
2023-08-11 20:00:00,45.0,23.0,0.0,45.0,88.0,52.0
2023-08-11 21:00:00,45.0,26.0,0.0,44.0,87.0,53.0
2023-08-11 22:00:00,45.0,26.0,0.0,46.0,87.0,53.0
2023-08-11 23:00:00,45.0,26.0,0.0,51.0,87.0,53.0
