UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-10-14 00:00:00,44.0,24.0,0.0,838.0,77.0,11.0
2023-10-14 01:00:00,43.0,24.0,0.0,823.0,78.0,10.0
2023-10-14 02:00:00,43.0,24.0,0.0,813.0,77.0,10.0
2023-10-14 03:00:00,43.0,25.0,0.0,814.0,77.0,10.0
2023-10-14 04:00:00,43.0,25.0,3.0,803.0,77.0,11.0
2023-10-14 05:00:00,43.0,25.0,48.0,806.0,78.0,11.0
2023-10-14 06:00:00,43.0,25.0,100.0,822.0,72.0,11.0
2023-10-14 07:00:00,43.0,25.0,157.0,905.0,72.0,9.0
2023-10-14 08:00:00,43.0,24.0,159.0,906.0,72.0,9.0
2023-10-14 09:00:00,43.0,24.0,150.0,894.0,72.0,10.0
2023-10-14 10:00:00,43.0,24.0,139.0,881.0,72.0,17.0
2023-10-14 11:00:00,43.0,24.0,146.0,851.0,72.0,11.0
2023-10-14 12:00:00,43.0,25.0,124.0,874.0,72.0,10.0
2023-10-14 13:00:00,44.0,25.0,103.0,896.0,73.0,9.0
2023-10-14 14:00:00,44.0,24.0,63.0,875.0,73.0,9.0
2023-10-14 15:00:00,44.0,25.0,66.0,870.0,78.0,16.0
2023-10-14 16:00:00,45.0,25.0,1.0,877.0,86.0,10.0
2023-10-14 17:00:00,45.0,25.0,0.0,846.0,86.0,11.0
2023-10-14 18:00:00,45.0,25.0,0.0,901.0,86.0,10.0
2023-10-14 19:00:00,45.0,25.0,0.0,797.0,73.0,10.0
2023-10-14 20:00:00,45.0,25.0,0.0,789.0,73.0,9.0
2023-10-14 21:00:00,45.0,25.0,0.0,804.0,72.0,11.0
2023-10-14 22:00:00,45.0,24.0,0.0,771.0,72.0,11.0
2023-10-14 23:00:00,45.0,24.0,0.0,763.0,72.0,9.0
