UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown,avg_solar_production_forecast
10/22/2019 15:00,705,1528,0,899,340,0,2670,0,0,2,0
10/22/2019 16:00,684,1703,0,1024,334,0,2669,0,0,2,0
10/22/2019 17:00,689,1500,0,1110,356,0,2763,0,0,2,0
10/22/2019 18:00,680,1449,0,959,370,0,2817,0,0,2,0
10/22/2019 19:00,691,1493,0,837,343,0,2886,0,0,2,0
10/22/2019 20:00,674,1262,0,716,332,0,3044,0,0,2,0
10/22/2019 21:00,686,1123,0,592,339,0,3333,0,0,2,0
10/22/2019 22:00,538,849,0,162,332,0,3066,0,0,2,0
10/22/2019 23:00,516,889,0,14,298,0,3171,0,0,2,0
10/23/2019 0:00,433,901,0,14,289,0,3542,0,0,2,0
10/23/2019 1:00,294,932,0,14,292,0,3543,0,0,2,0
10/23/2019 2:00,266,930,0,14,292,0,3513,0,0,2,0
10/23/2019 3:00,267,907,0,14,290,0,3442,0,0,2,0
10/23/2019 4:00,266,888,0,13,288,0,3391,0,0,2,0
10/23/2019 5:00,267,944,0,12,289,0,4001,0,0,2,0
10/23/2019 6:00,309,1138,0,10,282,0,4546,0,0,2,0
10/23/2019 7:00,482,1451,0,10,291,0,4557,0,0,2,0
10/23/2019 8:00,473,1380,0,10,320,0,4697,0,0,2,0
10/23/2019 9:00,414,1229,0,10,324,0,4934,0,0,2,0
10/23/2019 10:00,334,1153,0,10,325,0,5030,0,0,2,0
10/23/2019 11:00,335,1146,0,10,326,0,5045,0,0,2,0
10/23/2019 12:00,334,1212,0,10,326,0,5002,0,0,2,0
10/23/2019 13:00,428,1104,0,12,307,0,4904,0,0,2,0
10/23/2019 14:00,560,1238,0,59,292,0,4395,0,0,2,0
10/23/2019 15:00,635,1349,0,409,292,0,4226,0,0,2,0
10/23/2019 16:00,670,1452,0,585,294,0,3777,0,0,2,0
10/23/2019 17:00,675,1428,0,829,295,0,3374,0,0,2,0
10/23/2019 18:00,680,1411,0,878,297,0,2917,0,0,2,0
10/23/2019 19:00,695,1431,0,886,314,0,2451,0,0,2,0
10/23/2019 20:00,695,1406,0,895,331,0,2509,0,0,2,0
10/23/2019 21:00,693,1269,0,868,326,0,2267,0,0,2,0
10/23/2019 22:00,683,802,0,332,322,0,2192,0,0,2,0
10/23/2019 23:00,506,819,0,363,294,0,2137,0,0,2,0
10/24/2019 0:00,611,913,0,337,288,0,2191,0,0,2,0
10/24/2019 1:00,693,873,0,336,288,0,2342,0,0,2,0
10/24/2019 2:00,596,689,0,352,291,0,2468,0,0,2,0
10/24/2019 3:00,530,683,0,341,290,0,2490,0,0,2,0
10/24/2019 4:00,634,1062,0,375,297,0,2074,0,0,2,0
10/24/2019 5:00,699,1301,0,361,293,0,1877,0,0,2,0
10/24/2019 6:00,696,1705,0,828,294,0,1781,0,0,51,0
10/24/2019 7:00,679,1910,0,846,286,0,1770,0,0,52,0
10/24/2019 8:00,698,1919,0,902,319,0,1455,0,0,2,0
10/24/2019 9:00,689,1922,0,892,330,0,1138,0,0,2,0
10/24/2019 10:00,688,1764,0,939,327,0,1095,0,0,13,0
10/24/2019 11:00,682,1581,0,917,339,0,1242,0,0,76,0
10/24/2019 12:00,693,1649,0,947,346,0,1318,0,0,2,0
10/24/2019 13:00,698,1998,0,951,328,0,1252,0,0,2,0
10/24/2019 14:00,698,2043,0,952,310,0,1360,0,0,102,0
10/24/2019 15:00,703,2195,0,962,334,0,1219,0,0,2,0
10/24/2019 16:00,698,2209,0,957,344,0,973,0,0,27,0
10/24/2019 17:00,698,2233,0,958,351,0,861,0,0,2,0
10/24/2019 18:00,698,2188,0,945,381,0,680,0,0,2,0
10/24/2019 19:00,701,2028,0,943,346,0,440,0,0,2,0
10/24/2019 20:00,694,1853,0,938,346,0,304,0,0,2,0
10/24/2019 21:00,689,1666,0,933,345,0,150,0,0,2,0
10/24/2019 22:00,692,1621,0,953,338,0,73,0,0,2,0
10/24/2019 23:00,697,1861,0,982,303,0,56,0,0,2,0
10/25/2019 0:00,695,2020,0,979,295,0,56,0,0,2,0
10/25/2019 1:00,692,1941,0,964,293,0,89,0,0,2,0
10/25/2019 2:00,688,1915,0,952,291,0,136,0,0,2,0
10/25/2019 3:00,695,1915,0,968,292,0,215,0,0,2,0
10/25/2019 4:00,691,1784,0,954,292,0,286,0,0,2,0
10/25/2019 5:00,693,1741,0,945,292,0,322,0,0,2,0
10/25/2019 6:00,697,1836,0,976,293,0,374,0,0,2,0
10/25/2019 7:00,689,1874,0,1116,294,0,289,0,0,2,0
10/25/2019 8:00,696,1989,0,1137,310,0,208,0,0,62,0
10/25/2019 9:00,697,2025,0,1103,329,0,188,0,0,106,0
10/25/2019 10:00,688,2129,0,1276,366,0,200,0,0,171,0
10/25/2019 11:00,692,2051,0,1354,377,0,280,0,0,206,0
10/25/2019 12:00,696,2055,0,1361,376,0,231,0,0,106,0
10/25/2019 13:00,696,2063,0,1290,353,0,233,0,0,14,0
10/25/2019 14:00,696,1985,0,1290,339,0,236,0,0,2,0
10/25/2019 15:00,695,2148,0,1318,306,0,199,0,0,15,0
10/25/2019 16:00,699,2180,0,1364,280,0,179,0,0,61,0
10/25/2019 17:00,698,2186,0,1358,313,0,191,0,0,198,0
10/25/2019 18:00,695,2161,0,1364,311,0,189,0,0,196,0
10/25/2019 19:00,685,1981,0,1291,308,0,240,0,0,2,0
10/25/2019 20:00,685,1851,0,1138,308,0,172,0,0,2,0
10/25/2019 21:00,685,1653,0,1096,308,0,165,0,0,2,0
10/25/2019 22:00,688,1642,0,970,310,0,146,0,0,2,0
10/25/2019 23:00,690,1710,0,970,290,0,208,0,0,2,0
10/26/2019 0:00,685,1561,0,953,269,0,196,0,0,2,0
10/26/2019 1:00,697,1629,0,993,277,0,227,0,0,2,0
10/26/2019 2:00,694,1692,0,974,273,0,281,0,0,2,0
10/26/2019 3:00,689,1699,0,956,272,0,397,0,0,2,0
10/26/2019 4:00,683,1682,0,945,270,0,451,0,0,2,0
10/26/2019 5:00,687,1692,0,951,267,0,414,0,0,2,0
10/26/2019 6:00,689,1697,0,961,231,0,397,0,0,2,0
10/26/2019 7:00,694,1801,0,974,238,0,387,0,0,2,0
10/26/2019 8:00,688,1890,0,960,254,0,459,0,0,2,0
10/26/2019 9:00,692,1942,0,970,272,0,474,0,0,2,0
10/26/2019 10:00,684,1960,0,951,268,0,608,0,0,2,0
10/26/2019 11:00,682,1949,0,943,267,0,890,0,0,2,0
10/26/2019 12:00,692,1869,0,972,271,0,1542,0,0,2,0
10/26/2019 13:00,693,1520,0,911,251,0,2212,0,0,2,0
10/26/2019 14:00,698,1175,0,531,235,0,2723,0,0,2,0
10/26/2019 15:00,688,1274,0,422,231,0,2795,0,0,2,0
10/26/2019 16:00,691,1435,0,812,231,0,2692,0,0,2,0
10/26/2019 17:00,690,1563,0,798,237,0,2590,0,0,2,0
10/26/2019 18:00,690,1645,0,757,253,0,2318,0,0,2,0
10/26/2019 19:00,688,1628,0,832,256,0,2364,0,0,2,0
10/26/2019 20:00,687,1450,0,810,255,0,2162,0,0,2,0
10/26/2019 21:00,698,1196,0,483,261,0,1943,0,0,2,0
10/26/2019 22:00,522,997,0,413,257,0,1772,0,0,2,0
10/26/2019 23:00,633,1447,0,726,253.3333333,0,1097.666667,0,0,2,0
10/27/2019 0:00,646.75,1415,0,695,235.3333333,0,1173.416667,0,0,2,0
10/27/2019 1:00,577,1166,0,473,222,0,2002,0,0,2,0
10/27/2019 2:00,439,941,0,444,221,0,1862,0,0,2,0
10/27/2019 3:00,388,856,0,521,223,0,1631,0,0,2,0
10/27/2019 4:00,380,795,0,586,224,0,1478,0,0,2,0
10/27/2019 5:00,445,767,0,502,222,0,1431,0,0,2,0
10/27/2019 6:00,598,1127,0,652,216,0,1461,0,0,2,0
10/27/2019 7:00,647,1321,0,463,225,0,1326,0,0,2,0
10/27/2019 8:00,696,1721,0,936,239,0,895,0,0,2,0
10/27/2019 9:00,693,1929,0,957,300,0,564,0,0,2,0
10/27/2019 10:00,687,1964,0,1073,308,0,354,0,0,2,0
10/27/2019 11:00,686,1956,0,1100,308,0,339,0,0,2,0
10/27/2019 12:00,693,1938,0,1039,310,0,363,0,0,2,0
10/27/2019 13:00,697,2021,0,986,311,0,360,0,0,2,0
10/27/2019 14:00,691,1952,0,958,277,0,309,0,0,2,0
10/27/2019 15:00,687,1793,0,953,241,0,279,0,0,2,0
10/27/2019 16:00,685,1785,0,1085,214,0,257,0,0,2,0
10/27/2019 17:00,687,1999,0,1151,187,0,377,0,0,2,0
10/27/2019 18:00,691,2014,0,1132,197,0,684,0,0,2,0
10/27/2019 19:00,699,1936,0,951,218,0,796,0,0,2,0
10/27/2019 20:00,700,1875,0,920,232,0,844,0,0,2,0
10/27/2019 21:00,690,1850,0,888,226,0,919,0,0,2,0
10/27/2019 22:00,697,1725,0,908,215,0,1158,0,0,2,0
10/27/2019 23:00,687,1634,0,795,213,0,1313,0,0,2,0
10/28/2019 0:00,692,1486,0,628,197,0,1398,0,0,2,0
10/28/2019 1:00,691,1353,0,606,177,0,1515,0,0,2,0
10/28/2019 2:00,686,1165,0,574,176,0,1592,0,0,2,0
10/28/2019 3:00,689,1124,0,598,176,0,1663,0,0,2,0
10/28/2019 4:00,690,1126,0,638,177,0,1850,0,0,2,0
10/28/2019 5:00,671,1203,0,764,179,0,2136,0,0,2,0
10/28/2019 6:00,646,1213,0,806,177,0,2281,0,0,2,0
10/28/2019 7:00,644,1195,0,735,181,0,2394,0,0,2,0
10/28/2019 8:00,620,1140,0,719,203,0,2508,0,0,2,0
10/28/2019 9:00,631,1222,0,790,235,0,2401,0,0,2,0
10/28/2019 10:00,581,1222,0,800,250,0,2215,0,0,2,0
10/28/2019 11:00,565,1230,0,863,268,0,2247,0,0,2,0
10/28/2019 12:00,513,1443,0,871,274,0,2513,0,0,2,0
10/28/2019 13:00,518,1481,0,831,277,0,2894,0,0,2,0
10/28/2019 14:00,520,1495,0,829,260,0,3016,0,0,2,0
10/28/2019 15:00,500,1483,0,848,244,0,2949,0,0,2,0
10/28/2019 16:00,497,1416,0,891,240,0,2831,0,0,2,0
10/28/2019 17:00,501,1472,0,868,236,0,3074,0,0,2,0
10/28/2019 18:00,517,1468,0,849,241,0,3520,0,0,2,0
10/28/2019 19:00,530,1529,0,628,267,0,3913,0,0,2,0
10/28/2019 20:00,525,1382,0,453,246,0,4043,0,0,2,0
10/28/2019 21:00,524,1377,0,15,224,0,4126,0,0,2,0
10/28/2019 22:00,512,1146,0,16,215,0,4002,0,0,2,0
10/28/2019 23:00,515,1128,0,15,195,0,3897,0,0,2,0
10/29/2019 0:00,505,1077,0,14,165,0,3891,0,0,2,0
10/29/2019 1:00,434,1182,0,14,168,0,3961,0,0,2,0
10/29/2019 2:00,377,1169,0,14,165,0,4000,0,0,2,0
10/29/2019 3:00,374,997,0,14,163,0,3972,0,0,2,0
10/29/2019 4:00,305,968,0,14,170,0,4059,0,0,2,0
10/29/2019 5:00,289,962,0,14,169,0,4197,0,0,2,0
10/29/2019 6:00,309,1013,0,206,169,0,4276,0,0,2,0
10/29/2019 7:00,401,1122,0,345,188,0,4510,0,0,2,0
10/29/2019 8:00,422,1260,0,357,232,0,4612,0,0,2,0
10/29/2019 9:00,489,1646,0,341,260,0,4296,0,0,2,0
10/29/2019 10:00,588,1631,0,393,279,0,4288,0,0,2,0
10/29/2019 11:00,534,1335,0,336,267,0,4479,0,0,2,0
10/29/2019 12:00,514,1228,0,353,279,0,4991,0,0,2,0
10/29/2019 13:00,494,1352,0,353,281,0,4798,0,0,2,0
10/29/2019 14:00,471,1526,0,344,224,0,4714,0,0,2,0
10/29/2019 15:00,501,1493,0,354,208,0,4666,0,0,2,0
10/29/2019 16:00,492,1946,0,423,228,0,4335,0,0,2,0
10/29/2019 17:00,581,2253,0,572,214,0,4394,0,0,2,0
10/29/2019 18:00,631,2081,0,556,218,0,4588,0,0,2,0
10/29/2019 19:00,609,2017,0,505,250,0,4653,0,0,2,0
10/29/2019 20:00,611,1820,0,333,220,0,4758,0,0,2,0
10/29/2019 21:00,610,1532,0,338,214,0,4873,0,0,2,0
10/29/2019 22:00,540,1178,0,132,210,0,4815,0,0,2,0
10/29/2019 23:00,472,1067,0,15,215,0,4841,0,0,2,0
10/30/2019 0:00,466,985,0,14,172,0,4868,0,0,2,0
10/30/2019 1:00,469,1004,0,16,174,0,4844,0,0,2,0
10/30/2019 2:00,473,1046,0,16,177,0,4590,0,0,2,0
10/30/2019 3:00,471,1033,0,16,176,0,4504,0,0,2,0
10/30/2019 4:00,471,1015,0,16,175,0,4445,0,0,2,0
10/30/2019 5:00,469,974,0,15,174,0,4606,0,0,2,0
10/30/2019 6:00,476,992,0,16,176,0,4993,0,0,2,0
10/30/2019 7:00,473,1312,0,15,176,0,4861,0,0,2,0
10/30/2019 8:00,561,1635,0,15,186,0,5020,0,0,2,0
10/30/2019 9:00,710,2015,0,16,202,0,5246,0,0,2,0
10/30/2019 10:00,611,2079,0,13,216,0,5368,0,0,2,0
10/30/2019 11:00,554,1908,0,10,209,0,5542,0,0,2,0
10/30/2019 12:00,575,1839,0,10,216,0,5439,0,0,2,0
10/30/2019 13:00,561,1933,0,10,231,0,5310,0,0,2,0
10/30/2019 14:00,572,1888,0,10,231,0,5134,0,0,2,0
10/30/2019 15:00,597,2007,0,10,220,0,4919,0,0,2,0
10/30/2019 16:00,578,1966,0,10,227,0,4850,0,0,2,0
10/30/2019 17:00,637,2091,0,9,258,0,4721,0,0,2,0
10/30/2019 18:00,702,1857,0,8,288,0,4586,0,0,2,0
10/30/2019 19:00,753,2028,0,9,310,0,4449,0,0,2,0
10/30/2019 20:00,764,1997,0,9,276,0,4317,0,0,2,0
10/30/2019 21:00,751,1757,0,9,241,0,4220,0,0,2,0
10/30/2019 22:00,741,1494,0,10,231,0,4136,0,0,2,0
10/30/2019 23:00,677,1649,0,9,221,0,3796,0,0,2,0
10/31/2019 0:00,655,1635,0,8,183,0,3491,0,0,2,0
10/31/2019 1:00,663,1694,0,9,178,0,3301,0,0,2,0
10/31/2019 2:00,660,1939,0,9,177,0,3065,0,0,2,0
10/31/2019 3:00,667,1901,0,8,178,0,2926,0,0,2,0
10/31/2019 4:00,664,2217,0,12,178,0,2477,0,0,2,0
10/31/2019 5:00,716,2509,0,91,175,0,2165,0,0,2,0
10/31/2019 6:00,781,2612,0,421,173,0,2057,0,0,2,0
10/31/2019 7:00,822,2687,0,668,177,0,2160,0,0,2,0
10/31/2019 8:00,807,2679,0,878,172,0,2172,0,0,2,0
10/31/2019 9:00,876,2744,0,917,180,0,1964,0,0,2,0
10/31/2019 10:00,939,2711,0,878,177,0,1715,0,0,2,0
10/31/2019 11:00,951,2999,0,910,182,0,1673,0,0,2,0
10/31/2019 12:00,945,3186,0,992,181,0,1529,0,0,2,0
10/31/2019 13:00,941,3202,0,1161,204,0,1353,0,0,2,0
10/31/2019 14:00,925,3091,0,1173,217,0,1413,0,0,2,0
10/31/2019 15:00,926,3071,0,1141,224,0,1635,0,0,2,0
10/31/2019 16:00,943,3016,0,1157,242,0,1506,0,0,2,0
10/31/2019 17:00,1014,2988,0,1171,293,0,1462,0,0,2,0
10/31/2019 18:00,966,3041,0,1033,308,0,1423,0,0,2,0
10/31/2019 19:00,817,2889,0,893,310,0,1572,0,0,2,0
10/31/2019 20:00,733,2575,0,842,252,0,2006,0,0,2,0
10/31/2019 21:00,733,2284,0,841,225,0,2310,0,0,2,0
10/31/2019 22:00,747,2174,0,776,191,0,2216,0,0,2,0
10/31/2019 23:00,708,2076,0,355,176,0,2214,0,0,2,0
11/1/2019 0:00,695,2165,0,413,175,0,2145,0,0,2,0
11/1/2019 1:00,642,2108,0,348,177,0,2303,0,0,2,0
11/1/2019 2:00,571,2020,0,341,175,0,2448,0,0,2,0
11/1/2019 3:00,499,1755,0,338,175,0,2563,0,0,2,0
11/1/2019 4:00,416,1707,0,349,177,0,2586,0,0,2,0
11/1/2019 5:00,474,1830,0,358,179,0,2467,0,0,2,0
11/1/2019 6:00,656,2154,0,507,180,0,1955,0,0,2,0
11/1/2019 7:00,679,2319,0,755,177,0,1552,0,0,2,0
11/1/2019 8:00,694,2662,0,828,177,0,1393,0,0,2,0
11/1/2019 9:00,675,3099,0,895,178,0,1165,0,0,2,0
11/1/2019 10:00,860,3167,0,885,181,0,954,0,0,2,0
11/1/2019 11:00,906,3153,0,884,186,0,1018,0,0,2,0
11/1/2019 12:00,952,3149,0,876,197,0,1121,0,0,2,0
11/1/2019 13:00,946,3113,0,874,232,0,1147,0,0,2,0
11/1/2019 14:00,859,3118,0,878,269,0,1100,0,0,2,0
11/1/2019 15:00,756,2976,0,865,309,0,1529,0,0,2,0
11/1/2019 16:00,769,2921,0,885,352,0,1901,0,0,2,0
11/1/2019 17:00,746,3012,0,723,372,0,2984,0,0,2,0
11/1/2019 18:00,733,2556,0,438,373,0,3649,0,0,2,0
11/1/2019 19:00,730,2282,0,342,375,0,3737,0,0,2,0
11/1/2019 20:00,665,2256,0,60,375,0,3932,0,0,2,0
11/1/2019 21:00,519,1950,0,13,351,0,3768,0,0,2,0
11/1/2019 22:00,469,1824,0,14,322,0,3536,0,0,2,0
11/1/2019 23:00,481,1694,0,13,300,0,3243,0,0,2,0
11/2/2019 0:00,659,1619,0,12,263,0,2481,0,0,2,0
11/2/2019 1:00,724,2125,0,12,250,0,1502,0,0,2,0
11/2/2019 2:00,790,2092,0,12,249,0,875,0,0,2,0
11/2/2019 3:00,884,1742,0,12,249,0,708,0,0,2,0
11/2/2019 4:00,886,1223,0,12,249,0,1283,0,0,2,0
11/2/2019 5:00,805,924,0,12,250,0,2211,0,0,2,0
11/2/2019 6:00,712,1233,0,12,252,0,2985,0,0,2,0
11/2/2019 7:00,701,1282,0,8,264,0,3164,0,0,2,0
11/2/2019 8:00,801,1537,0,9,296,0,3247,0,0,2,0
11/2/2019 9:00,846,1742,0,10,300,0,3418,0,0,2,0
11/2/2019 10:00,720,1568,0,9,305,0,3807,0,0,2,0
11/2/2019 11:00,631,1627,0,8,307,0,3941,0,0,2,0
11/2/2019 12:00,620,1631,0,10,305,0,4203,0,0,2,0
11/2/2019 13:00,612,1635,0,9,319,0,4361,0,0,2,0
11/2/2019 14:00,522,1442,0,9,336,0,4269,0,0,2,0
11/2/2019 15:00,557,1314,0,9,338,0,4107,0,0,2,0
11/2/2019 16:00,690,1780,0,8,350,0,3692,0,0,2,0
11/2/2019 17:00,814,2019,0,9,363,0,3595,0,0,2,0
11/2/2019 18:00,868,1911,0,9,377,0,3249,0,0,2,0
11/2/2019 19:00,753,2092,0,9,381,0,3278,0,0,2,0
11/2/2019 20:00,804,2107,0,10,373,0,3343,0,0,2,0
11/2/2019 21:00,800,1805,0,9,353,0,3297,0,0,2,0
11/2/2019 22:00,666,1746,0,9,315,0,3300,0,0,2,0
11/2/2019 23:00,668,1748,0,9,306,0,3175,0,0,2,0
11/3/2019 0:00,812,1782,0,9,301,0,2648,0,0,2,0
11/3/2019 1:00,960,1792,0,9,251,0,2489,0,0,2,0
11/3/2019 2:00,873,1401,0,10,251,0,2477,0,0,2,0
11/3/2019 3:00,738,1213,0,9,253,0,2318,0,0,2,0
11/3/2019 4:00,671,1403,0,10,252,0,2109,0,0,2,0
11/3/2019 5:00,672,1582,0,24,251,0,1993,0,0,2,0
11/3/2019 6:00,665,1750,0,217,251,0,1602,0,0,2,0
11/3/2019 7:00,672,1474,0,334,259,0,1415,0,0,2,0
11/3/2019 8:00,629,1368,0,478,284,0,1555,0,0,2,0
11/3/2019 9:00,651,1727,0,751,309,0,1726,0,0,2,0
11/3/2019 10:00,629,1758,0,841,317,0,1849,0,0,2,0
11/3/2019 11:00,639,1694,0,819,345,0,1773,0,0,2,0
11/3/2019 12:00,641,1973,0,808,350,0,1733,0,0,2,0
11/3/2019 13:00,628,2142,0,797,345,0,1616,0,0,2,0
11/3/2019 14:00,692,2410,0,643,351,0,1416,0,0,2,0
11/3/2019 15:00,780,2396,0,606,341,0,1010,0,0,2,0
11/3/2019 16:00,751,2341,0,838,351,0,686,0,0,2,0
11/3/2019 17:00,764,2371,0,844,377,0,959,0,0,2,0
11/3/2019 18:00,781,2393,0,826,380,0,1099,0,0,2,0
11/3/2019 19:00,740,2288,0,835,379,0,1138,0,0,2,0
11/3/2019 20:00,759,1986,0,858,387,0,1254,0,0,2,0
11/3/2019 21:00,745,1634,0,856,386,0,727,0,0,2,0
11/3/2019 22:00,770,1713,0,845,365,0,530,0,0,2,0
11/3/2019 23:00,767,1808,0,851,344,0,430,0,0,2,0
11/4/2019 0:00,760,1994,0,890,303,0,365,0,0,2,0
11/4/2019 1:00,787,2088,0,869,297,0,293,0,0,2,0
11/4/2019 2:00,940,2004,0,857,291,0,178,0,0,2,0
11/4/2019 3:00,913,1816,0,892,289,0,146,0,0,2,0
11/4/2019 4:00,700,1549,0,647,291,0,266,0,0,2,0
11/4/2019 5:00,672,1811,0,513,302,0,517,0,0,2,0
11/4/2019 6:00,815,1580,0,655,333,0,811,0,0,2,0
11/4/2019 7:00,912,1703,0,809,342,0,1041,0,0,2,0
11/4/2019 8:00,890,1615,0,743,344,0,1191,0,0,2,0
11/4/2019 9:00,822,1649,0,622,351,0,1273,0,0,2,0
11/4/2019 10:00,807,1719,0,785,353,0,1511,0,0,2,0
11/4/2019 11:00,804,1794,0,742,353,0,1860,0,0,2,0
11/4/2019 12:00,807,1644,0,835,352,0,2433,0,0,2,0
11/4/2019 13:00,814,1620,0,874,353,0,2654,0,0,2,0
11/4/2019 14:00,798,1696,0,823,350,0,3202,0,0,2,0
11/4/2019 15:00,813,1773,0,781,350,0,3466,0,0,2,0
11/4/2019 16:00,839,2122,0,566,355,0,3725,0,0,2,0
11/4/2019 17:00,853,2562,0,485,381,0,4056,0,0,2,0
11/4/2019 18:00,795,2474,0,348,387,0,4246,0,0,2,0
11/4/2019 19:00,753,2186,0,344,389,0,4273,0,0,2,0
11/4/2019 20:00,731,2147,0,344,390,0,4143,0,0,2,0
11/4/2019 21:00,735,1660,0,340,388,0,4127,0,0,2,0
11/4/2019 22:00,670,1532,0,340,350,0,4001,0,0,2,0
11/4/2019 23:00,556,1277,0,347,355,0,4171,0,0,2,0
11/5/2019 0:00,513,1081,0,334,312,0,4099,0,0,2,0
11/5/2019 1:00,423,1113,0,334,293,0,3963,0,0,2,0
11/5/2019 2:00,425,1157,0,51,303,0,3958,0,0,2,0
11/5/2019 3:00,422,1103,0,14,302,0,4073,0,0,2,0
11/5/2019 4:00,425,1147,0,14,305,0,4097,0,0,2,0
11/5/2019 5:00,510,1355,0,20,304,0,3745,0,0,2,0
11/5/2019 6:00,540,1738,0,203,297,0,3301,0,0,2,0
11/5/2019 7:00,653,2668,0,337,300,0,3175,0,0,2,0
11/5/2019 8:00,839,3272,0,530,312,0,2704,0,0,2,0
11/5/2019 9:00,791,3094,0,576,316,0,2240,0,0,2,0
11/5/2019 10:00,765,3208,0,573,360,0,1772,0,0,2,0
11/5/2019 11:00,769,3197,0,611,385,0,1511,0,0,2,0
11/5/2019 12:00,764,3200,0,767,389,0,1457,0,0,2,0
11/5/2019 13:00,768,3166,0,854,388,0,1281,0,0,2,0
11/5/2019 14:00,763,3148,0,838,369,0,1396,0,0,2,0
11/5/2019 15:00,763,3192,0,840,349,0,1060,0,0,2,0
11/5/2019 16:00,896,3166,0,866,349,0,851,0,0,2,0
11/5/2019 17:00,956,3190,0,944,351,0,850,0,0,2,0
11/5/2019 18:00,952,3137,0,1050,368,0,619,0,0,2,0
11/5/2019 19:00,903,3164,0,1121,390,0,468,0,0,2,0
11/5/2019 20:00,907,3087,0,1021,392,0,290,0,0,2,0
11/5/2019 21:00,898,2651,0,938,364,0,206,0,0,2,0
11/5/2019 22:00,882,2242,0,848,298,0,136,0,0,2,0
11/5/2019 23:00,885,1870,0,666,265,0,128,0,0,2,0
11/6/2019 0:00,899,1752,0,737,251,0,131,0,0,2,0
11/6/2019 1:00,857,1642,0,574,230,0,192,0,0,2,0
11/6/2019 2:00,846,1699,0,592,232,0,172,0,0,2,0
11/6/2019 3:00,827,1649,0,722,229,0,127,0,0,2,0
11/6/2019 4:00,850,1727,0,796,236,0,112,0,0,2,0
11/6/2019 5:00,865,1914,0,911,233,0,135,0,0,2,0
11/6/2019 6:00,901,2108,0,949,232,0,156,0,0,2,0
11/6/2019 7:00,892,2433,0,935,231,0,226,0,0,2,0
11/6/2019 8:00,871,2617,0,1040,227,0,361,0,0,2,0
11/6/2019 9:00,810,2767,0,1057,250,0,485,0,0,2,0
11/6/2019 10:00,680,2782,0,1042,280,0,650,0,0,2,0
11/6/2019 11:00,689,2805,0,1035,282,0,769,0,0,2,0
11/6/2019 12:00,706,2801,0,916,279,0,957,0,0,2,0
11/6/2019 13:00,707,2702,0,759,281,0,1749,0,0,2,0
11/6/2019 14:00,725,2637,0,657,287,0,2173,0,0,2,0
11/6/2019 15:00,719,2394,0,708,286,0,2587,0,0,2,0
11/6/2019 16:00,708,2433,0,708,283,0,2944,0,0,310,0
11/6/2019 17:00,704,2432,0,772,284,0,2973,0,0,437,0
11/6/2019 18:00,695,2211,0,963,282,0,2719,0,0,266,0
11/6/2019 19:00,707,2242,0,890,285,0,2820,0,0,2,0
11/6/2019 20:00,692,2080,0,692,277,0,2881,0,0,2,0
11/6/2019 21:00,686,1725,0,656,279,0,2731,0,0,2,0
11/6/2019 22:00,679,1638,0,724,257,0,2693,0,0,2,0
11/6/2019 23:00,640,1677,0,602,220,0,2803,0,0,2,0
11/7/2019 0:00,621,1954,0,517,196,0,2670,0,0,2,0
11/7/2019 1:00,619,1793,0,521,195,0,2347,0,0,2,0
11/7/2019 2:00,616,1782,0,521,195,0,2225,0,0,2,0
11/7/2019 3:00,622,1383,0,486,192,0,2260,0,0,2,0
11/7/2019 4:00,642,1338,0,596,198,0,1940,0,0,2,0
11/7/2019 5:00,655,1306,0,640,196,0,1657,0,0,2,0
11/7/2019 6:00,637,1735,0,786,197,0,1565,0,0,2,0
11/7/2019 7:00,666,2043,0,834,195,0,2225,0,0,2,0
11/7/2019 8:00,693,1873,0,803,201,0,2774,0,0,2,0
11/7/2019 9:00,697,1693,0,677,258,0,3176,0,0,2,0
11/7/2019 10:00,696,1738,0,594,290,0,3349,0,0,2,0
11/7/2019 11:00,686,1773,0,603,292,0,3361,0,0,51,0
11/7/2019 12:00,659,1809,0,586,287,0,3594,0,0,51,0
11/7/2019 13:00,595,2013,0,454,286,0,3969,0,0,2,0
11/7/2019 14:00,569,1903,0,478,285,0,4057,0,0,2,0
11/7/2019 15:00,589,1575,0,512,285,0,4088,0,0,26,0
11/7/2019 16:00,571,1763,0,543,285,0,4210,0,0,50,0
11/7/2019 17:00,623,1945,0,621,285,0,4009,0,0,27,0
11/7/2019 18:00,696,1832,0,676,303,0,3867,0,0,2,0
11/7/2019 19:00,700,1861,0,587,301,0,3673,0,0,2,0
11/7/2019 20:00,700,1890,0,759,271,0,3228,0,0,2,0
11/7/2019 21:00,705,1909,0,859,248,0,2851,0,0,2,0
11/7/2019 22:00,681,1692,0,669,247,0,2655,0,0,2,0
11/7/2019 23:00,675,1470,0,692,217,0,2308,0,0,2,0
11/8/2019 0:00,623,1393,0,693,193,0,2088,0,0,2,0
11/8/2019 1:00,630,1393,0,831,193,0,1795,0,0,2,0
11/8/2019 2:00,661,1434,0,898,198,0,1460,0,0,2,0
11/8/2019 3:00,681,1458,0,902,198,0,1174,0,0,2,0
11/8/2019 4:00,684,1480,0,939,200,0,958,0,0,2,0
11/8/2019 5:00,711,1822,0,973,201,0,785,0,0,2,0
11/8/2019 6:00,708,2379,0,959,199,0,620,0,0,2,0
