Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
43320,2023-12-11 00:00:00,2024-07-17 00:00:00,3.1,30.43,18.0,1806.0,40961.0,161.0,7516.0,0.0,13215.0,583.0
43321,2023-12-11 01:00:00,2024-07-17 00:00:00,3.1,30.66,18.0,1768.0,39614.0,161.0,7069.0,0.0,13093.0,589.0
43322,2023-12-11 02:00:00,2024-07-17 00:00:00,3.1,30.92,18.0,1754.0,38548.0,161.0,6974.0,0.0,13015.0,590.0
43323,2023-12-11 03:00:00,2024-07-17 00:00:00,3.1,31.4,18.0,1765.0,37391.0,161.0,6799.0,0.0,12988.0,591.0
43324,2023-12-11 04:00:00,2024-07-17 00:00:00,3.1,31.35,18.0,1757.0,37517.0,162.0,6717.0,0.0,12878.0,591.0
43325,2023-12-11 05:00:00,2024-07-17 00:00:00,3.1,30.59,18.0,1763.0,39957.0,161.0,6957.0,0.0,12903.0,591.0
43326,2023-12-11 06:00:00,2024-07-17 00:00:00,3.1,31.89,18.0,2013.0,41730.0,162.0,8096.0,0.0,12417.0,588.0
43327,2023-12-11 07:00:00,2024-07-17 00:00:00,3.1,35.97,18.0,2652.0,42761.0,162.0,9379.0,242.0,11901.0,589.0
43328,2023-12-11 08:00:00,2024-07-17 00:00:00,3.1,41.22,18.0,3403.0,42935.0,162.0,9633.0,331.0,10992.0,590.0
43329,2023-12-11 09:00:00,2024-07-17 00:00:00,3.1,46.45,17.0,4173.0,42875.0,161.0,9720.0,848.0,10494.0,584.0
43330,2023-12-11 10:00:00,2024-07-17 00:00:00,3.1,47.66,18.0,4360.0,43433.0,161.0,9972.0,1882.0,9709.0,583.0
43331,2023-12-11 11:00:00,2024-07-17 00:00:00,3.1,48.17,18.0,4424.0,43773.0,161.0,9652.0,3013.0,9282.0,581.0
43332,2023-12-11 12:00:00,2024-07-17 00:00:00,3.1,48.78,18.0,4475.0,43781.0,161.0,8947.0,3623.0,9149.0,585.0
43333,2023-12-11 13:00:00,2024-07-17 00:00:00,3.1,49.6,18.0,4591.0,43868.0,162.0,9022.0,3217.0,8883.0,584.0
43334,2023-12-11 14:00:00,2024-07-17 00:00:00,3.1,53.26,18.0,5065.0,43733.0,161.0,9326.0,2427.0,7732.0,578.0
43335,2023-12-11 15:00:00,2024-07-17 00:00:00,3.1,61.16,18.0,6180.0,43868.0,162.0,9098.0,1343.0,6807.0,584.0
43336,2023-12-11 16:00:00,2024-07-17 00:00:00,3.1,63.6,18.0,6508.0,43857.0,161.0,9383.0,494.0,6389.0,580.0
43337,2023-12-11 17:00:00,2024-07-17 00:00:00,3.1,62.29,18.0,6287.0,43946.0,162.0,9742.0,0.0,6084.0,579.0
43338,2023-12-11 18:00:00,2024-07-17 00:00:00,3.1,61.75,18.0,6192.0,44024.0,162.0,9583.0,0.0,6023.0,577.0
43339,2023-12-11 19:00:00,2024-07-17 00:00:00,3.1,62.64,18.0,6328.0,43952.0,162.0,9951.0,0.0,5814.0,580.0
43340,2023-12-11 20:00:00,2024-07-17 00:00:00,3.1,65.84,17.0,6777.0,43944.0,161.0,9591.0,0.0,5645.0,581.0
43341,2023-12-11 21:00:00,2024-07-17 00:00:00,3.1,65.3,18.0,6650.0,44069.0,161.0,9112.0,0.0,5578.0,582.0
43342,2023-12-11 22:00:00,2024-07-17 00:00:00,3.1,66.31,18.0,6699.0,44071.0,161.0,8917.0,0.0,4886.0,583.0
43343,2023-12-11 23:00:00,2024-07-17 00:00:00,3.1,59.98,18.0,5711.0,44057.0,161.0,8913.0,0.0,4677.0,584.0
