Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
35616,2023-01-24 00:00:00,2024-07-17 00:00:00,3.1,93.37,1138.0,8772.0,42418.0,202.0,5748.0,0.0,7810.0,551.0
35617,2023-01-24 01:00:00,2024-07-17 00:00:00,3.1,92.47,1133.0,8607.0,42413.0,202.0,5713.0,0.0,7738.0,553.0
35618,2023-01-24 02:00:00,2024-07-17 00:00:00,3.1,91.64,1103.0,8405.0,42353.0,202.0,5382.0,0.0,7482.0,549.0
35619,2023-01-24 03:00:00,2024-07-17 00:00:00,3.1,92.31,1101.0,8416.0,42404.0,203.0,5464.0,0.0,6868.0,550.0
35620,2023-01-24 04:00:00,2024-07-17 00:00:00,3.1,91.96,1086.0,8394.0,42469.0,202.0,5854.0,0.0,6512.0,551.0
35621,2023-01-24 05:00:00,2024-07-17 00:00:00,3.1,90.98,1102.0,8558.0,42575.0,202.0,7964.0,0.0,6397.0,549.0
35622,2023-01-24 06:00:00,2024-07-17 00:00:00,3.1,90.4,1109.0,8875.0,42544.0,202.0,10611.0,0.0,6353.0,545.0
35623,2023-01-24 07:00:00,2024-07-17 00:00:00,3.1,89.98,1123.0,8908.0,42492.0,202.0,11616.0,390.0,6006.0,541.0
35624,2023-01-24 08:00:00,2024-07-17 00:00:00,3.1,90.05,1125.0,8974.0,42501.0,202.0,11820.0,1161.0,5686.0,547.0
35625,2023-01-24 09:00:00,2024-07-17 00:00:00,3.1,90.32,1125.0,9130.0,42554.0,202.0,11997.0,2578.0,5207.0,540.0
35626,2023-01-24 10:00:00,2024-07-17 00:00:00,3.1,91.08,1199.0,9170.0,42561.0,202.0,12135.0,3543.0,4724.0,547.0
35627,2023-01-24 11:00:00,2024-07-17 00:00:00,3.1,96.31,1333.0,9124.0,42561.0,701.0,11817.0,4158.0,4247.0,550.0
35628,2023-01-24 12:00:00,2024-07-17 00:00:00,3.1,97.55,1410.0,8933.0,42520.0,750.0,11084.0,4135.0,3949.0,554.0
35629,2023-01-24 13:00:00,2024-07-17 00:00:00,3.1,95.87,1120.0,8930.0,42519.0,749.0,10718.0,3476.0,3619.0,556.0
35630,2023-01-24 14:00:00,2024-07-17 00:00:00,3.1,97.03,1128.0,8962.0,42531.0,750.0,10992.0,2410.0,3275.0,559.0
35631,2023-01-24 15:00:00,2024-07-17 00:00:00,3.1,97.94,1182.0,8883.0,42513.0,751.0,11518.0,1107.0,2995.0,558.0
35632,2023-01-24 16:00:00,2024-07-17 00:00:00,3.1,99.22,1176.0,8958.0,42383.0,835.0,12097.0,309.0,2925.0,559.0
35633,2023-01-24 17:00:00,2024-07-17 00:00:00,3.1,103.6,1140.0,8978.0,41753.0,1415.0,12838.0,219.0,2911.0,553.0
35634,2023-01-24 18:00:00,2024-07-17 00:00:00,3.1,102.57,1151.0,8726.0,41690.0,1419.0,13017.0,0.0,2784.0,553.0
35635,2023-01-24 19:00:00,2024-07-17 00:00:00,3.1,101.66,1133.0,8664.0,41680.0,1196.0,11871.0,0.0,2711.0,551.0
35636,2023-01-24 20:00:00,2024-07-17 00:00:00,3.1,97.22,1139.0,9032.0,42084.0,203.0,10215.0,0.0,2577.0,553.0
35637,2023-01-24 21:00:00,2024-07-17 00:00:00,3.1,97.18,1103.0,8951.0,42416.0,202.0,9256.0,0.0,2415.0,554.0
35638,2023-01-24 22:00:00,2024-07-17 00:00:00,3.1,98.54,1158.0,8931.0,42491.0,202.0,8545.0,0.0,2304.0,555.0
35639,2023-01-24 23:00:00,2024-07-17 00:00:00,3.1,98.09,1134.0,8695.0,42570.0,203.0,7517.0,0.0,2190.0,560.0
