UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-01-29 00:00:00,45.0,8400.0,43397.0,204.0,6436.0,0.0,1780.0,599.0
2023-01-29 01:00:00,44.0,8119.0,43538.0,204.0,5365.0,0.0,1761.0,575.0
2023-01-29 02:00:00,43.0,7739.0,43718.0,204.0,4208.0,0.0,1768.0,550.0
2023-01-29 03:00:00,42.0,7664.0,43908.0,204.0,3945.0,0.0,1557.0,549.0
2023-01-29 04:00:00,41.0,7504.0,43929.0,204.0,3983.0,0.0,1405.0,547.0
2023-01-29 05:00:00,40.0,7656.0,43899.0,204.0,4203.0,0.0,1394.0,547.0
2023-01-29 06:00:00,41.0,7591.0,43851.0,204.0,4362.0,0.0,1476.0,548.0
2023-01-29 07:00:00,41.0,8066.0,43767.0,204.0,5041.0,495.0,1363.0,545.0
2023-01-29 08:00:00,44.0,8405.0,43690.0,204.0,6219.0,1784.0,1327.0,548.0
2023-01-29 09:00:00,44.0,8296.0,43609.0,204.0,6715.0,3746.0,1132.0,551.0
2023-01-29 10:00:00,43.0,8327.0,43661.0,204.0,6504.0,5318.0,1118.0,561.0
2023-01-29 11:00:00,44.0,7860.0,43406.0,204.0,5572.0,6269.0,1215.0,539.0
2023-01-29 12:00:00,44.0,7306.0,43544.0,204.0,5033.0,6237.0,1395.0,532.0
2023-01-29 13:00:00,44.0,7136.0,43533.0,204.0,4193.0,5439.0,1611.0,533.0
2023-01-29 14:00:00,44.0,7877.0,43470.0,204.0,4309.0,3910.0,1780.0,530.0
2023-01-29 15:00:00,45.0,8090.0,43545.0,205.0,4805.0,1771.0,1964.0,561.0
2023-01-29 16:00:00,44.0,8496.0,43618.0,204.0,6481.0,408.0,2235.0,573.0
2023-01-29 17:00:00,43.0,8948.0,43747.0,204.0,8552.0,215.0,2753.0,573.0
2023-01-29 18:00:00,43.0,8997.0,43773.0,204.0,9082.0,0.0,3407.0,576.0
2023-01-29 19:00:00,43.0,8913.0,43779.0,204.0,8274.0,0.0,4034.0,579.0
2023-01-29 20:00:00,43.0,8726.0,43698.0,204.0,6788.0,0.0,4555.0,578.0
2023-01-29 21:00:00,43.0,8657.0,42670.0,204.0,5949.0,0.0,4689.0,559.0
2023-01-29 22:00:00,43.0,8308.0,42516.0,204.0,5121.0,0.0,5022.0,547.0
2023-01-29 23:00:00,43.0,6526.0,42636.0,204.0,5237.0,0.0,5381.0,546.0
