Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
39144,2023-06-20 00:00:00,2024-07-17 00:00:00,3.1,471.56,28960.0,41332.0,11489.0,2491.0,1566.0,8678.0,902.0
39145,2023-06-20 01:00:00,2024-07-17 00:00:00,3.1,477.16,28098.0,41225.0,11491.0,1583.0,615.0,8627.0,843.0
39146,2023-06-20 02:00:00,2024-07-17 00:00:00,3.1,472.21,26871.0,39220.0,11494.0,892.0,51.0,9794.0,812.0
39147,2023-06-20 03:00:00,2024-07-17 00:00:00,3.1,451.39,25139.0,35516.0,11503.0,696.0,6.0,12447.0,796.0
39148,2023-06-20 04:00:00,2024-07-17 00:00:00,3.1,426.98,22274.0,30601.0,11503.0,664.0,5.0,14074.0,788.0
39149,2023-06-20 05:00:00,2024-07-17 00:00:00,3.1,401.18,19156.0,26862.0,11512.0,635.0,4.0,15169.0,772.0
39150,2023-06-20 06:00:00,2024-07-17 00:00:00,3.1,378.19,16463.0,23897.0,11542.0,632.0,4.0,15621.0,753.0
39151,2023-06-20 07:00:00,2024-07-17 00:00:00,3.1,365.35,15119.0,21677.0,11572.0,640.0,3.0,15566.0,742.0
39152,2023-06-20 08:00:00,2024-07-17 00:00:00,3.1,358.34,14643.0,20315.0,11602.0,642.0,3.0,15696.0,734.0
39153,2023-06-20 09:00:00,2024-07-17 00:00:00,3.1,350.32,14359.0,18784.0,11631.0,642.0,2.0,16151.0,736.0
39154,2023-06-20 10:00:00,2024-07-17 00:00:00,3.1,350.87,14280.0,19688.0,11637.0,625.0,2.0,16325.0,740.0
39155,2023-06-20 11:00:00,2024-07-17 00:00:00,3.1,362.83,14708.0,21792.0,11639.0,598.0,22.0,15528.0,774.0
39156,2023-06-20 12:00:00,2024-07-17 00:00:00,3.1,383.13,15872.0,24417.0,11641.0,588.0,485.0,13760.0,861.0
39157,2023-06-20 13:00:00,2024-07-17 00:00:00,3.1,410.54,18043.0,27412.0,11637.0,580.0,1626.0,10958.0,928.0
39158,2023-06-20 14:00:00,2024-07-17 00:00:00,3.1,444.38,21385.0,30446.0,11622.0,589.0,2352.0,7960.0,941.0
39159,2023-06-20 15:00:00,2024-07-17 00:00:00,3.1,453.45,22887.0,32712.0,11606.0,657.0,2675.0,7504.0,947.0
39160,2023-06-20 16:00:00,2024-07-17 00:00:00,3.1,457.21,24477.0,35533.0,11594.0,662.0,2789.0,8237.0,942.0
39161,2023-06-20 17:00:00,2024-07-17 00:00:00,3.1,454.38,25313.0,37926.0,11586.0,672.0,2957.0,9499.0,942.0
39162,2023-06-20 18:00:00,2024-07-17 00:00:00,3.1,452.05,26258.0,39417.0,11581.0,695.0,2953.0,10871.0,939.0
39163,2023-06-20 19:00:00,2024-07-17 00:00:00,3.1,451.5,27509.0,40524.0,11573.0,1504.0,2859.0,11441.0,941.0
39164,2023-06-20 20:00:00,2024-07-17 00:00:00,3.1,452.2,28307.0,41283.0,11562.0,1735.0,2837.0,11836.0,959.0
39165,2023-06-20 21:00:00,2024-07-17 00:00:00,3.1,450.45,28769.0,41644.0,11553.0,2441.0,2801.0,12010.0,967.0
39166,2023-06-20 22:00:00,2024-07-17 00:00:00,3.1,452.57,29156.0,41709.0,11548.0,2491.0,2617.0,11982.0,965.0
39167,2023-06-20 23:00:00,2024-07-17 00:00:00,3.1,450.9,28970.0,41173.0,11541.0,2249.0,2445.0,12562.0,969.0
