UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-04-25 00:00:00,17731.0,28813.0,9276.0,1674.0,680.0,5218.0,397.0
2023-04-25 01:00:00,17728.0,29188.0,9274.0,1750.0,95.0,6910.0,398.0
2023-04-25 02:00:00,17796.0,28578.0,9278.0,1337.0,1.0,9736.0,395.0
2023-04-25 03:00:00,16890.0,26300.0,9282.0,1164.0,1.0,11379.0,396.0
2023-04-25 04:00:00,15726.0,24649.0,9284.0,1111.0,1.0,11826.0,385.0
2023-04-25 05:00:00,14380.0,23752.0,9281.0,1102.0,1.0,11778.0,378.0
2023-04-25 06:00:00,13803.0,23266.0,9281.0,1100.0,1.0,11817.0,379.0
2023-04-25 07:00:00,13449.0,22535.0,9283.0,1101.0,1.0,12166.0,375.0
2023-04-25 08:00:00,13081.0,22790.0,9284.0,1101.0,1.0,11593.0,381.0
2023-04-25 09:00:00,13764.0,23124.0,9285.0,1100.0,1.0,11118.0,392.0
2023-04-25 10:00:00,14266.0,23838.0,9288.0,1122.0,1.0,10223.0,398.0
2023-04-25 11:00:00,14977.0,25834.0,9293.0,2025.0,1.0,9375.0,399.0
2023-04-25 12:00:00,16695.0,27838.0,9293.0,2540.0,45.0,8931.0,400.0
2023-04-25 13:00:00,17631.0,28874.0,9297.0,2610.0,349.0,8415.0,404.0
2023-04-25 14:00:00,18099.0,29007.0,9296.0,2286.0,942.0,6233.0,406.0
2023-04-25 15:00:00,18268.0,28598.0,9296.0,1771.0,1285.0,6079.0,406.0
2023-04-25 16:00:00,17596.0,27114.0,9288.0,1747.0,1555.0,7255.0,409.0
2023-04-25 17:00:00,17650.0,26977.0,9288.0,1276.0,1843.0,7181.0,404.0
2023-04-25 18:00:00,17302.0,28069.0,9286.0,1174.0,1898.0,5742.0,395.0
2023-04-25 19:00:00,17303.0,28649.0,9281.0,1169.0,1933.0,4900.0,395.0
2023-04-25 20:00:00,17547.0,29395.0,9282.0,1168.0,1827.0,4210.0,397.0
2023-04-25 21:00:00,17384.0,29449.0,9277.0,1156.0,1832.0,3956.0,395.0
2023-04-25 22:00:00,17207.0,30049.0,9271.0,1147.0,1751.0,3986.0,396.0
2023-04-25 23:00:00,17286.0,29641.0,9270.0,1320.0,1511.0,4414.0,396.0
