UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-05-25 00:00:00,2024-07-17 00:00:00,3.1,4.889942317453055,293.99976218466304,284.3124771523121,603.9295566821847,0.454226319693824,20627.90821,29237.33941,10423.88758,1912.88019,171.33657,10989.48127,401.55828
2023-05-25 01:00:00,2024-07-17 00:00:00,3.1,4.063105164397626,289.95409802301344,283.4167998040237,41.25793899029294,0.4282112197921325,20326.89207,28216.54921,10417.09357,1809.97986,184.21937,10826.09222,404.42581
2023-05-25 02:00:00,2024-07-17 00:00:00,3.1,4.063105164397626,289.95409802301344,283.4167998040237,41.25793899029294,0.4282112197921325,19469.00937,27169.99414,10410.9407,1711.79492,190.04601,10706.32536,396.60686
2023-05-25 03:00:00,2024-07-17 00:00:00,3.1,4.063105164397626,289.95409802301344,283.4167998040237,41.25793899029294,0.4282112197921325,18479.65851,26032.97087,10415.47016,1556.58905,191.80878,10617.69243,392.93243
2023-05-25 04:00:00,2024-07-17 00:00:00,3.1,3.813510708342489,288.28139018139615,283.0137061167676,20.6288992492555,0.6750542503634605,17116.56433,24837.42255,10428.71169,1358.85038,195.27113,10466.95919,385.10932
2023-05-25 05:00:00,2024-07-17 00:00:00,3.1,3.813510708342489,288.28139018139615,283.0137061167676,20.6288992492555,0.6750542503634605,15526.08892,23624.07065,10443.37308,1210.74758,195.50619,10349.9636,394.70253
2023-05-25 06:00:00,2024-07-17 00:00:00,3.1,3.813510708342489,288.28139018139615,283.0137061167676,20.6288992492555,0.6750542503634605,14409.71093,22350.43077,10452.65575,1163.80817,204.28812,10239.67913,399.93523
2023-05-25 07:00:00,2024-07-17 00:00:00,3.1,3.536880918602558,286.9851072677503,282.6468630255155,0.0,0.1538604219419986,13623.79307,20868.70104,10453.8107,1204.51122,200.38863,10034.40176,408.52792
2023-05-25 08:00:00,2024-07-17 00:00:00,3.1,3.536880918602558,286.9851072677503,282.6468630255155,0.0,0.1538604219419986,13558.23924,19455.70626,10445.96123,1231.49285,201.08486,9870.23902,419.34103
2023-05-25 09:00:00,2024-07-17 00:00:00,3.1,3.536880918602558,286.9851072677503,282.6468630255155,0.0,0.1538604219419986,13741.87267,18719.73973,10441.05365,1310.72595,213.16031,9744.39486,418.04714
2023-05-25 10:00:00,2024-07-17 00:00:00,3.1,3.562923353219495,287.35212784750263,283.0204384982504,11.281410739429829,0.2816465542781296,14414.88749,18288.07614,10441.60368,1385.77312,211.8524,9596.15752,412.56027
2023-05-25 11:00:00,2024-07-17 00:00:00,3.1,3.562923353219495,287.35212784750263,283.0204384982504,11.281410739429829,0.2816465542781296,15511.7143,18426.11221,10438.63283,1399.02247,198.01715,9435.64976,408.05797
2023-05-25 12:00:00,2024-07-17 00:00:00,3.1,3.562923353219495,287.35212784750263,283.0204384982504,11.281410739429829,0.2816465542781296,16953.35869,19169.12505,10436.33817,1387.37494,202.3252,9283.018,392.66612
2023-05-25 13:00:00,2024-07-17 00:00:00,3.1,4.626337684494466,292.48219680940446,283.8481841179226,369.9243863161022,0.094268049940154,18043.28253,20269.04657,10433.1207,1408.86053,211.86524,9039.15906,388.73342
2023-05-25 14:00:00,2024-07-17 00:00:00,3.1,4.626337684494466,292.48219680940446,283.8481841179226,369.9243863161022,0.094268049940154,18836.8126,21746.80773,10438.49598,1420.43132,212.73467,8766.11352,390.53119
2023-05-25 15:00:00,2024-07-17 00:00:00,3.1,4.626337684494466,292.48219680940446,283.8481841179226,369.9243863161022,0.094268049940154,19540.76015,23279.95853,10440.26996,1382.46494,206.52975,8519.05711,390.47254
2023-05-25 16:00:00,2024-07-17 00:00:00,3.1,5.176571352217743,296.0177342356165,283.4874390644983,574.3001473767793,0.1556996706193642,19855.18845,24554.72807,10433.79004,1403.90779,195.08485,8419.91896,378.71557
2023-05-25 17:00:00,2024-07-17 00:00:00,3.1,5.176571352217743,296.0177342356165,283.4874390644983,574.3001473767793,0.1556996706193642,19987.4871,25892.4313,10426.72616,1553.7361,184.97461,8375.39049,374.32072
2023-05-25 18:00:00,2024-07-17 00:00:00,3.1,5.176571352217743,296.0177342356165,283.4874390644983,574.3001473767793,0.1556996706193642,20298.48833,27177.32486,10416.01943,1639.49236,191.37811,8342.82356,365.45281
2023-05-25 19:00:00,2024-07-17 00:00:00,3.1,5.419764820045904,296.8034380341531,283.46708637288884,776.0798931880638,0.1264752360387415,20537.65938,28295.53832,10421.14924,1884.13814,197.60236,8312.64034,368.01496
2023-05-25 20:00:00,2024-07-17 00:00:00,3.1,5.419764820045904,296.8034380341531,283.46708637288884,776.0798931880638,0.1264752360387415,20776.07935,28666.52485,10440.39765,2074.75317,185.66435,8283.83184,377.866
2023-05-25 21:00:00,2024-07-17 00:00:00,3.1,5.419764820045904,296.8034380341531,283.46708637288884,776.0798931880638,0.1264752360387415,21103.54427,29202.00595,10457.10136,2053.66342,170.72834,8231.98833,380.00397
2023-05-25 22:00:00,2024-07-17 00:00:00,3.1,5.0357291686093495,294.20048418287524,284.6397981559795,585.0139752234545,0.4735238394008327,21544.46751,29598.50647,10468.35659,2120.72796,167.97551,8220.2876,383.32709
2023-05-25 23:00:00,2024-07-17 00:00:00,3.1,5.0357291686093495,294.20048418287524,284.6397981559795,585.0139752234545,0.4735238394008327,21644.3849,29597.17825,10470.01622,2036.11057,177.11602,8321.35706,386.28596
2023-05-26 00:00:00,2024-07-17 00:00:00,3.1,5.0357291686093495,294.20048418287524,284.6397981559795,585.0139752234545,0.4735238394008327,21375.55366,28413.24987,10425.66536,1762.34757,171.33657,7497.87918,408.24176
2023-05-26 01:00:00,2024-07-17 00:00:00,3.1,4.512654445900997,290.0299370425905,283.36738979447057,41.29998334516131,0.5898266776417553,21076.03539,27591.99657,10418.86945,1659.89535,184.21937,7450.13359,411.18105
2023-05-26 02:00:00,2024-07-17 00:00:00,3.1,4.512654445900997,290.0299370425905,283.36738979447057,41.29998334516131,0.5898266776417553,20194.29085,26772.64839,10412.7162,1613.02736,190.04601,7440.2833,403.55972
2023-05-26 03:00:00,2024-07-17 00:00:00,3.1,4.512654445900997,290.0299370425905,283.36738979447057,41.29998334516131,0.5898266776417553,19168.76041,25875.98144,10417.24757,1485.93064,191.80878,7513.33542,400.12015
2023-05-26 04:00:00,2024-07-17 00:00:00,3.1,4.225969369568187,288.2532484324491,282.72629302653024,20.65003287593222,0.9932616285357152,17741.66016,24893.98613,10430.48719,1342.12603,195.27113,7571.69115,392.53083
2023-05-26 05:00:00,2024-07-17 00:00:00,3.1,4.225969369568187,288.2532484324491,282.72629302653024,20.65003287593222,0.9932616285357152,16054.45034,23917.89941,10445.14819,1239.3839,195.50619,7691.44563,402.06039
2023-05-26 06:00:00,2024-07-17 00:00:00,3.1,4.225969369568187,288.2532484324491,282.72629302653024,20.65003287593222,0.9932616285357152,14826.09742,22840.4222,10454.42896,1241.97432,204.28812,7830.45337,407.29818
2023-05-26 07:00:00,2024-07-17 00:00:00,3.1,3.848332619089646,286.96054880864864,282.2192058247568,0.0,0.224578074013742,13920.87783,21497.81795,10455.58201,1326.03255,200.38863,7888.75811,415.83982
2023-05-26 08:00:00,2024-07-17 00:00:00,3.1,3.848332619089646,286.96054880864864,282.2192058247568,0.0,0.224578074013742,13759.60194,20174.7547,10447.72225,1375.62288,201.08486,7919.74925,426.498
2023-05-26 09:00:00,2024-07-17 00:00:00,3.1,3.848332619089646,286.96054880864864,282.2192058247568,0.0,0.224578074013742,13880.40046,19480.37635,10442.81123,1454.71133,213.16031,7966.34015,425.35358
2023-05-26 10:00:00,2024-07-17 00:00:00,3.1,3.7576143714945776,287.2332512001699,282.5829577348173,11.499352015720788,0.3424538699307639,14520.36771,19031.91677,10443.35707,1527.22666,211.8524,7993.55102,419.96376
2023-05-26 11:00:00,2024-07-17 00:00:00,3.1,3.7576143714945776,287.2332512001699,282.5829577348173,11.499352015720788,0.3424538699307639,15634.16949,19078.13361,10440.38469,1542.08486,198.01715,8050.43077,415.4676
2023-05-26 12:00:00,2024-07-17 00:00:00,3.1,3.7576143714945776,287.2332512001699,282.5829577348173,11.499352015720788,0.3424538699307639,17141.95516,19688.82979,10438.08622,1538.35988,202.3252,8093.21808,400.16835
2023-05-26 13:00:00,2024-07-17 00:00:00,3.1,4.778293493784178,292.2625047992752,283.22952510918714,366.0466749417359,0.0739740164017253,18298.78423,20617.58879,10434.86418,1566.89176,211.86524,8055.46264,396.14684
2023-05-26 14:00:00,2024-07-17 00:00:00,3.1,4.778293493784178,292.2625047992752,283.22952510918714,366.0466749417359,0.0739740164017253,19182.74232,21878.65078,10440.24061,1564.14535,212.73467,7981.44742,397.75216
2023-05-26 15:00:00,2024-07-17 00:00:00,3.1,4.778293493784178,292.2625047992752,283.22952510918714,366.0466749417359,0.0739740164017253,20005.44545,23182.92703,10442.01839,1524.06745,206.52975,7924.33309,397.55523
2023-05-26 16:00:00,2024-07-17 00:00:00,3.1,5.08260030104958,295.73856341792987,282.9805626645171,568.5055709853307,0.1587409010476566,20430.4168,24233.36213,10435.5339,1531.52885,195.08485,8001.96831,385.88622
2023-05-26 17:00:00,2024-07-17 00:00:00,3.1,5.08260030104958,295.73856341792987,282.9805626645171,568.5055709853307,0.1587409010476566,20636.56174,25322.95302,10428.45935,1656.5331,184.97461,8138.18365,381.5543
2023-05-26 18:00:00,2024-07-17 00:00:00,3.1,5.08260030104958,295.73856341792987,282.9805626645171,568.5055709853307,0.1587409010476566,21005.19235,26355.66772,10417.75148,1713.66479,191.37811,8304.16113,372.67287
2023-05-26 19:00:00,2024-07-17 00:00:00,3.1,5.143315819728581,296.6776478873148,283.0074263401363,770.7890011687912,0.1578878491494179,21285.25654,27246.74271,10422.88738,1894.55281,197.60236,8410.43366,375.23578
2023-05-26 20:00:00,2024-07-17 00:00:00,3.1,5.143315819728581,296.6776478873148,283.0074263401363,770.7890011687912,0.1578878491494179,21539.34084,27472.14778,10442.14227,2040.83138,185.66435,8462.98529,384.98354
2023-05-26 21:00:00,2024-07-17 00:00:00,3.1,5.143315819728581,296.6776478873148,283.0074263401363,770.7890011687912,0.1578878491494179,21879.53659,27958.87097,10458.85093,1981.63923,170.72834,8521.90197,387.02301
