UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-12-17 00:00:00,7910.0,1553.0,396.0,200.0,0.0,7896.0,187.0
2023-12-17 01:00:00,7910.0,1554.0,394.0,200.0,0.0,7922.0,187.0
2023-12-17 02:00:00,7909.0,1545.0,394.0,200.0,0.0,7979.0,189.0
2023-12-17 03:00:00,7840.0,1544.0,392.0,200.0,0.0,7917.0,188.0
2023-12-17 04:00:00,7786.0,1541.0,392.0,200.0,0.0,7779.0,186.0
2023-12-17 05:00:00,8070.0,1557.0,390.0,212.0,0.0,7703.0,179.0
2023-12-17 06:00:00,8105.0,1609.0,389.0,220.0,17.0,7602.0,161.0
2023-12-17 07:00:00,8533.0,1709.0,390.0,280.0,178.0,7404.0,160.0
2023-12-17 08:00:00,8672.0,1753.0,387.0,306.0,473.0,7295.0,160.0
2023-12-17 09:00:00,8543.0,1660.0,385.0,306.0,699.0,7045.0,159.0
2023-12-17 10:00:00,8281.0,1600.0,386.0,299.0,874.0,6914.0,151.0
2023-12-17 11:00:00,8315.0,1513.0,388.0,304.0,816.0,6732.0,153.0
2023-12-17 12:00:00,8798.0,1557.0,387.0,269.0,639.0,6382.0,173.0
2023-12-17 13:00:00,9533.0,1792.0,386.0,265.0,395.0,6316.0,180.0
2023-12-17 14:00:00,9977.0,1937.0,387.0,309.0,137.0,6167.0,179.0
2023-12-17 15:00:00,10379.0,2000.0,388.0,326.0,0.0,6410.0,183.0
2023-12-17 16:00:00,10298.0,2000.0,390.0,338.0,0.0,6752.0,193.0
2023-12-17 17:00:00,10088.0,1995.0,390.0,341.0,0.0,7082.0,190.0
2023-12-17 18:00:00,10002.0,1951.0,391.0,338.0,0.0,7315.0,232.0
2023-12-17 19:00:00,9903.0,1924.0,392.0,323.0,0.0,7449.0,257.0
2023-12-17 20:00:00,9505.0,1679.0,393.0,307.0,0.0,7536.0,255.0
2023-12-17 21:00:00,8976.0,1548.0,393.0,266.0,0.0,7496.0,254.0
2023-12-17 22:00:00,8366.0,1512.0,395.0,242.0,0.0,7609.0,255.0
2023-12-17 23:00:00,7750.0,1530.0,393.0,247.0,0.0,7593.0,255.0
