Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
38760,2023-06-04 00:00:00,638.02,7055.0,1082.0,178.0,162.0,0.0,1469.0,258.0
38761,2023-06-04 01:00:00,647.34,6981.0,1026.0,178.0,162.0,0.0,1314.0,257.0
38762,2023-06-04 02:00:00,659.39,6890.0,980.0,177.0,162.0,55.0,1063.0,263.0
38763,2023-06-04 03:00:00,650.9,6902.0,979.0,177.0,162.0,412.0,853.0,267.0
38764,2023-06-04 04:00:00,607.08,6960.0,1136.0,175.0,172.0,1366.0,649.0,269.0
38765,2023-06-04 05:00:00,532.52,6758.0,1028.0,175.0,175.0,3327.0,244.0,269.0
38766,2023-06-04 06:00:00,452.62,6350.0,1065.0,175.0,183.0,5491.0,72.0,264.0
38767,2023-06-04 07:00:00,389.23,5642.0,890.0,171.0,183.0,7070.0,79.0,215.0
38768,2023-06-04 08:00:00,358.7,5342.0,856.0,170.0,167.0,7993.0,102.0,213.0
38769,2023-06-04 09:00:00,358.2,5680.0,910.0,170.0,163.0,8526.0,117.0,212.0
38770,2023-06-04 10:00:00,358.22,5739.0,907.0,169.0,163.0,8609.0,117.0,213.0
38771,2023-06-04 11:00:00,354.11,5586.0,897.0,169.0,163.0,8559.0,141.0,213.0
38772,2023-06-04 12:00:00,366.43,5652.0,990.0,170.0,163.0,8049.0,175.0,212.0
38773,2023-06-04 13:00:00,383.6,5613.0,945.0,172.0,163.0,7186.0,192.0,212.0
38774,2023-06-04 14:00:00,431.32,6172.0,956.0,171.0,172.0,5912.0,212.0,245.0
38775,2023-06-04 15:00:00,522.27,7544.0,1177.0,170.0,178.0,4068.0,236.0,270.0
38776,2023-06-04 16:00:00,613.31,8365.0,1214.0,169.0,224.0,2096.0,263.0,271.0
38777,2023-06-04 17:00:00,687.43,9305.0,1192.0,170.0,235.0,799.0,295.0,269.0
38778,2023-06-04 18:00:00,713.14,9719.0,1199.0,172.0,253.0,248.0,414.0,268.0
38779,2023-06-04 19:00:00,709.22,9585.0,1212.0,174.0,246.0,4.0,697.0,267.0
38780,2023-06-04 20:00:00,692.78,9603.0,1223.0,174.0,213.0,0.0,1025.0,270.0
38781,2023-06-04 21:00:00,683.49,9510.0,1231.0,171.0,210.0,0.0,1181.0,268.0
38782,2023-06-04 22:00:00,666.31,8331.0,1211.0,170.0,162.0,0.0,1290.0,263.0
38783,2023-06-04 23:00:00,665.74,8280.0,1230.0,169.0,158.0,0.0,1288.0,261.0
