Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
35376,2023-01-14 00:00:00,407.85,8113.0,1408.0,308.0,209.0,0.0,6482.0,182.0
35377,2023-01-14 01:00:00,400.87,7918.0,1383.0,307.0,209.0,0.0,6605.0,177.0
35378,2023-01-14 02:00:00,405.73,8015.0,1382.0,307.0,209.0,0.0,6490.0,178.0
35379,2023-01-14 03:00:00,408.04,8042.0,1366.0,307.0,208.0,0.0,6423.0,177.0
35380,2023-01-14 04:00:00,412.84,8070.0,1378.0,304.0,207.0,0.0,6254.0,177.0
35381,2023-01-14 05:00:00,430.12,8748.0,1390.0,287.0,205.0,0.0,6118.0,176.0
35382,2023-01-14 06:00:00,444.43,9173.0,1455.0,286.0,220.0,15.0,5835.0,175.0
35383,2023-01-14 07:00:00,457.52,9586.0,1472.0,283.0,239.0,258.0,5358.0,169.0
35384,2023-01-14 08:00:00,457.32,10037.0,1604.0,283.0,292.0,1036.0,4808.0,169.0
35385,2023-01-14 09:00:00,448.67,10183.0,1590.0,284.0,308.0,1904.0,4381.0,167.0
35386,2023-01-14 10:00:00,442.8,10102.0,1510.0,282.0,309.0,2579.0,3909.0,168.0
35387,2023-01-14 11:00:00,448.12,10118.0,1481.0,284.0,307.0,2616.0,3668.0,166.0
35388,2023-01-14 12:00:00,477.0,10594.0,1568.0,285.0,251.0,2100.0,3374.0,166.0
35389,2023-01-14 13:00:00,508.49,10951.0,1590.0,285.0,248.0,1217.0,3293.0,168.0
35390,2023-01-14 14:00:00,520.22,10930.0,1568.0,287.0,301.0,328.0,3725.0,168.0
35391,2023-01-14 15:00:00,498.1,10937.0,1547.0,291.0,316.0,13.0,4801.0,169.0
35392,2023-01-14 16:00:00,465.61,10486.0,1427.0,297.0,322.0,0.0,5808.0,169.0
35393,2023-01-14 17:00:00,437.01,9840.0,1426.0,297.0,326.0,0.0,6538.0,169.0
35394,2023-01-14 18:00:00,415.69,9267.0,1436.0,300.0,327.0,0.0,7016.0,168.0
35395,2023-01-14 19:00:00,404.03,8897.0,1440.0,299.0,321.0,0.0,7230.0,168.0
35396,2023-01-14 20:00:00,392.99,8410.0,1448.0,297.0,239.0,0.0,7371.0,169.0
35397,2023-01-14 21:00:00,376.98,7732.0,1437.0,293.0,212.0,0.0,7471.0,169.0
35398,2023-01-14 22:00:00,360.91,7070.0,1381.0,290.0,210.0,0.0,7512.0,167.0
35399,2023-01-14 23:00:00,374.76,6980.0,1336.0,286.0,212.0,0.0,6803.0,167.0
