Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
35784,2023-01-31 00:00:00,422.6,9799.0,1446.0,315.0,234.0,0.0,7137.0,260.0
35785,2023-01-31 01:00:00,427.63,9925.0,1450.0,314.0,233.0,0.0,7010.0,260.0
35786,2023-01-31 02:00:00,429.21,9943.0,1452.0,313.0,233.0,0.0,6954.0,259.0
35787,2023-01-31 03:00:00,432.14,9987.0,1456.0,312.0,233.0,0.0,6857.0,259.0
35788,2023-01-31 04:00:00,449.68,10778.0,1470.0,311.0,232.0,0.0,6653.0,262.0
35789,2023-01-31 05:00:00,466.24,11982.0,1509.0,295.0,232.0,0.0,6706.0,262.0
35790,2023-01-31 06:00:00,481.37,12834.0,1566.0,295.0,232.0,62.0,6458.0,268.0
35791,2023-01-31 07:00:00,478.48,13134.0,1581.0,291.0,229.0,574.0,6253.0,269.0
35792,2023-01-31 08:00:00,469.49,13330.0,1601.0,289.0,229.0,1401.0,5975.0,265.0
35793,2023-01-31 09:00:00,459.2,13216.0,1552.0,291.0,230.0,1941.0,5925.0,226.0
35794,2023-01-31 10:00:00,466.76,13358.0,1585.0,290.0,230.0,1854.0,5740.0,202.0
35795,2023-01-31 11:00:00,483.38,13658.0,1600.0,292.0,230.0,1692.0,5264.0,208.0
35796,2023-01-31 12:00:00,508.28,14005.0,1602.0,293.0,230.0,1256.0,4745.0,210.0
35797,2023-01-31 13:00:00,522.32,13999.0,1719.0,292.0,283.0,772.0,4541.0,208.0
35798,2023-01-31 14:00:00,525.88,13944.0,1779.0,305.0,291.0,289.0,4821.0,210.0
35799,2023-01-31 15:00:00,520.4,13771.0,1789.0,306.0,292.0,109.0,5141.0,214.0
35800,2023-01-31 16:00:00,508.0,13721.0,1710.0,304.0,292.0,0.0,5761.0,228.0
35801,2023-01-31 17:00:00,494.4,13380.0,1556.0,293.0,243.0,0.0,6252.0,249.0
35802,2023-01-31 18:00:00,477.13,12889.0,1521.0,293.0,236.0,0.0,6759.0,261.0
35803,2023-01-31 19:00:00,465.77,12696.0,1520.0,294.0,237.0,0.0,7166.0,267.0
35804,2023-01-31 20:00:00,446.01,11603.0,1527.0,293.0,262.0,0.0,7353.0,267.0
35805,2023-01-31 21:00:00,426.35,10347.0,1463.0,289.0,258.0,0.0,7371.0,261.0
35806,2023-01-31 22:00:00,402.26,9105.0,1408.0,288.0,259.0,0.0,7472.0,256.0
35807,2023-01-31 23:00:00,400.09,8968.0,1406.0,290.0,236.0,0.0,7474.0,256.0
