Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
43536,2023-12-20 00:00:00,571.45,10567.0,1532.0,395.0,259.0,0.0,4112.0,253.0
43537,2023-12-20 01:00:00,579.98,10692.0,1354.0,391.0,258.0,0.0,3936.0,254.0
43538,2023-12-20 02:00:00,584.51,10722.0,1359.0,389.0,258.0,0.0,3814.0,254.0
43539,2023-12-20 03:00:00,592.04,10802.0,1378.0,386.0,258.0,0.0,3619.0,262.0
43540,2023-12-20 04:00:00,605.24,11299.0,1482.0,387.0,258.0,0.0,3405.0,266.0
43541,2023-12-20 05:00:00,617.54,13133.0,1890.0,388.0,308.0,0.0,3535.0,267.0
43542,2023-12-20 06:00:00,628.31,14559.0,2058.0,389.0,335.0,20.0,3550.0,274.0
43543,2023-12-20 07:00:00,618.18,14793.0,2069.0,388.0,341.0,183.0,3819.0,274.0
43544,2023-12-20 08:00:00,594.39,14738.0,2064.0,389.0,338.0,572.0,4327.0,274.0
43545,2023-12-20 09:00:00,564.52,14052.0,2055.0,392.0,321.0,983.0,4868.0,274.0
43546,2023-12-20 10:00:00,540.51,13559.0,1741.0,393.0,270.0,1107.0,5611.0,276.0
43547,2023-12-20 11:00:00,533.66,13528.0,1700.0,395.0,265.0,1040.0,5968.0,273.0
43548,2023-12-20 12:00:00,531.45,13455.0,1870.0,395.0,275.0,739.0,6284.0,273.0
43549,2023-12-20 13:00:00,525.87,13006.0,1736.0,394.0,275.0,434.0,6573.0,274.0
43550,2023-12-20 14:00:00,523.96,13197.0,2011.0,397.0,316.0,102.0,7022.0,271.0
43551,2023-12-20 15:00:00,520.84,13478.0,1900.0,398.0,349.0,0.0,7398.0,274.0
43552,2023-12-20 16:00:00,503.24,12461.0,1640.0,399.0,365.0,0.0,7586.0,274.0
43553,2023-12-20 17:00:00,498.88,12261.0,1639.0,399.0,368.0,0.0,7653.0,277.0
43554,2023-12-20 18:00:00,500.6,12231.0,1746.0,399.0,321.0,0.0,7601.0,271.0
43555,2023-12-20 19:00:00,502.56,12144.0,1784.0,401.0,307.0,0.0,7465.0,276.0
43556,2023-12-20 20:00:00,493.32,11400.0,1889.0,400.0,286.0,0.0,7411.0,273.0
43557,2023-12-20 21:00:00,480.43,10145.0,1681.0,407.0,281.0,0.0,7103.0,269.0
43558,2023-12-20 22:00:00,474.8,9252.0,1559.0,409.0,272.0,0.0,6688.0,264.0
43559,2023-12-20 23:00:00,482.35,9060.0,1531.0,402.0,243.0,0.0,6283.0,259.0
