UTC time,nat_gas,coal,hydro,oil,unknown,wind,solar,nuclear,biomass,geothermal
2019-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1186.0,0.0,0.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,923.0,0.0,0.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,737.0,0.0,0.0,0.0,0.0
2019-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0
2019-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,517.0,0.0,0.0,0.0,0.0
2019-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0
2019-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0
2019-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0
2019-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0
2019-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0
2019-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0
2019-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0
2019-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
2019-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
2019-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
2019-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0
2019-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0
2019-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0
2019-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0
2019-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0
2019-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0
2019-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0
2019-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0
2019-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0
2019-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0
2019-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0
2019-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0
2019-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0
