,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Wind Onshore,"('Fossil Gas', 'Actual Aggregated')","('Fossil Gas', 'Actual Consumption')","('Fossil Hard coal', 'Actual Aggregated')","('Fossil Hard coal', 'Actual Consumption')","('Fossil Oil', 'Actual Aggregated')","('Fossil Oil', 'Actual Consumption')","('Fossil Peat', 'Actual Aggregated')","('Fossil Peat', 'Actual Consumption')","('Hydro Pumped Storage', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Run-of-river and poundage', 'Actual Consumption')","('Other', 'Actual Aggregated')","('Other', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')"
2019-02-06 05:30:00+00:00,622.0,99.0,0.0,294.0,0.0,46.0,0.0,1617.0,,,,,,,,,,,,,,,
2019-02-06 06:00:00+00:00,662.0,103.0,0.0,312.0,0.0,47.0,0.0,1678.0,,,,,,,,,,,,,,,
2019-02-06 06:30:00+00:00,802.0,118.0,0.0,340.0,20.0,46.0,0.0,1652.0,,,,,,,,,,,,,,,
2019-02-06 07:00:00+00:00,892.0,121.0,0.0,340.0,21.0,50.0,0.0,1792.0,,,,,,,,,,,,,,,
2019-02-06 07:30:00+00:00,1082.0,144.0,0.0,343.0,28.0,60.0,0.0,1769.0,,,,,,,,,,,,,,,
2019-02-06 08:00:00+00:00,1148.0,140.0,0.0,339.0,20.0,59.0,0.0,1763.0,,,,,,,,,,,,,,,
2019-02-06 08:30:00+00:00,1172.0,141.0,0.0,341.0,25.0,70.0,0.0,1810.0,,,,,,,,,,,,,,,
2019-02-06 09:00:00+00:00,1131.0,140.0,0.0,341.0,25.0,73.0,0.0,1842.0,,,,,,,,,,,,,,,
2019-02-06 09:30:00+00:00,1105.0,131.0,0.0,335.0,20.0,72.0,0.0,1876.0,,,,,,,,,,,,,,,
2019-02-06 10:00:00+00:00,1026.0,131.0,0.0,337.0,20.0,91.0,0.0,1947.0,,,,,,,,,,,,,,,
2019-02-06 10:30:00+00:00,993.0,133.0,0.0,337.0,20.0,117.0,0.0,1951.0,,,,,,,,,,,,,,,
2019-02-06 11:00:00+00:00,927.0,130.0,0.0,335.0,20.0,120.0,0.0,2054.0,,,,,,,,,,,,,,,
2019-02-06 11:30:00+00:00,752.0,132.0,0.0,335.0,20.0,126.0,0.0,1995.0,,,,,,,,,,,,,,,
2019-02-06 12:00:00+00:00,794.0,140.0,0.0,340.0,18.0,128.0,0.0,1917.0,,,,,,,,,,,,,,,
2019-02-06 12:30:00+00:00,859.0,157.0,0.0,345.0,30.0,133.0,0.0,1810.0,,,,,,,,,,,,,,,
2019-02-06 13:00:00+00:00,998.0,140.0,0.0,342.0,19.0,129.0,0.0,1692.0,,,,,,,,,,,,,,,
2019-02-06 13:30:00+00:00,1058.0,146.0,0.0,340.0,15.0,128.0,0.0,1581.0,,,,,,,,,,,,,,,
2019-02-06 14:00:00+00:00,1052.0,176.0,0.0,338.0,15.0,129.0,0.0,1556.0,,,,,,,,,,,,,,,
2019-02-06 14:30:00+00:00,1072.0,226.0,0.0,339.0,16.0,129.0,0.0,1471.0,,,,,,,,,,,,,,,
2019-02-06 15:00:00+00:00,1131.0,228.0,0.0,337.0,20.0,130.0,0.0,1386.0,,,,,,,,,,,,,,,
2019-02-06 15:30:00+00:00,1200.0,238.0,0.0,340.0,66.0,133.0,0.0,1265.0,,,,,,,,,,,,,,,
2019-02-06 16:00:00+00:00,1120.0,261.0,0.0,337.0,16.0,127.0,0.0,1380.0,,,,,,,,,,,,,,,
2019-02-06 16:30:00+00:00,1148.0,290.0,0.0,343.0,22.0,131.0,0.0,1440.0,,,,,,,,,,,,,,,
2019-02-06 17:00:00+00:00,1109.0,280.0,0.0,338.0,20.0,128.0,0.0,1581.0,,,,,,,,,,,,,,,
2019-02-06 17:30:00+00:00,1161.0,295.0,0.0,343.0,30.0,143.0,0.0,1668.0,,,,,,,,,,,,,,,
2019-02-06 18:00:00+00:00,1139.0,266.0,0.0,338.0,178.0,147.0,0.0,1737.0,,,,,,,,,,,,,,,
2019-02-06 18:30:00+00:00,1127.0,241.0,0.0,340.0,184.0,161.0,0.0,1686.0,,,,,,,,,,,,,,,
2019-02-06 19:00:00+00:00,1168.0,249.0,0.0,344.0,191.0,164.0,0.0,1504.0,,,,,,,,,,,,,,,
2019-02-06 19:30:00+00:00,1138.0,242.0,0.0,340.0,184.0,140.0,0.0,1375.0,,,,,,,,,,,,,,,
2019-02-06 20:00:00+00:00,1159.0,233.0,0.0,342.0,64.0,129.0,0.0,1498.0,,,,,,,,,,,,,,,
2019-02-06 20:30:00+00:00,1011.0,191.0,0.0,334.0,21.0,125.0,0.0,1944.0,,,,,,,,,,,,,,,
2019-02-06 21:00:00+00:00,699.0,148.0,0.0,343.0,33.0,132.0,0.0,2058.0,,,,,,,,,,,,,,,
2019-02-06 21:30:00+00:00,872.0,101.0,0.0,343.0,65.0,130.0,0.0,1954.0,,,,,,,,,,,,,,,
2019-02-06 22:00:00+00:00,613.0,99.0,0.0,336.0,22.0,126.0,0.0,1918.0,,,,,,,,,,,,,,,
2019-02-06 22:30:00+00:00,601.0,99.0,0.0,272.0,18.0,125.0,0.0,1758.0,,,,,,,,,,,,,,,
2019-02-06 23:00:00+00:00,612.0,100.0,0.0,216.0,22.0,122.0,0.0,1475.0,,,,,,,,,,,,,,,
2019-02-06 23:30:00+00:00,664.0,99.0,0.0,205.0,30.0,103.0,0.0,1530.0,,,,,,,,,,,,,,,
2019-02-07 00:00:00+00:00,617.0,100.0,0.0,196.0,0.0,81.0,0.0,1672.0,,,,,,,,,,,,,,,
2019-02-07 00:30:00+00:00,624.0,101.0,0.0,186.0,0.0,81.0,0.0,1984.0,,,,,,,,,,,,,,,
2019-02-07 01:00:00+00:00,621.0,101.0,0.0,123.0,0.0,82.0,0.0,2127.0,,,,,,,,,,,,,,,
2019-02-07 01:30:00+00:00,626.0,100.0,0.0,179.0,0.0,82.0,0.0,2064.0,,,,,,,,,,,,,,,
2019-02-07 02:00:00+00:00,597.0,99.0,0.0,187.0,0.0,81.0,0.0,1967.0,,,,,,,,,,,,,,,
2019-02-07 02:30:00+00:00,593.0,100.0,0.0,191.0,0.0,81.0,0.0,1848.0,,,,,,,,,,,,,,,
2019-02-07 03:00:00+00:00,582.0,100.0,0.0,190.0,0.0,81.0,0.0,1840.0,,,,,,,,,,,,,,,
2019-02-07 03:30:00+00:00,603.0,102.0,0.0,192.0,0.0,82.0,0.0,1803.0,,,,,,,,,,,,,,,
2019-02-07 04:00:00+00:00,600.0,101.0,0.0,193.0,0.0,81.0,0.0,1856.0,,,,,,,,,,,,,,,
2019-02-07 04:30:00+00:00,594.0,100.0,0.0,191.0,0.0,81.0,0.0,1851.0,,,,,,,,,,,,,,,
2019-02-07 05:00:00+00:00,595.0,104.0,0.0,191.0,0.0,81.0,0.0,1833.0,,,,,,,,,,,,,,,
2019-02-07 05:30:00+00:00,580.0,100.0,0.0,191.0,0.0,81.0,0.0,1829.0,,,,,,,,,,,,,,,
2019-02-07 06:00:00+00:00,724.0,103.0,0.0,219.0,0.0,81.0,0.0,1812.0,,,,,,,,,,,,,,,
2019-02-07 06:30:00+00:00,1009.0,117.0,0.0,218.0,0.0,81.0,0.0,1739.0,,,,,,,,,,,,,,,
2019-02-07 07:00:00+00:00,1140.0,155.0,0.0,257.0,0.0,82.0,0.0,1625.0,,,,,,,,,,,,,,,
2019-02-07 07:30:00+00:00,1274.0,167.0,0.0,279.0,27.0,88.0,0.0,1692.0,,,,,,,,,,,,,,,
2019-02-07 08:00:00+00:00,1302.0,184.0,0.0,320.0,21.0,103.0,0.0,1604.0,,,,,,,,,,,,,,,
2019-02-07 08:30:00+00:00,1243.0,188.0,0.0,318.0,20.0,120.0,0.0,1619.0,,,,,,,,,,,,,,,
2019-02-07 09:00:00+00:00,1233.0,195.0,0.0,321.0,20.0,129.0,0.0,1493.0,,,,,,,,,,,,,,,
2019-02-07 09:30:00+00:00,1294.0,202.0,0.0,338.0,29.0,131.0,0.0,1400.0,,,,,,,,,,,,,,,
2019-02-07 10:00:00+00:00,1369.0,198.0,0.0,340.0,23.0,128.0,0.0,1205.0,,,,,,,,,,,,,,,
2019-02-07 10:30:00+00:00,1304.0,193.0,0.0,337.0,20.0,128.0,0.0,1162.0,,,,,,,,,,,,,,,
2019-02-07 11:00:00+00:00,1353.0,198.0,0.0,339.0,25.0,128.0,0.0,1137.0,,,,,,,,,,,,,,,
2019-02-07 11:30:00+00:00,1151.0,190.0,0.0,335.0,20.0,127.0,0.0,1334.0,,,,,,,,,,,,,,,
2019-02-07 12:00:00+00:00,1118.0,152.0,0.0,336.0,16.0,128.0,0.0,1445.0,,,,,,,,,,,,,,,
2019-02-07 12:30:00+00:00,1116.0,112.0,0.0,335.0,16.0,127.0,0.0,1516.0,,,,,,,,,,,,,,,
2019-02-07 13:00:00+00:00,1101.0,107.0,0.0,339.0,19.0,129.0,0.0,1597.0,,,,,,,,,,,,,,,
2019-02-07 13:30:00+00:00,1042.0,110.0,0.0,336.0,16.0,128.0,0.0,1611.0,,,,,,,,,,,,,,,
2019-02-07 14:00:00+00:00,1020.0,107.0,0.0,337.0,16.0,133.0,0.0,1667.0,,,,,,,,,,,,,,,
2019-02-07 14:30:00+00:00,1050.0,110.0,0.0,342.0,24.0,152.0,0.0,1541.0,,,,,,,,,,,,,,,
2019-02-07 15:00:00+00:00,1058.0,115.0,0.0,343.0,21.0,164.0,0.0,1599.0,,,,,,,,,,,,,,,
2019-02-07 15:30:00+00:00,1114.0,115.0,0.0,343.0,117.0,166.0,0.0,1663.0,,,,,,,,,,,,,,,
2019-02-07 16:00:00+00:00,1179.0,107.0,0.0,337.0,107.0,169.0,0.0,1651.0,,,,,,,,,,,,,,,
2019-02-07 16:30:00+00:00,1218.0,134.0,0.0,341.0,155.0,173.0,0.0,1633.0,,,,,,,,,,,,,,,
2019-02-07 17:00:00+00:00,1210.0,140.0,0.0,337.0,203.0,185.0,0.0,1621.0,,,,,,,,,,,,,,,
2019-02-07 17:30:00+00:00,1261.0,140.0,0.0,338.0,211.0,189.0,0.0,1633.0,,,,,,,,,,,,,,,
2019-02-07 18:00:00+00:00,1281.0,137.0,0.0,336.0,208.0,187.0,0.0,1643.0,,,,,,,,,,,,,,,
2019-02-07 18:30:00+00:00,1253.0,142.0,0.0,337.0,212.0,189.0,0.0,1780.0,,,,,,,,,,,,,,,
2019-02-07 19:00:00+00:00,1321.0,145.0,0.0,340.0,30.0,190.0,0.0,1811.0,,,,,,,,,,,,,,,
2019-02-07 19:30:00+00:00,1311.0,146.0,0.0,338.0,23.0,190.0,0.0,2060.0,,,,,,,,,,,,,,,
2019-02-07 20:00:00+00:00,1335.0,152.0,0.0,342.0,31.0,174.0,0.0,2160.0,,,,,,,,,,,,,,,
2019-02-07 20:30:00+00:00,1403.0,145.0,0.0,340.0,27.0,149.0,0.0,2228.0,,,,,,,,,,,,,,,
2019-02-07 21:00:00+00:00,1308.0,138.0,0.0,337.0,22.0,147.0,0.0,2379.0,,,,,,,,,,,,,,,
2019-02-07 21:30:00+00:00,1197.0,132.0,0.0,330.0,21.0,138.0,0.0,2343.0,,,,,,,,,,,,,,,
2019-02-07 22:00:00+00:00,1002.0,100.0,0.0,329.0,21.0,139.0,0.0,2399.0,,,,,,,,,,,,,,,
2019-02-07 22:30:00+00:00,676.0,105.0,0.0,286.0,28.0,130.0,0.0,2548.0,,,,,,,,,,,,,,,
2019-02-07 23:00:00+00:00,706.0,107.0,0.0,252.0,25.0,131.0,0.0,2555.0,,,,,,,,,,,,,,,
2019-02-07 23:30:00+00:00,674.0,100.0,0.0,217.0,0.0,129.0,0.0,2591.0,,,,,,,,,,,,,,,
2019-02-08 00:00:00+00:00,620.0,101.0,0.0,187.0,0.0,128.0,0.0,2519.0,,,,,,,,,,,,,,,
2019-02-08 00:30:00+00:00,634.0,101.0,0.0,123.0,0.0,127.0,0.0,2463.0,,,,,,,,,,,,,,,
2019-02-08 01:00:00+00:00,590.0,102.0,0.0,124.0,0.0,128.0,0.0,2416.0,,,,,,,,,,,,,,,
2019-02-08 01:30:00+00:00,599.0,102.0,0.0,124.0,0.0,128.0,0.0,2415.0,,,,,,,,,,,,,,,
2019-02-08 02:00:00+00:00,585.0,101.0,0.0,123.0,0.0,127.0,0.0,2334.0,,,,,,,,,,,,,,,
2019-02-08 02:30:00+00:00,584.0,100.0,0.0,123.0,0.0,127.0,0.0,2253.0,,,,,,,,,,,,,,,
2019-02-08 03:00:00+00:00,586.0,99.0,0.0,122.0,0.0,127.0,0.0,2264.0,,,,,,,,,,,,,,,
2019-02-08 03:30:00+00:00,578.0,99.0,0.0,122.0,0.0,127.0,0.0,2260.0,,,,,,,,,,,,,,,
2019-02-08 04:00:00+00:00,575.0,100.0,0.0,122.0,0.0,128.0,0.0,2252.0,,,,,,,,,,,,,,,
2019-02-08 04:30:00+00:00,585.0,100.0,0.0,122.0,0.0,127.0,0.0,2245.0,,,,,,,,,,,,,,,
2019-02-08 05:00:00+00:00,592.0,101.0,0.0,124.0,0.0,127.0,0.0,2248.0,,,,,,,,,,,,,,,
2019-02-08 05:30:00+00:00,617.0,107.0,0.0,126.0,0.0,128.0,0.0,2283.0,,,,,,,,,,,,,,,
2019-02-08 06:00:00+00:00,610.0,105.0,0.0,127.0,0.0,128.0,0.0,2345.0,,,,,,,,,,,,,,,
2019-02-08 06:30:00+00:00,639.0,103.0,0.0,134.0,2.0,127.0,0.0,2422.0,,,,,,,,,,,,,,,
2019-02-08 07:00:00+00:00,643.0,105.0,0.0,186.0,21.0,128.0,0.0,2614.0,,,,,,,,,,,,,,,
2019-02-08 07:30:00+00:00,703.0,108.0,0.0,237.0,30.0,129.0,0.0,2754.0,,,,,,,,,,,,,,,
2019-02-08 08:00:00+00:00,796.0,108.0,0.0,237.0,32.0,156.0,0.0,2789.0,,,,,,,,,,,,,,,
2019-02-08 08:30:00+00:00,793.0,96.0,0.0,287.0,20.0,151.0,0.0,2775.0,,,,,,,,,,,,,,,
2019-02-08 09:00:00+00:00,818.0,98.0,0.0,302.0,22.0,155.0,0.0,2809.0,,,,,,,,,,,,,,,
2019-02-08 09:30:00+00:00,851.0,102.0,0.0,304.0,25.0,154.0,0.0,2830.0,,,,,,,,,,,,,,,
2019-02-08 10:00:00+00:00,905.0,111.0,0.0,308.0,32.0,158.0,0.0,2719.0,,,,,,,,,,,,,,,
2019-02-08 10:30:00+00:00,835.0,144.0,0.0,305.0,27.0,155.0,0.0,2732.0,,,,,,,,,,,,,,,
2019-02-08 11:00:00+00:00,811.0,149.0,0.0,303.0,21.0,154.0,0.0,2751.0,,,,,,,,,,,,,,,
2019-02-08 11:30:00+00:00,779.0,133.0,0.0,301.0,20.0,152.0,0.0,2815.0,,,,,,,,,,,,,,,
2019-02-08 12:00:00+00:00,800.0,139.0,0.0,300.0,20.0,154.0,0.0,2817.0,,,,,,,,,,,,,,,
2019-02-08 12:30:00+00:00,803.0,138.0,0.0,300.0,20.0,165.0,0.0,2801.0,,,,,,,,,,,,,,,
2019-02-08 13:00:00+00:00,694.0,135.0,0.0,305.0,83.0,169.0,0.0,2776.0,,,,,,,,,,,,,,,
2019-02-08 13:30:00+00:00,609.0,99.0,0.0,302.0,56.0,160.0,0.0,2786.0,,,,,,,,,,,,,,,
2019-02-08 14:00:00+00:00,625.0,100.0,0.0,307.0,22.0,154.0,0.0,2838.0,,,,,,,,,,,,,,,
2019-02-08 14:30:00+00:00,611.0,109.0,0.0,311.0,20.0,153.0,0.0,2896.0,,,,,,,,,,,,,,,
2019-02-08 15:00:00+00:00,639.0,108.0,0.0,313.0,25.0,155.0,0.0,2811.0,,,,,,,,,,,,,,,
2019-02-08 15:30:00+00:00,629.0,100.0,0.0,314.0,20.0,154.0,0.0,2917.0,,,,,,,,,,,,,,,
2019-02-08 16:00:00+00:00,727.0,102.0,0.0,315.0,27.0,156.0,0.0,2871.0,,,,,,,,,,,,,,,
2019-02-08 16:30:00+00:00,778.0,100.0,0.0,313.0,20.0,154.0,0.0,2876.0,,,,,,,,,,,,,,,
2019-02-08 17:00:00+00:00,835.0,102.0,0.0,316.0,115.0,172.0,0.0,2872.0,,,,,,,,,,,,,,,
2019-02-08 17:30:00+00:00,952.0,95.0,0.0,316.0,186.0,174.0,0.0,2920.0,,,,,,,,,,,,,,,
2019-02-08 18:00:00+00:00,1020.0,105.0,0.0,316.0,188.0,174.0,0.0,2920.0,,,,,,,,,,,,,,,
2019-02-08 18:30:00+00:00,1011.0,103.0,0.0,315.0,185.0,173.0,0.0,2891.0,,,,,,,,,,,,,,,
2019-02-08 19:00:00+00:00,984.0,99.0,0.0,311.0,180.0,172.0,0.0,2911.0,,,,,,,,,,,,,,,
2019-02-08 19:30:00+00:00,992.0,100.0,0.0,311.0,18.0,172.0,0.0,2929.0,,,,,,,,,,,,,,,
2019-02-08 20:00:00+00:00,896.0,99.0,0.0,312.0,18.0,172.0,0.0,2900.0,,,,,,,,,,,,,,,
2019-02-08 20:30:00+00:00,760.0,99.0,0.0,306.0,18.0,150.0,0.0,2929.0,,,,,,,,,,,,,,,
2019-02-08 21:00:00+00:00,799.0,122.0,0.0,309.0,21.0,154.0,0.0,2794.0,,,,,,,,,,,,,,,
2019-02-08 21:30:00+00:00,741.0,101.0,0.0,312.0,23.0,153.0,0.0,2662.0,,,,,,,,,,,,,,,
2019-02-08 22:00:00+00:00,694.0,100.0,0.0,308.0,21.0,153.0,0.0,2515.0,,,,,,,,,,,,,,,
2019-02-08 22:30:00+00:00,668.0,99.0,0.0,310.0,22.0,153.0,0.0,2516.0,,,,,,,,,,,,,,,
2019-02-08 23:00:00+00:00,596.0,99.0,0.0,311.0,17.0,153.0,0.0,2523.0,,,,,,,,,,,,,,,
2019-02-08 23:30:00+00:00,586.0,99.0,0.0,308.0,21.0,154.0,0.0,2528.0,,,,,,,,,,,,,,,
2019-02-09 00:00:00+00:00,607.0,100.0,0.0,262.0,0.0,157.0,0.0,2531.0,,,,,,,,,,,,,,,
2019-02-09 00:30:00+00:00,613.0,99.0,0.0,231.0,0.0,157.0,0.0,2582.0,,,,,,,,,,,,,,,
2019-02-09 01:00:00+00:00,575.0,99.0,0.0,224.0,0.0,156.0,0.0,2560.0,,,,,,,,,,,,,,,
2019-02-09 01:30:00+00:00,573.0,99.0,0.0,190.0,0.0,156.0,0.0,2448.0,,,,,,,,,,,,,,,
2019-02-09 02:00:00+00:00,591.0,100.0,0.0,151.0,0.0,158.0,0.0,2387.0,,,,,,,,,,,,,,,
2019-02-09 02:30:00+00:00,580.0,100.0,0.0,151.0,0.0,157.0,0.0,2378.0,,,,,,,,,,,,,,,
2019-02-09 03:00:00+00:00,571.0,99.0,0.0,149.0,0.0,156.0,0.0,2292.0,,,,,,,,,,,,,,,
2019-02-09 03:30:00+00:00,576.0,100.0,0.0,150.0,0.0,158.0,0.0,2219.0,,,,,,,,,,,,,,,
2019-02-09 04:00:00+00:00,575.0,99.0,0.0,149.0,0.0,157.0,0.0,2214.0,,,,,,,,,,,,,,,
2019-02-09 04:30:00+00:00,574.0,99.0,0.0,149.0,0.0,156.0,0.0,2179.0,,,,,,,,,,,,,,,
2019-02-09 05:00:00+00:00,570.0,99.0,0.0,149.0,0.0,156.0,0.0,2180.0,,,,,,,,,,,,,,,
2019-02-09 05:30:00+00:00,578.0,99.0,0.0,149.0,0.0,158.0,0.0,2190.0,,,,,,,,,,,,,,,
2019-02-09 06:00:00+00:00,567.0,99.0,0.0,151.0,0.0,157.0,0.0,2057.0,,,,,,,,,,,,,,,
2019-02-09 06:30:00+00:00,575.0,101.0,0.0,151.0,19.0,158.0,0.0,2058.0,,,,,,,,,,,,,,,
2019-02-09 07:00:00+00:00,589.0,104.0,0.0,152.0,20.0,160.0,0.0,2185.0,,,,,,,,,,,,,,,
2019-02-09 07:30:00+00:00,574.0,100.0,0.0,153.0,18.0,158.0,0.0,2436.0,,,,,,,,,,,,,,,
2019-02-09 08:00:00+00:00,607.0,104.0,0.0,152.0,21.0,159.0,0.0,2446.0,,,,,,,,,,,,,,,
2019-02-09 08:30:00+00:00,726.0,107.0,0.0,155.0,32.0,161.0,0.0,2420.0,,,,,,,,,,,,,,,
2019-02-09 09:00:00+00:00,848.0,120.0,0.0,192.0,33.0,164.0,0.0,2419.0,,,,,,,,,,,,,,,
2019-02-09 09:30:00+00:00,880.0,127.0,0.0,219.0,60.0,157.0,0.0,2335.0,,,,,,,,,,,,,,,
2019-02-09 10:00:00+00:00,943.0,143.0,0.0,261.0,27.0,160.0,0.0,2272.0,,,,,,,,,,,,,,,
2019-02-09 10:30:00+00:00,1017.0,137.0,0.0,259.0,17.0,158.0,0.0,2129.0,,,,,,,,,,,,,,,
2019-02-09 11:00:00+00:00,985.0,174.0,0.0,328.0,16.0,156.0,0.0,2026.0,,,,,,,,,,,,,,,
2019-02-09 11:30:00+00:00,1064.0,167.0,0.0,331.0,16.0,158.0,0.0,1979.0,,,,,,,,,,,,,,,
2019-02-09 12:00:00+00:00,1052.0,132.0,0.0,327.0,15.0,155.0,0.0,1989.0,,,,,,,,,,,,,,,
2019-02-09 12:30:00+00:00,1042.0,113.0,0.0,321.0,16.0,156.0,0.0,2022.0,,,,,,,,,,,,,,,
2019-02-09 13:00:00+00:00,1123.0,121.0,0.0,334.0,19.0,157.0,0.0,1833.0,,,,,,,,,,,,,,,
2019-02-09 13:30:00+00:00,1009.0,114.0,0.0,319.0,15.0,156.0,0.0,1739.0,,,,,,,,,,,,,,,
2019-02-09 14:00:00+00:00,953.0,110.0,0.0,332.0,16.0,154.0,0.0,1694.0,,,,,,,,,,,,,,,
2019-02-09 14:30:00+00:00,1035.0,118.0,0.0,332.0,16.0,157.0,0.0,1487.0,,,,,,,,,,,,,,,
2019-02-09 15:00:00+00:00,1038.0,124.0,0.0,335.0,22.0,166.0,0.0,1346.0,,,,,,,,,,,,,,,
2019-02-09 15:30:00+00:00,916.0,120.0,30.0,334.0,16.0,176.0,0.0,1226.0,,,,,,,,,,,,,,,
2019-02-09 16:00:00+00:00,1055.0,117.0,35.0,336.0,16.0,177.0,0.0,965.0,,,,,,,,,,,,,,,
2019-02-09 16:30:00+00:00,1296.0,135.0,31.0,339.0,21.0,178.0,0.0,746.0,,,,,,,,,,,,,,,
2019-02-09 17:00:00+00:00,1327.0,144.0,32.0,338.0,65.0,180.0,0.0,725.0,,,,,,,,,,,,,,,
2019-02-09 17:30:00+00:00,1258.0,165.0,112.0,334.0,155.0,179.0,0.0,630.0,,,,,,,,,,,,,,,
2019-02-09 18:00:00+00:00,1345.0,159.0,183.0,334.0,154.0,190.0,29.0,545.0,,,,,,,,,,,,,,,
2019-02-09 18:30:00+00:00,1273.0,145.0,228.0,334.0,156.0,195.0,12.0,534.0,,,,,,,,,,,,,,,
2019-02-09 19:00:00+00:00,1335.0,124.0,272.0,336.0,197.0,195.0,12.0,430.0,,,,,,,,,,,,,,,
2019-02-09 19:30:00+00:00,1257.0,124.0,309.0,333.0,89.0,194.0,11.0,433.0,,,,,,,,,,,,,,,
2019-02-09 20:00:00+00:00,1210.0,119.0,323.0,333.0,59.0,183.0,12.0,366.0,,,,,,,,,,,,,,,
2019-02-09 20:30:00+00:00,1243.0,115.0,298.0,334.0,19.0,158.0,0.0,380.0,,,,,,,,,,,,,,,
2019-02-09 21:00:00+00:00,1190.0,139.0,375.0,337.0,27.0,159.0,0.0,338.0,,,,,,,,,,,,,,,
2019-02-09 21:30:00+00:00,1175.0,138.0,391.0,337.0,21.0,158.0,0.0,248.0,,,,,,,,,,,,,,,
2019-02-09 22:00:00+00:00,1165.0,129.0,392.0,332.0,0.0,156.0,0.0,227.0,,,,,,,,,,,,,,,
2019-02-09 22:30:00+00:00,1082.0,137.0,391.0,333.0,0.0,157.0,0.0,251.0,,,,,,,,,,,,,,,
2019-02-09 23:00:00+00:00,1064.0,136.0,392.0,334.0,0.0,158.0,0.0,243.0,,,,,,,,,,,,,,,
2019-02-09 23:30:00+00:00,1054.0,134.0,364.0,333.0,0.0,148.0,0.0,290.0,,,,,,,,,,,,,,,
2019-02-10 00:00:00+00:00,,,,,,,,,1127.0,,136.0,,204.0,,339.0,,0.0,,139.0,,0.0,,300.0
2019-02-10 00:30:00+00:00,,,,,,,,,1111.0,,158.0,,204.0,,335.0,,0.0,,137.0,,0.0,,273.0
2019-02-10 01:00:00+00:00,,,,,,,,,1150.0,,161.0,,205.0,,340.0,,0.0,,140.0,,0.0,,302.0
2019-02-10 01:30:00+00:00,,,,,,,,,1138.0,,167.0,,204.0,,332.0,,0.0,,135.0,,0.0,,419.0
2019-02-10 02:00:00+00:00,,,,,,,,,1112.0,,154.0,,205.0,,334.0,,0.0,,136.0,,0.0,,564.0
2019-02-10 02:30:00+00:00,,,,,,,,,1086.0,,159.0,,205.0,,332.0,,0.0,,136.0,,0.0,,704.0
2019-02-10 03:00:00+00:00,,,,,,,,,975.0,,158.0,,205.0,,336.0,,0.0,,137.0,,0.0,,908.0
2019-02-10 03:30:00+00:00,,,,,,,,,1028.0,,159.0,,204.0,,333.0,,0.0,,135.0,,0.0,,1002.0
2019-02-10 04:00:00+00:00,,,,,,,,,931.0,,168.0,,205.0,,340.0,,0.0,,140.0,,0.0,,1113.0
2019-02-10 04:30:00+00:00,,,,,,,,,971.0,,143.0,,204.0,,338.0,,0.0,,140.0,,0.0,,1172.0
2019-02-10 05:00:00+00:00,,,,,,,,,962.0,,148.0,,204.0,,339.0,,0.0,,138.0,,0.0,,1203.0
2019-02-10 05:30:00+00:00,,,,,,,,,988.0,,166.0,,204.0,,337.0,,0.0,,137.0,,0.0,,1302.0
2019-02-10 06:00:00+00:00,,,,,,,,,924.0,,192.0,,204.0,,338.0,,0.0,,138.0,,0.0,,1365.0
2019-02-10 06:30:00+00:00,,,,,,,,,855.0,,223.0,,204.0,,329.0,,0.0,,132.0,,0.0,,1435.0
2019-02-10 07:00:00+00:00,,,,,,,,,704.0,,211.0,,204.0,,330.0,,0.0,,134.0,,0.0,,1560.0
2019-02-10 07:30:00+00:00,,,,,,,,,433.0,,249.0,,205.0,,314.0,,0.0,,137.0,,0.0,,1795.0
2019-02-10 08:00:00+00:00,,,,,,,,,439.0,,218.0,,204.0,,273.0,,16.0,,157.0,,0.0,,1822.0
2019-02-10 08:30:00+00:00,,,,,,,,,638.0,,220.0,,204.0,,267.0,,24.0,,161.0,,0.0,,1765.0
2019-02-10 09:00:00+00:00,,,,,,,,,730.0,,229.0,,302.0,,288.0,,31.0,,161.0,,0.0,,1759.0
2019-02-10 09:30:00+00:00,,,,,,,,,765.0,,267.0,,378.0,,317.0,,30.0,,160.0,,0.0,,1801.0
2019-02-10 10:00:00+00:00,,,,,,,,,783.0,,277.0,,461.0,,330.0,,32.0,,162.0,,0.0,,1807.0
2019-02-10 10:30:00+00:00,,,,,,,,,739.0,,273.0,,455.0,,320.0,,20.0,,151.0,,0.0,,1885.0
2019-02-10 11:00:00+00:00,,,,,,,,,588.0,,246.0,,452.0,,320.0,,20.0,,156.0,,0.0,,2083.0
2019-02-10 11:30:00+00:00,,,,,,,,,583.0,,230.0,,450.0,,311.0,,20.0,,155.0,,0.0,,2173.0
2019-02-10 12:00:00+00:00,,,,,,,,,676.0,,245.0,,170.0,,316.0,,20.0,,155.0,,0.0,,2310.0
2019-02-10 12:30:00+00:00,,,,,,,,,518.0,,233.0,,165.0,,322.0,,20.0,,152.0,,0.0,,2460.0
2019-02-10 13:00:00+00:00,,,,,,,,,463.0,,221.0,,165.0,,264.0,,20.0,,155.0,,0.0,,2711.0
