Interval,UTC Time,Next Time,Time Difference
60.0,2019-06-15 21:00:00+00:00,2019-06-17 22:00:00+00:00,2 days 01:00:00
60.0,2019-06-29 21:00:00+00:00,2019-06-30 22:00:00+00:00,1 days 01:00:00
60.0,2020-08-22 21:00:00+00:00,2020-08-23 22:00:00+00:00,1 days 01:00:00
