UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-06-21 00:00:00,0,8663.0,3301.0,669.0,3660.0,222.0,202.0
2023-06-21 01:00:00,0,8242.0,3295.0,676.0,3615.0,267.0,187.0
2023-06-21 02:00:00,0,7975.0,3302.0,683.0,3294.0,300.0,192.0
2023-06-21 03:00:00,0,7152.0,3284.0,682.0,2985.0,298.0,192.0
2023-06-21 04:00:00,0,6577.0,3281.0,660.0,2414.0,315.0,193.0
2023-06-21 05:00:00,0,5431.0,3295.0,680.0,2067.0,303.0,192.0
2023-06-21 06:00:00,0,4988.0,3283.0,607.0,2019.0,276.0,189.0
2023-06-21 07:00:00,0,4506.0,3191.0,587.0,1982.0,241.0,180.0
2023-06-21 08:00:00,0,4317.0,3187.0,586.0,1970.0,217.0,186.0
2023-06-21 09:00:00,0,4401.0,3184.0,585.0,1935.0,193.0,184.0
2023-06-21 10:00:00,0,5102.0,3287.0,607.0,1786.0,168.0,191.0
2023-06-21 11:00:00,0,5691.0,3295.0,654.0,1957.0,134.0,200.0
2023-06-21 12:00:00,0,6717.0,3294.0,685.0,2581.0,81.0,224.0
2023-06-21 13:00:00,0,6944.0,3278.0,687.0,3026.0,26.0,246.0
2023-06-21 14:00:00,0,6880.0,3283.0,690.0,3041.0,14.0,261.0
2023-06-21 15:00:00,0,6881.0,3269.0,680.0,3146.0,47.0,269.0
2023-06-21 16:00:00,0,6730.0,3272.0,661.0,3127.0,151.0,277.0
2023-06-21 17:00:00,0,6943.0,3288.0,672.0,3086.0,302.0,271.0
2023-06-21 18:00:00,0,7166.0,3274.0,665.0,3115.0,367.0,267.0
2023-06-21 19:00:00,0,7139.0,3274.0,664.0,3121.0,397.0,252.0
2023-06-21 20:00:00,0,7299.0,3275.0,667.0,3020.0,394.0,244.0
2023-06-21 21:00:00,0,7960.0,3287.0,667.0,3106.0,336.0,254.0
2023-06-21 22:00:00,0,8426.0,3298.0,672.0,3171.0,329.0,239.0
2023-06-21 23:00:00,0,8470.0,3298.0,672.0,3187.0,261.0,219.0
