Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
35808,2023-02-01 00:00:00,2024-07-17 00:00:00,3.1,300.77,0,9158.0,3286.0,724.0,4001.0,15.0,186.0
35809,2023-02-01 01:00:00,2024-07-17 00:00:00,3.1,293.47,0,8373.0,3278.0,726.0,3905.0,17.0,184.0
35810,2023-02-01 02:00:00,2024-07-17 00:00:00,3.1,287.86,0,7716.0,3278.0,726.0,3727.0,39.0,181.0
35811,2023-02-01 03:00:00,2024-07-17 00:00:00,3.1,281.31,0,7114.0,3258.0,723.0,3637.0,58.0,181.0
35812,2023-02-01 04:00:00,2024-07-17 00:00:00,3.1,284.76,0,6564.0,3266.0,722.0,3022.0,35.0,184.0
35813,2023-02-01 05:00:00,2024-07-17 00:00:00,3.1,280.45,0,5823.0,3268.0,674.0,2604.0,15.0,189.0
35814,2023-02-01 06:00:00,2024-07-17 00:00:00,3.1,268.05,0,4974.0,3279.0,666.0,2442.0,24.0,191.0
35815,2023-02-01 07:00:00,2024-07-17 00:00:00,3.1,266.38,0,4832.0,3269.0,712.0,2454.0,40.0,188.0
35816,2023-02-01 08:00:00,2024-07-17 00:00:00,3.1,266.67,0,4827.0,3280.0,696.0,2392.0,51.0,190.0
35817,2023-02-01 09:00:00,2024-07-17 00:00:00,3.1,275.77,0,5147.0,3300.0,683.0,2172.0,97.0,192.0
35818,2023-02-01 10:00:00,2024-07-17 00:00:00,3.1,281.3,0,5669.0,3295.0,669.0,2233.0,201.0,190.0
35819,2023-02-01 11:00:00,2024-07-17 00:00:00,3.1,284.74,0,6454.0,3299.0,677.0,2479.0,439.0,191.0
35820,2023-02-01 12:00:00,2024-07-17 00:00:00,3.1,288.06,0,7580.0,3289.0,724.0,3193.0,488.0,187.0
35821,2023-02-01 13:00:00,2024-07-17 00:00:00,3.1,292.67,0,8646.0,3280.0,730.0,3763.0,447.0,185.0
35822,2023-02-01 14:00:00,2024-07-17 00:00:00,3.1,292.21,0,8697.0,3289.0,653.0,3852.0,308.0,189.0
35823,2023-02-01 15:00:00,2024-07-17 00:00:00,3.1,290.73,0,8105.0,3280.0,649.0,3613.0,242.0,218.0
35824,2023-02-01 16:00:00,2024-07-17 00:00:00,3.1,286.59,0,7311.0,3291.0,647.0,3026.0,517.0,244.0
35825,2023-02-01 17:00:00,2024-07-17 00:00:00,3.1,281.68,0,6832.0,3299.0,597.0,2468.0,933.0,247.0
35826,2023-02-01 18:00:00,2024-07-17 00:00:00,3.1,280.12,0,6780.0,3317.0,541.0,2056.0,1290.0,229.0
35827,2023-02-01 19:00:00,2024-07-17 00:00:00,3.1,272.82,0,6715.0,3306.0,467.0,2375.0,1238.0,236.0
35828,2023-02-01 20:00:00,2024-07-17 00:00:00,3.1,264.44,0,6586.0,3287.0,432.0,2767.0,1166.0,227.0
35829,2023-02-01 21:00:00,2024-07-17 00:00:00,3.1,281.95,0,7201.0,3309.0,624.0,2537.0,1127.0,208.0
35830,2023-02-01 22:00:00,2024-07-17 00:00:00,3.1,287.06,0,7853.0,3326.0,646.0,2983.0,850.0,187.0
35831,2023-02-01 23:00:00,2024-07-17 00:00:00,3.1,286.82,0,8535.0,3334.0,724.0,3724.0,735.0,183.0
