UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-10-11 00:00:00,0,8135.0,3220.0,24.0,4145.0,456.0,195.0
2023-10-11 01:00:00,0,7450.0,3219.0,23.0,3694.0,559.0,181.0
2023-10-11 02:00:00,0,6377.0,3221.0,24.0,3380.0,645.0,178.0
2023-10-11 03:00:00,0,5385.0,3217.0,24.0,3098.0,693.0,179.0
2023-10-11 04:00:00,0,4653.0,3227.0,24.0,2761.0,477.0,182.0
2023-10-11 05:00:00,0,4557.0,3228.0,24.0,2506.0,505.0,188.0
2023-10-11 06:00:00,0,4320.0,3222.0,24.0,2419.0,515.0,177.0
2023-10-11 07:00:00,0,4216.0,3145.0,24.0,2356.0,478.0,169.0
2023-10-11 08:00:00,0,4186.0,3145.0,23.0,2290.0,558.0,172.0
2023-10-11 09:00:00,0,4391.0,3137.0,24.0,2306.0,553.0,176.0
2023-10-11 10:00:00,0,5128.0,3245.0,24.0,2508.0,553.0,182.0
2023-10-11 11:00:00,0,6094.0,3240.0,25.0,2911.0,478.0,201.0
2023-10-11 12:00:00,0,6797.0,3237.0,24.0,3540.0,476.0,195.0
2023-10-11 13:00:00,0,6693.0,3246.0,24.0,3682.0,462.0,217.0
2023-10-11 14:00:00,0,6550.0,3251.0,24.0,3665.0,436.0,243.0
2023-10-11 15:00:00,0,6193.0,3244.0,23.0,3414.0,474.0,261.0
2023-10-11 16:00:00,0,5881.0,3250.0,23.0,3403.0,445.0,258.0
2023-10-11 17:00:00,0,5772.0,3245.0,25.0,3410.0,480.0,273.0
2023-10-11 18:00:00,0,5978.0,3243.0,24.0,3463.0,462.0,265.0
2023-10-11 19:00:00,0,6166.0,3243.0,24.0,3411.0,440.0,255.0
2023-10-11 20:00:00,0,6365.0,3238.0,25.0,3471.0,415.0,254.0
2023-10-11 21:00:00,0,6781.0,3258.0,24.0,3599.0,258.0,226.0
2023-10-11 22:00:00,0,7383.0,3266.0,24.0,3701.0,202.0,203.0
2023-10-11 23:00:00,0,8000.0,3257.0,24.0,4165.0,194.0,205.0
