UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-07-19 00:00:00,0,14786.0,3246.0,94.0,3837.0,215.0,203.0
2023-07-19 01:00:00,0,14253.0,3252.0,58.0,3560.0,178.0,199.0
2023-07-19 02:00:00,0,13721.0,3255.0,57.0,3533.0,123.0,193.0
2023-07-19 03:00:00,0,12033.0,3248.0,1.0,3280.0,149.0,197.0
2023-07-19 04:00:00,0,10971.0,3250.0,0.0,2714.0,249.0,200.0
2023-07-19 05:00:00,0,9498.0,3244.0,0.0,2430.0,256.0,200.0
2023-07-19 06:00:00,0,8465.0,3238.0,0.0,2359.0,228.0,197.0
2023-07-19 07:00:00,0,7602.0,3121.0,0.0,2210.0,293.0,192.0
2023-07-19 08:00:00,0,7225.0,3050.0,0.0,2091.0,249.0,188.0
2023-07-19 09:00:00,0,7468.0,3058.0,51.0,2112.0,204.0,181.0
2023-07-19 10:00:00,0,7572.0,3108.0,113.0,2104.0,175.0,183.0
2023-07-19 11:00:00,0,8564.0,3135.0,136.0,2381.0,153.0,193.0
2023-07-19 12:00:00,0,9274.0,3236.0,204.0,2922.0,115.0,229.0
2023-07-19 13:00:00,0,10003.0,3243.0,280.0,3030.0,91.0,253.0
2023-07-19 14:00:00,0,9983.0,3242.0,436.0,3181.0,94.0,271.0
2023-07-19 15:00:00,0,9971.0,3255.0,651.0,3215.0,73.0,299.0
2023-07-19 16:00:00,0,10343.0,3254.0,740.0,3321.0,58.0,306.0
2023-07-19 17:00:00,0,11389.0,3240.0,724.0,3426.0,46.0,308.0
2023-07-19 18:00:00,0,11110.0,3237.0,790.0,3572.0,48.0,305.0
2023-07-19 19:00:00,0,11021.0,3243.0,813.0,3504.0,80.0,302.0
2023-07-19 20:00:00,0,11287.0,3253.0,825.0,3680.0,162.0,311.0
2023-07-19 21:00:00,0,11903.0,3250.0,831.0,3844.0,244.0,304.0
2023-07-19 22:00:00,0,12749.0,3262.0,835.0,3881.0,205.0,267.0
2023-07-19 23:00:00,0,12858.0,3265.0,834.0,3819.0,109.0,238.0
