UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-06-10 00:00:00,0,7425.0,3286.0,674.0,3156.0,173.0,207.0
2023-06-10 01:00:00,0,7423.0,3283.0,676.0,3117.0,168.0,202.0
2023-06-10 02:00:00,0,7151.0,3285.0,653.0,3056.0,240.0,202.0
2023-06-10 03:00:00,0,6445.0,3278.0,119.0,3075.0,293.0,204.0
2023-06-10 04:00:00,0,5919.0,3282.0,0.0,2591.0,350.0,207.0
2023-06-10 05:00:00,0,5402.0,3282.0,0.0,2113.0,273.0,205.0
2023-06-10 06:00:00,0,5018.0,3272.0,0.0,2026.0,289.0,205.0
2023-06-10 07:00:00,0,4505.0,3280.0,0.0,1981.0,270.0,203.0
2023-06-10 08:00:00,0,4286.0,3277.0,0.0,1959.0,223.0,205.0
2023-06-10 09:00:00,0,4508.0,3289.0,0.0,1959.0,232.0,205.0
2023-06-10 10:00:00,0,4493.0,3285.0,0.0,1986.0,281.0,201.0
2023-06-10 11:00:00,0,4263.0,3262.0,0.0,2332.0,371.0,211.0
2023-06-10 12:00:00,0,4688.0,3251.0,0.0,2743.0,345.0,220.0
2023-06-10 13:00:00,0,4893.0,3234.0,0.0,2773.0,252.0,244.0
2023-06-10 14:00:00,0,5541.0,3241.0,0.0,2689.0,253.0,266.0
2023-06-10 15:00:00,0,5703.0,3210.0,0.0,2634.0,300.0,272.0
2023-06-10 16:00:00,0,5758.0,3230.0,0.0,2676.0,300.0,282.0
2023-06-10 17:00:00,0,5928.0,3239.0,0.0,2707.0,342.0,282.0
2023-06-10 18:00:00,0,6159.0,3239.0,0.0,2761.0,370.0,286.0
2023-06-10 19:00:00,0,6260.0,3239.0,0.0,2772.0,378.0,281.0
2023-06-10 20:00:00,0,6342.0,3239.0,0.0,2898.0,376.0,271.0
2023-06-10 21:00:00,0,6531.0,3246.0,0.0,2863.0,415.0,265.0
2023-06-10 22:00:00,0,7160.0,3258.0,0.0,2924.0,298.0,237.0
2023-06-10 23:00:00,0,7263.0,3261.0,0.0,2897.0,203.0,220.0
