Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
38328,2023-05-17 00:00:00,2024-07-17 00:00:00,3.1,174.29,0,6482.0,3258.0,26.0,3554.0,970.0,204.0
38329,2023-05-17 01:00:00,2024-07-17 00:00:00,3.1,175.14,0,6536.0,3261.0,45.0,3777.0,766.0,207.0
38330,2023-05-17 02:00:00,2024-07-17 00:00:00,3.1,178.9,0,6486.0,3236.0,104.0,3671.0,598.0,201.0
38331,2023-05-17 03:00:00,2024-07-17 00:00:00,3.1,174.65,0,5783.0,3199.0,117.0,3292.0,586.0,198.0
38332,2023-05-17 04:00:00,2024-07-17 00:00:00,3.1,176.07,0,5366.0,3209.0,117.0,2595.0,703.0,196.0
38333,2023-05-17 05:00:00,2024-07-17 00:00:00,3.1,180.85,0,5191.0,3260.0,119.0,2099.0,650.0,198.0
38334,2023-05-17 06:00:00,2024-07-17 00:00:00,3.1,174.85,0,4874.0,3252.0,74.0,2128.0,618.0,201.0
38335,2023-05-17 07:00:00,2024-07-17 00:00:00,3.1,167.35,0,4671.0,3232.0,7.0,2343.0,571.0,197.0
38336,2023-05-17 08:00:00,2024-07-17 00:00:00,3.1,159.71,0,4491.0,3222.0,7.0,2767.0,442.0,195.0
38337,2023-05-17 09:00:00,2024-07-17 00:00:00,3.1,161.4,0,4591.0,3216.0,7.0,2817.0,429.0,202.0
38338,2023-05-17 10:00:00,2024-07-17 00:00:00,3.1,165.52,0,4949.0,3221.0,7.0,2967.0,433.0,201.0
38339,2023-05-17 11:00:00,2024-07-17 00:00:00,3.1,163.84,0,5083.0,3213.0,7.0,3250.0,460.0,206.0
38340,2023-05-17 12:00:00,2024-07-17 00:00:00,3.1,166.21,0,5570.0,3224.0,7.0,3573.0,574.0,216.0
38341,2023-05-17 13:00:00,2024-07-17 00:00:00,3.1,173.31,0,5905.0,3202.0,6.0,3528.0,538.0,241.0
38342,2023-05-17 14:00:00,2024-07-17 00:00:00,3.1,167.25,0,5330.0,3203.0,7.0,3455.0,462.0,266.0
38343,2023-05-17 15:00:00,2024-07-17 00:00:00,3.1,165.7,0,5159.0,3206.0,7.0,3467.0,375.0,274.0
38344,2023-05-17 16:00:00,2024-07-17 00:00:00,3.1,156.14,0,4696.0,3180.0,6.0,3488.0,519.0,278.0
38345,2023-05-17 17:00:00,2024-07-17 00:00:00,3.1,153.42,0,4446.0,3186.0,7.0,3250.0,613.0,277.0
38346,2023-05-17 18:00:00,2024-07-17 00:00:00,3.1,158.79,0,4702.0,3190.0,6.0,3094.0,719.0,282.0
38347,2023-05-17 19:00:00,2024-07-17 00:00:00,3.1,166.03,0,4920.0,3203.0,7.0,2713.0,821.0,277.0
38348,2023-05-17 20:00:00,2024-07-17 00:00:00,3.1,165.33,0,4922.0,3205.0,7.0,2813.0,767.0,275.0
38349,2023-05-17 21:00:00,2024-07-17 00:00:00,3.1,167.8,0,5398.0,3211.0,7.0,3304.0,645.0,266.0
38350,2023-05-17 22:00:00,2024-07-17 00:00:00,3.1,172.2,0,5965.0,3230.0,7.0,3677.0,523.0,243.0
38351,2023-05-17 23:00:00,2024-07-17 00:00:00,3.1,177.96,0,6329.0,3235.0,9.0,3706.0,387.0,218.0
