UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-07-28 00:00:00,0,17348.0,3236.0,132.0,4308.0,272.0,184.0
2023-07-28 01:00:00,0,16929.0,3249.0,131.0,3834.0,258.0,174.0
2023-07-28 02:00:00,0,16092.0,3249.0,129.0,3511.0,299.0,174.0
2023-07-28 03:00:00,0,14720.0,3256.0,117.0,2897.0,324.0,169.0
2023-07-28 04:00:00,0,13057.0,3246.0,0.0,2895.0,381.0,251.0
2023-07-28 05:00:00,0,12097.0,3237.0,0.0,2370.0,485.0,250.0
2023-07-28 06:00:00,0,11155.0,3237.0,0.0,2295.0,550.0,243.0
2023-07-28 07:00:00,0,10676.0,3185.0,0.0,2258.0,518.0,233.0
2023-07-28 08:00:00,0,10130.0,3107.0,0.0,2171.0,460.0,228.0
2023-07-28 09:00:00,0,9905.0,3106.0,0.0,2242.0,393.0,227.0
2023-07-28 10:00:00,0,10533.0,3112.0,0.0,2271.0,365.0,225.0
2023-07-28 11:00:00,0,11341.0,3197.0,0.0,2382.0,351.0,241.0
2023-07-28 12:00:00,0,12208.0,3222.0,0.0,2871.0,296.0,269.0
2023-07-28 13:00:00,0,12571.0,3219.0,0.0,3080.0,266.0,314.0
2023-07-28 14:00:00,0,13418.0,3220.0,78.0,3062.0,294.0,266.0
2023-07-28 15:00:00,0,14271.0,3223.0,142.0,3159.0,355.0,298.0
2023-07-28 16:00:00,0,14814.0,3230.0,247.0,3178.0,435.0,317.0
2023-07-28 17:00:00,0,15804.0,3223.0,283.0,3361.0,463.0,307.0
2023-07-28 18:00:00,0,16450.0,3205.0,293.0,3677.0,444.0,312.0
2023-07-28 19:00:00,0,16976.0,3211.0,291.0,3750.0,389.0,303.0
2023-07-28 20:00:00,0,17254.0,3218.0,303.0,3787.0,402.0,296.0
2023-07-28 21:00:00,0,17319.0,3219.0,315.0,3938.0,415.0,309.0
2023-07-28 22:00:00,0,17374.0,3217.0,316.0,4344.0,449.0,296.0
2023-07-28 23:00:00,0,17777.0,3215.0,316.0,4542.0,238.0,242.0
