,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,307.1,0.0,11579.0,3221.0,24.0,3464.0,0.0,905.0,186.0
1,2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,301.58,0.0,11071.0,3219.0,24.0,3580.0,0.0,829.0,182.0
2,2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,294.64,0.0,10137.0,3214.0,11.0,3406.0,0.0,803.0,182.0
3,2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,289.18,0.0,9231.0,3239.0,7.0,3015.0,0.0,836.0,179.0
4,2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,284.76,0.0,8746.0,3249.0,5.0,2831.0,0.0,897.0,176.0
5,2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,265.38,0.0,7626.0,3234.0,4.0,3106.0,0.0,867.0,173.0
6,2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,267.35,0.0,7589.0,3187.0,0.0,3123.0,0.0,749.0,176.0
7,2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,266.6,0.0,7456.0,3185.0,4.0,3047.0,0.0,748.0,171.0
8,2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,264.43,0.0,7253.0,3104.0,0.0,3082.0,0.0,746.0,178.0
9,2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,264.59,0.0,7263.0,3093.0,4.0,3060.0,0.0,782.0,177.0
10,2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,265.25,0.0,7478.0,3163.0,4.0,3213.0,0.0,720.0,177.0
11,2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,278.39,0.0,8312.0,3225.0,4.0,3142.0,0.0,673.0,185.0
12,2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,281.1,0.0,8555.0,3219.0,4.0,3292.0,0.0,610.0,212.0
13,2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,291.02,0.0,9301.0,3222.0,0.0,3386.0,0.0,548.0,259.0
14,2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,293.52,0.0,9313.0,3219.0,13.0,3385.0,0.0,488.0,300.0
15,2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,298.87,0.0,9631.0,3233.0,58.0,3360.0,0.0,478.0,318.0
16,2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,300.48,0.0,10204.0,3254.0,9.0,3464.0,0.0,600.0,333.0
17,2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,304.66,0.0,10705.0,3267.0,13.0,3361.0,0.0,757.0,337.0
18,2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,307.12,0.0,11423.0,3250.0,26.0,3493.0,0.0,944.0,330.0
19,2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,308.45,0.0,11686.0,3247.0,0.0,3530.0,0.0,987.0,354.0
20,2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,310.15,0.0,12117.0,3244.0,25.0,3577.0,0.0,1039.0,292.0
21,2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,312.96,0.0,12635.0,3245.0,26.0,3716.0,0.0,1012.0,285.0
22,2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,316.84,0.0,13078.0,3256.0,26.0,3848.0,0.0,854.0,280.0
23,2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,316.62,0.0,12968.0,3257.0,25.0,3891.0,0.0,691.0,222.0
