Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
36528,2023-03-03 00:00:00,2024-07-17 00:00:00,3.1,275.2,0,7266.0,3193.0,670.0,3560.0,538.0,110.0
36529,2023-03-03 01:00:00,2024-07-17 00:00:00,3.1,275.76,0,7126.0,3182.0,665.0,3527.0,417.0,113.0
36530,2023-03-03 02:00:00,2024-07-17 00:00:00,3.1,278.78,0,7118.0,3177.0,682.0,3436.0,342.0,110.0
36531,2023-03-03 03:00:00,2024-07-17 00:00:00,3.1,279.6,0,6955.0,3175.0,676.0,3304.0,277.0,108.0
36532,2023-03-03 04:00:00,2024-07-17 00:00:00,3.1,273.39,0,5997.0,3199.0,659.0,2831.0,231.0,112.0
36533,2023-03-03 05:00:00,2024-07-17 00:00:00,3.1,259.27,0,5450.0,3170.0,622.0,3097.0,185.0,117.0
36534,2023-03-03 06:00:00,2024-07-17 00:00:00,3.1,244.92,0,4560.0,3091.0,604.0,2985.0,183.0,118.0
36535,2023-03-03 07:00:00,2024-07-17 00:00:00,3.1,239.66,0,4361.0,3147.0,617.0,2997.0,192.0,120.0
36536,2023-03-03 08:00:00,2024-07-17 00:00:00,3.1,245.87,0,4410.0,3082.0,604.0,2848.0,110.0,119.0
36537,2023-03-03 09:00:00,2024-07-17 00:00:00,3.1,251.08,0,4742.0,3108.0,607.0,2947.0,79.0,119.0
36538,2023-03-03 10:00:00,2024-07-17 00:00:00,3.1,255.0,0,4933.0,3071.0,602.0,2982.0,58.0,113.0
36539,2023-03-03 11:00:00,2024-07-17 00:00:00,3.1,266.96,0,5853.0,3179.0,623.0,3165.0,59.0,112.0
36540,2023-03-03 12:00:00,2024-07-17 00:00:00,3.1,273.84,0,6637.0,3181.0,671.0,3516.0,121.0,122.0
36541,2023-03-03 13:00:00,2024-07-17 00:00:00,3.1,275.11,0,6876.0,3177.0,688.0,3608.0,218.0,133.0
36542,2023-03-03 14:00:00,2024-07-17 00:00:00,3.1,269.16,0,6535.0,3179.0,621.0,3622.0,223.0,176.0
36543,2023-03-03 15:00:00,2024-07-17 00:00:00,3.1,270.2,0,6428.0,3177.0,618.0,3457.0,207.0,164.0
36544,2023-03-03 16:00:00,2024-07-17 00:00:00,3.1,260.84,0,5960.0,3178.0,618.0,3488.0,301.0,172.0
36545,2023-03-03 17:00:00,2024-07-17 00:00:00,3.1,258.23,0,5772.0,3167.0,618.0,3453.0,338.0,183.0
36546,2023-03-03 18:00:00,2024-07-17 00:00:00,3.1,260.08,0,5852.0,3143.0,613.0,3395.0,373.0,175.0
36547,2023-03-03 19:00:00,2024-07-17 00:00:00,3.1,261.12,0,6013.0,3135.0,608.0,3338.0,523.0,166.0
36548,2023-03-03 20:00:00,2024-07-17 00:00:00,3.1,267.27,0,6463.0,3136.0,609.0,3197.0,703.0,143.0
36549,2023-03-03 21:00:00,2024-07-17 00:00:00,3.1,272.58,0,6930.0,3163.0,614.0,3127.0,842.0,128.0
36550,2023-03-03 22:00:00,2024-07-17 00:00:00,3.1,271.88,0,6950.0,3178.0,667.0,3190.0,902.0,124.0
36551,2023-03-03 23:00:00,2024-07-17 00:00:00,3.1,271.26,0,7253.0,3192.0,699.0,3423.0,1009.0,119.0
