Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
37440,2023-04-10 00:00:00,2024-07-17 00:00:00,3.1,408.86,0,5434.0,0.0,316.0,3252.0,125.0,2679.0
37441,2023-04-10 01:00:00,2024-07-17 00:00:00,3.1,398.46,0,5470.0,0.0,300.0,3440.0,179.0,2571.0
37442,2023-04-10 02:00:00,2024-07-17 00:00:00,3.1,394.5,0,5151.0,0.0,312.0,3349.0,255.0,2482.0
37443,2023-04-10 03:00:00,2024-07-17 00:00:00,3.1,407.21,0,5108.0,0.0,331.0,2831.0,293.0,2349.0
37444,2023-04-10 04:00:00,2024-07-17 00:00:00,3.1,413.43,0,4625.0,0.0,310.0,2428.0,330.0,2232.0
37445,2023-04-10 05:00:00,2024-07-17 00:00:00,3.1,414.1,0,4142.0,0.0,310.0,2264.0,355.0,2192.0
37446,2023-04-10 06:00:00,2024-07-17 00:00:00,3.1,411.38,0,4086.0,0.0,312.0,2307.0,377.0,2204.0
37447,2023-04-10 07:00:00,2024-07-17 00:00:00,3.1,411.1,0,4102.0,0.0,310.0,2289.0,402.0,2200.0
37448,2023-04-10 08:00:00,2024-07-17 00:00:00,3.1,409.59,0,3971.0,0.0,301.0,2196.0,446.0,2127.0
37449,2023-04-10 09:00:00,2024-07-17 00:00:00,3.1,412.57,0,4216.0,0.0,309.0,2233.0,439.0,2189.0
37450,2023-04-10 10:00:00,2024-07-17 00:00:00,3.1,413.41,0,4724.0,0.0,325.0,2304.0,474.0,2209.0
37451,2023-04-10 11:00:00,2024-07-17 00:00:00,3.1,408.63,0,5658.0,0.0,335.0,2646.0,451.0,2198.0
37452,2023-04-10 12:00:00,2024-07-17 00:00:00,3.1,389.38,0,6150.0,0.0,337.0,3422.0,431.0,2228.0
37453,2023-04-10 13:00:00,2024-07-17 00:00:00,3.1,388.52,0,5689.0,0.0,332.0,3428.0,324.0,2237.0
37454,2023-04-10 14:00:00,2024-07-17 00:00:00,3.1,386.43,0,5040.0,0.0,327.0,3380.0,281.0,2273.0
37455,2023-04-10 15:00:00,2024-07-17 00:00:00,3.1,382.64,0,4536.0,0.0,334.0,3403.0,221.0,2265.0
37456,2023-04-10 16:00:00,2024-07-17 00:00:00,3.1,383.81,0,4406.0,0.0,313.0,3343.0,170.0,2243.0
37457,2023-04-10 17:00:00,2024-07-17 00:00:00,3.1,381.31,0,4205.0,0.0,298.0,3336.0,180.0,2245.0
37458,2023-04-10 18:00:00,2024-07-17 00:00:00,3.1,378.04,0,4075.0,0.0,296.0,3315.0,253.0,2240.0
37459,2023-04-10 19:00:00,2024-07-17 00:00:00,3.1,376.49,0,4045.0,0.0,315.0,3284.0,338.0,2239.0
37460,2023-04-10 20:00:00,2024-07-17 00:00:00,3.1,376.21,0,4026.0,0.0,292.0,3209.0,396.0,2234.0
37461,2023-04-10 21:00:00,2024-07-17 00:00:00,3.1,376.09,0,4253.0,0.0,289.0,3233.0,435.0,2219.0
37462,2023-04-10 22:00:00,2024-07-17 00:00:00,3.1,382.29,0,4959.0,0.0,295.0,3296.0,418.0,2231.0
37463,2023-04-10 23:00:00,2024-07-17 00:00:00,3.1,385.72,0,5710.0,0.0,319.0,3450.0,382.0,2222.0
