UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-02-19 00:00:00,2024-07-17 00:00:00,3.1,5.141730271203374,276.6885852031144,272.22153836836816,164.50435422420833,0.0253548490804736,0.0,6801.58564,3148.63551,659.46401,3606.61,659.88679,265.47354
2023-02-19 01:00:00,2024-07-17 00:00:00,3.1,4.22709239007359,276.2423921834389,273.6961271035745,0.0,0.0048818174306834,0.0,6722.84258,3150.17252,671.95314,3571.36066,676.40156,264.82211
2023-02-19 02:00:00,2024-07-17 00:00:00,3.1,4.22709239007359,276.2423921834389,273.6961271035745,0.0,0.0048818174306834,0.0,6515.70183,3159.28582,683.22988,3544.87845,663.46745,243.5722
2023-02-19 03:00:00,2024-07-17 00:00:00,3.1,4.22709239007359,276.2423921834389,273.6961271035745,0.0,0.0048818174306834,0.0,6240.19007,3172.76485,683.7525,3379.3893,608.67971,246.6485
2023-02-19 04:00:00,2024-07-17 00:00:00,3.1,3.829329070439724,276.0208042546434,274.30713306276834,0.0,0.0757532141651842,0.0,5917.57122,3185.22445,637.25567,3149.29625,615.65239,250.74243
2023-02-19 05:00:00,2024-07-17 00:00:00,3.1,3.829329070439724,276.0208042546434,274.30713306276834,0.0,0.0757532141651842,0.0,5379.90114,3177.51624,588.14085,2946.78548,575.99294,253.87195
2023-02-19 06:00:00,2024-07-17 00:00:00,3.1,3.829329070439724,276.0208042546434,274.30713306276834,0.0,0.0757532141651842,0.0,4996.62297,3174.47553,588.47688,2768.49523,528.18558,241.06277
2023-02-19 07:00:00,2024-07-17 00:00:00,3.1,3.5247704054060423,275.8845505369301,274.55266358183815,0.0,0.0137363375301614,0.0,4616.28446,3160.63766,557.87799,2590.59471,500.55645,254.16426
2023-02-19 08:00:00,2024-07-17 00:00:00,3.1,3.5247704054060423,275.8845505369301,274.55266358183815,0.0,0.0137363375301614,0.0,4360.77976,3166.57699,549.84314,2519.56609,480.39826,244.92881
2023-02-19 09:00:00,2024-07-17 00:00:00,3.1,3.5247704054060423,275.8845505369301,274.55266358183815,0.0,0.0137363375301614,0.0,4264.54685,3154.51988,549.17362,2495.64056,461.6496,251.28794
2023-02-19 10:00:00,2024-07-17 00:00:00,3.1,3.636951851836071,275.8016555905191,274.55579746890214,0.0796593756830633,0.0332643875282182,0.0,4286.66411,3157.11941,538.58218,2548.40922,449.11148,276.83854
2023-02-19 11:00:00,2024-07-17 00:00:00,3.1,3.636951851836071,275.8016555905191,274.55579746890214,0.0796593756830633,0.0332643875282182,0.0,4375.91738,3166.37383,498.76713,2695.4258,490.05918,256.64189
2023-02-19 12:00:00,2024-07-17 00:00:00,3.1,3.636951851836071,275.8016555905191,274.55579746890214,0.0796593756830633,0.0332643875282182,0.0,4562.57147,3166.81078,535.68228,2828.99889,585.80103,257.2589
2023-02-19 13:00:00,2024-07-17 00:00:00,3.1,4.521173431668073,277.3570880394272,274.76797935291233,103.6154319024174,0.0861893799679798,0.0,4874.48629,3166.73841,552.16332,3021.86529,658.10235,261.14285
2023-02-19 14:00:00,2024-07-17 00:00:00,3.1,4.521173431668073,277.3570880394272,274.76797935291233,103.6154319024174,0.0861893799679798,0.0,5188.06525,3150.73279,531.49134,3226.0442,705.65686,260.48635
2023-02-19 15:00:00,2024-07-17 00:00:00,3.1,4.521173431668073,277.3570880394272,274.76797935291233,103.6154319024174,0.0861893799679798,0.0,5424.40005,3154.05248,547.71117,3297.6932,747.20916,249.11914
2023-02-19 16:00:00,2024-07-17 00:00:00,3.1,4.91212300486476,277.6856590450906,273.61921866044,194.4567803396103,0.2324702077976017,0.0,5777.60426,3153.36564,554.52052,3408.51009,773.56338,246.98567
2023-02-19 17:00:00,2024-07-17 00:00:00,3.1,4.91212300486476,277.6856590450906,273.61921866044,194.4567803396103,0.2324702077976017,0.0,6185.78031,3160.89157,598.78114,3443.55644,799.08561,245.64218
