UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-01-26 00:00:00,0,8241.0,3268.0,693.0,3625.0,899.0,180.0
2023-01-26 01:00:00,0,8034.0,3280.0,618.0,3559.0,731.0,185.0
2023-01-26 02:00:00,0,7751.0,3265.0,605.0,3503.0,830.0,185.0
2023-01-26 03:00:00,0,6846.0,3252.0,601.0,3397.0,988.0,186.0
2023-01-26 04:00:00,0,5703.0,3242.0,597.0,3003.0,1118.0,183.0
2023-01-26 05:00:00,0,4697.0,3230.0,593.0,2798.0,1069.0,182.0
2023-01-26 06:00:00,0,4089.0,3226.0,567.0,2569.0,1077.0,182.0
2023-01-26 07:00:00,0,3777.0,3219.0,543.0,2420.0,1055.0,180.0
2023-01-26 08:00:00,0,3775.0,3138.0,573.0,2378.0,862.0,181.0
2023-01-26 09:00:00,0,3861.0,3148.0,511.0,2303.0,838.0,184.0
2023-01-26 10:00:00,0,4058.0,3228.0,498.0,2401.0,921.0,188.0
2023-01-26 11:00:00,0,4556.0,3238.0,523.0,2507.0,964.0,188.0
2023-01-26 12:00:00,0,5967.0,3256.0,599.0,2856.0,1015.0,187.0
2023-01-26 13:00:00,0,6852.0,3273.0,663.0,3064.0,1092.0,184.0
2023-01-26 14:00:00,0,6916.0,3266.0,659.0,3189.0,1138.0,194.0
2023-01-26 15:00:00,0,6820.0,3256.0,611.0,3559.0,1148.0,218.0
2023-01-26 16:00:00,0,7214.0,3257.0,680.0,3611.0,1103.0,202.0
2023-01-26 17:00:00,0,7043.0,3251.0,629.0,3720.0,1124.0,198.0
2023-01-26 18:00:00,0,6991.0,3256.0,626.0,3755.0,1210.0,195.0
2023-01-26 19:00:00,0,6811.0,3249.0,613.0,3775.0,1316.0,203.0
2023-01-26 20:00:00,0,6852.0,3247.0,611.0,3806.0,1260.0,200.0
2023-01-26 21:00:00,0,7006.0,3271.0,619.0,3928.0,1222.0,187.0
2023-01-26 22:00:00,0,7268.0,3279.0,693.0,3891.0,1066.0,182.0
2023-01-26 23:00:00,0,7565.0,3285.0,673.0,3945.0,908.0,183.0
