UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-05-23 00:00:00,2024-07-17 00:00:00,3.1,2.7905614338181097,288.2898808285559,283.7100007202916,435.4434824194468,0.245068665535776,0.0,6087.34924,3147.13546,597.56704,3555.79327,182.21993,265.47354
2023-05-23 01:00:00,2024-07-17 00:00:00,3.1,2.476226238254908,285.08520898213084,281.4401312927462,1.7189054200977396,0.0103660681504447,0.0,5937.68862,3148.67189,609.22653,3503.39619,182.37696,264.82211
2023-05-23 02:00:00,2024-07-17 00:00:00,3.1,2.476226238254908,285.08520898213084,281.4401312927462,1.7189054200977396,0.0103660681504447,0.0,5667.59845,3157.78653,617.09156,3439.01163,180.63114,243.5722
2023-05-23 03:00:00,2024-07-17 00:00:00,3.1,2.476226238254908,285.08520898213084,281.4401312927462,1.7189054200977396,0.0103660681504447,0.0,5358.40834,3171.26327,614.16362,3228.16401,172.04438,246.6485
2023-05-23 04:00:00,2024-07-17 00:00:00,3.1,2.57558091794377,283.9534854764096,280.8963395632844,0.8595745050020185,0.0220302013838333,0.0,5028.79719,3183.72344,571.64894,2959.6484,172.80423,250.74243
2023-05-23 05:00:00,2024-07-17 00:00:00,3.1,2.57558091794377,283.9534854764096,280.8963395632844,0.8595745050020185,0.0220302013838333,0.0,4592.12709,3176.02059,518.52928,2713.22508,174.55177,253.87195
2023-05-23 06:00:00,2024-07-17 00:00:00,3.1,2.57558091794377,283.9534854764096,280.8963395632844,0.8595745050020185,0.0220302013838333,0.0,4346.12173,3172.98295,517.65668,2510.20997,168.45346,241.06277
2023-05-23 07:00:00,2024-07-17 00:00:00,3.1,2.61360054385726,283.25412202803705,280.6875160174339,0.0,0.0468730625915435,0.0,4156.66788,3159.1491,486.49992,2320.62718,157.6338,254.16426
2023-05-23 08:00:00,2024-07-17 00:00:00,3.1,2.61360054385726,283.25412202803705,280.6875160174339,0.0,0.0468730625915435,0.0,4079.40657,3165.09761,477.27023,2268.35876,146.52167,244.92881
2023-05-23 09:00:00,2024-07-17 00:00:00,3.1,2.61360054385726,283.25412202803705,280.6875160174339,0.0,0.0468730625915435,0.0,4145.80581,3153.04414,474.45252,2288.90581,136.00952,251.28794
2023-05-23 10:00:00,2024-07-17 00:00:00,3.1,2.925744247392223,285.6092041883128,281.5379585103775,44.692638738258026,0.3420932758847084,0.0,4293.48645,3155.64502,464.38624,2390.08459,127.85017,276.83854
2023-05-23 11:00:00,2024-07-17 00:00:00,3.1,2.925744247392223,285.6092041883128,281.5379585103775,44.692638738258026,0.3420932758847084,0.0,4433.5799,3164.89637,427.9725,2579.63503,130.83648,256.64189
2023-05-23 12:00:00,2024-07-17 00:00:00,3.1,2.925744247392223,285.6092041883128,281.5379585103775,44.692638738258026,0.3420932758847084,0.0,4578.58528,3165.33333,460.82996,2760.15549,154.06535,257.2589
2023-05-23 13:00:00,2024-07-17 00:00:00,3.1,3.9424721326649856,288.27713788999995,281.5226244606307,429.3182232807168,0.6430623451918352,0.0,4785.07199,3165.25692,477.6549,2976.04637,163.89,261.14285
2023-05-23 14:00:00,2024-07-17 00:00:00,3.1,3.9424721326649856,288.27713788999995,281.5226244606307,429.3182232807168,0.6430623451918352,0.0,4949.74152,3149.25993,459.55704,3188.37779,169.78452,260.48635
2023-05-23 15:00:00,2024-07-17 00:00:00,3.1,3.9424721326649856,288.27713788999995,281.5226244606307,429.3182232807168,0.6430623451918352,0.0,5034.7518,3152.57846,478.22939,3256.30955,169.89736,249.11914
2023-05-23 16:00:00,2024-07-17 00:00:00,3.1,4.550213827266455,288.4789263589869,280.66345781925827,522.6270376394256,1.5467567513189442,0.0,5238.49541,3151.89182,490.20705,3357.10221,166.68653,246.98567
2023-05-23 17:00:00,2024-07-17 00:00:00,3.1,4.550213827266455,288.4789263589869,280.66345781925827,522.6270376394256,1.5467567513189442,0.0,5515.85397,3159.41583,533.74921,3400.03591,172.73399,245.64218
2023-05-23 18:00:00,2024-07-17 00:00:00,3.1,4.550213827266455,288.4789263589869,280.66345781925827,522.6270376394256,1.5467567513189442,0.0,5648.71904,3168.48049,530.16329,3423.04909,189.13794,250.99754
2023-05-23 19:00:00,2024-07-17 00:00:00,3.1,4.581950139740715,286.0557878328658,279.5778618400551,454.6812057877055,0.7413013364952263,0.0,5741.4656,3171.52789,545.29178,3388.17927,188.91492,260.99289
2023-05-23 20:00:00,2024-07-17 00:00:00,3.1,4.581950139740715,286.0557878328658,279.5778618400551,454.6812057877055,0.7413013364952263,0.0,5850.95257,3157.45374,551.20565,3405.25149,198.68516,261.51389
2023-05-23 21:00:00,2024-07-17 00:00:00,3.1,4.581950139740715,286.0557878328658,279.5778618400551,454.6812057877055,0.7413013364952263,0.0,5905.2838,3147.52952,555.69281,3420.71427,212.84554,255.9841
2023-05-23 22:00:00,2024-07-17 00:00:00,3.1,4.13990368916623,282.7681971736572,278.22362182946983,321.14913516549007,1.2214476978843107,0.0,5985.05661,3146.81588,572.20038,3451.83847,229.14697,280.55967
2023-05-23 23:00:00,2024-07-17 00:00:00,3.1,4.13990368916623,282.7681971736572,278.22362182946983,321.14913516549007,1.2214476978843107,0.0,6063.55914,3150.19014,599.766,3556.26394,249.24452,290.66689
2023-05-24 00:00:00,2024-07-17 00:00:00,3.1,4.13990368916623,282.7681971736572,278.22362182946983,321.14913516549007,1.2214476978843107,0.0,6056.81408,3103.28215,563.90697,3611.6885,297.10323,265.47354
2023-05-24 01:00:00,2024-07-17 00:00:00,3.1,4.221092234764867,279.5069953524677,275.67478365521987,2.084254648727378,0.0560114946544903,0.0,5914.08935,3104.80748,575.1146,3543.07226,304.41456,264.82211
2023-05-24 02:00:00,2024-07-17 00:00:00,3.1,4.221092234764867,279.5069953524677,275.67478365521987,2.084254648727378,0.0560114946544903,0.0,5635.46399,3113.96041,581.12204,3454.48161,308.42756,243.5722
2023-05-24 03:00:00,2024-07-17 00:00:00,3.1,4.221092234764867,279.5069953524677,275.67478365521987,2.084254648727378,0.0560114946544903,0.0,5289.20562,3127.37071,576.3151,3209.59896,308.19477,246.6485
2023-05-24 04:00:00,2024-07-17 00:00:00,3.1,3.9568285785514927,277.4419056188922,274.03175742644294,1.0416872077639652,0.0647000780265067,0.0,4907.10531,3139.84984,535.964,2905.73565,319.49302,250.74243
2023-05-24 05:00:00,2024-07-17 00:00:00,3.1,3.9568285785514927,277.4419056188922,274.03175742644294,1.0416872077639652,0.0647000780265067,0.0,4406.1638,3132.29691,480.66232,2631.34752,327.79417,253.87195
2023-05-24 06:00:00,2024-07-17 00:00:00,3.1,3.9568285785514927,277.4419056188922,274.03175742644294,1.0416872077639652,0.0647000780265067,0.0,4096.06844,3129.35501,479.13058,2412.28762,328.57808,241.06277
2023-05-24 07:00:00,2024-07-17 00:00:00,3.1,3.5356825914233374,275.96782067858504,273.10639699576853,0.0,0.0036454397318082,0.0,3854.5921,3115.63624,447.66806,2218.00549,321.52762,254.16426
2023-05-24 08:00:00,2024-07-17 00:00:00,3.1,3.5356825914233374,275.96782067858504,273.10639699576853,0.0,0.0036454397318082,0.0,3755.70629,3121.85111,437.787,2181.37265,320.86227,244.92881
2023-05-24 09:00:00,2024-07-17 00:00:00,3.1,3.5356825914233374,275.96782067858504,273.10639699576853,0.0,0.0036454397318082,0.0,3819.55228,3109.90257,433.79973,2229.87067,316.82478,251.28794
2023-05-24 10:00:00,2024-07-17 00:00:00,3.1,4.548623724462356,279.85898088411244,273.4273699647726,65.26709068285388,0.0063968185373602,0.0,3982.34842,3112.54863,424.01845,2360.39909,315.47226,276.83854
2023-05-24 11:00:00,2024-07-17 00:00:00,3.1,4.548623724462356,279.85898088411244,273.4273699647726,65.26709068285388,0.0063968185373602,0.0,4148.30688,3121.70424,389.45441,2577.17996,325.55688,256.64189
2023-05-24 12:00:00,2024-07-17 00:00:00,3.1,4.548623724462356,279.85898088411244,273.4273699647726,65.26709068285388,0.0063968185373602,0.0,4326.16759,3122.14235,420.1053,2783.12465,352.20434,257.2589
