Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
41760,2023-10-07 00:00:00,2024-07-17 00:00:00,3.1,276.39,0,8314.0,3194.0,20.0,3596.0,454.0,174.0
41761,2023-10-07 01:00:00,2024-07-17 00:00:00,3.1,274.54,0,8039.0,3185.0,17.0,3569.0,369.0,180.0
41762,2023-10-07 02:00:00,2024-07-17 00:00:00,3.1,274.57,0,7466.0,3215.0,20.0,3136.0,263.0,175.0
41763,2023-10-07 03:00:00,2024-07-17 00:00:00,3.1,272.51,0,6872.0,3140.0,18.0,2807.0,270.0,177.0
41764,2023-10-07 04:00:00,2024-07-17 00:00:00,3.1,261.73,0,5995.0,3112.0,17.0,2570.0,298.0,177.0
41765,2023-10-07 05:00:00,2024-07-17 00:00:00,3.1,255.24,0,5302.0,3051.0,17.0,2378.0,213.0,192.0
41766,2023-10-07 06:00:00,2024-07-17 00:00:00,3.1,247.57,0,4928.0,3032.0,18.0,2381.0,204.0,190.0
41767,2023-10-07 07:00:00,2024-07-17 00:00:00,3.1,241.12,0,4599.0,3040.0,17.0,2278.0,252.0,194.0
41768,2023-10-07 08:00:00,2024-07-17 00:00:00,3.1,237.22,0,4210.0,2938.0,20.0,2137.0,224.0,190.0
41769,2023-10-07 09:00:00,2024-07-17 00:00:00,3.1,230.96,0,4012.0,2921.0,17.0,2148.0,261.0,184.0
41770,2023-10-07 10:00:00,2024-07-17 00:00:00,3.1,229.85,0,4140.0,3001.0,16.0,2266.0,263.0,181.0
41771,2023-10-07 11:00:00,2024-07-17 00:00:00,3.1,229.18,0,4332.0,3191.0,20.0,2310.0,312.0,183.0
41772,2023-10-07 12:00:00,2024-07-17 00:00:00,3.1,230.22,0,4661.0,3204.0,19.0,2717.0,265.0,191.0
41773,2023-10-07 13:00:00,2024-07-17 00:00:00,3.1,237.68,0,5166.0,3216.0,17.0,2942.0,247.0,198.0
41774,2023-10-07 14:00:00,2024-07-17 00:00:00,3.1,243.56,0,5815.0,3211.0,19.0,3266.0,337.0,190.0
41775,2023-10-07 15:00:00,2024-07-17 00:00:00,3.1,248.29,0,6175.0,3225.0,19.0,3244.0,505.0,204.0
41776,2023-10-07 16:00:00,2024-07-17 00:00:00,3.1,251.4,0,6405.0,3234.0,21.0,3261.0,564.0,213.0
41777,2023-10-07 17:00:00,2024-07-17 00:00:00,3.1,242.24,0,6076.0,3226.0,19.0,3090.0,972.0,209.0
41778,2023-10-07 18:00:00,2024-07-17 00:00:00,3.1,240.48,0,5881.0,3234.0,21.0,2835.0,1111.0,204.0
41779,2023-10-07 19:00:00,2024-07-17 00:00:00,3.1,237.96,0,5727.0,3260.0,19.0,2712.0,1192.0,207.0
41780,2023-10-07 20:00:00,2024-07-17 00:00:00,3.1,239.76,0,5824.0,3257.0,20.0,2812.0,1090.0,207.0
41781,2023-10-07 21:00:00,2024-07-17 00:00:00,3.1,239.55,0,5880.0,3255.0,23.0,2915.0,1064.0,204.0
41782,2023-10-07 22:00:00,2024-07-17 00:00:00,3.1,240.89,0,5901.0,3254.0,20.0,2945.0,952.0,200.0
41783,2023-10-07 23:00:00,2024-07-17 00:00:00,3.1,244.11,0,5933.0,3258.0,20.0,2865.0,858.0,199.0
