Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
37128,2023-03-28 00:00:00,2024-07-17 00:00:00,3.1,311.66,0,6173.0,0.0,668.0,3606.0,104.0,2784.0
37129,2023-03-28 01:00:00,2024-07-17 00:00:00,3.1,315.32,0,6137.0,0.0,696.0,3430.0,136.0,2795.0
37130,2023-03-28 02:00:00,2024-07-17 00:00:00,3.1,313.33,0,5733.0,0.0,697.0,3441.0,123.0,2779.0
37131,2023-03-28 03:00:00,2024-07-17 00:00:00,3.1,313.57,0,5285.0,0.0,661.0,3383.0,70.0,2767.0
37132,2023-03-28 04:00:00,2024-07-17 00:00:00,3.1,315.92,0,4769.0,0.0,612.0,3218.0,46.0,2772.0
37133,2023-03-28 05:00:00,2024-07-17 00:00:00,3.1,330.48,0,4633.0,0.0,606.0,2725.0,29.0,2786.0
37134,2023-03-28 06:00:00,2024-07-17 00:00:00,3.1,331.12,0,4367.0,0.0,606.0,2642.0,59.0,2785.0
37135,2023-03-28 07:00:00,2024-07-17 00:00:00,3.1,330.41,0,4403.0,0.0,611.0,2679.0,59.0,2797.0
37136,2023-03-28 08:00:00,2024-07-17 00:00:00,3.1,332.21,0,4454.0,0.0,611.0,2614.0,82.0,2810.0
37137,2023-03-28 09:00:00,2024-07-17 00:00:00,3.1,330.91,0,4538.0,0.0,607.0,2647.0,73.0,2774.0
37138,2023-03-28 10:00:00,2024-07-17 00:00:00,3.1,330.96,0,4697.0,0.0,601.0,2661.0,55.0,2747.0
37139,2023-03-28 11:00:00,2024-07-17 00:00:00,3.1,318.7,0,5676.0,0.0,653.0,3280.0,28.0,2755.0
37140,2023-03-28 12:00:00,2024-07-17 00:00:00,3.1,316.22,0,6356.0,0.0,692.0,3533.0,16.0,2776.0
37141,2023-03-28 13:00:00,2024-07-17 00:00:00,3.1,316.97,0,6427.0,0.0,701.0,3532.0,13.0,2792.0
37142,2023-03-28 14:00:00,2024-07-17 00:00:00,3.1,315.13,0,6327.0,0.0,674.0,3588.0,8.0,2789.0
37143,2023-03-28 15:00:00,2024-07-17 00:00:00,3.1,313.14,0,5920.0,0.0,690.0,3599.0,12.0,2788.0
37144,2023-03-28 16:00:00,2024-07-17 00:00:00,3.1,313.14,0,5738.0,0.0,693.0,3541.0,22.0,2769.0
37145,2023-03-28 17:00:00,2024-07-17 00:00:00,3.1,308.36,0,5304.0,0.0,615.0,3587.0,72.0,2780.0
37146,2023-03-28 18:00:00,2024-07-17 00:00:00,3.1,308.2,0,5219.0,0.0,607.0,3534.0,116.0,2785.0
37147,2023-03-28 19:00:00,2024-07-17 00:00:00,3.1,308.38,0,5019.0,0.0,605.0,3396.0,201.0,2779.0
37148,2023-03-28 20:00:00,2024-07-17 00:00:00,3.1,307.57,0,4965.0,0.0,604.0,3289.0,312.0,2760.0
37149,2023-03-28 21:00:00,2024-07-17 00:00:00,3.1,312.73,0,5263.0,0.0,605.0,3076.0,393.0,2772.0
37150,2023-03-28 22:00:00,2024-07-17 00:00:00,3.1,315.77,0,5812.0,0.0,609.0,3103.0,340.0,2766.0
37151,2023-03-28 23:00:00,2024-07-17 00:00:00,3.1,309.79,0,6060.0,0.0,613.0,3485.0,241.0,2754.0
