Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
42144,2023-10-23 00:00:00,2024-07-17 00:00:00,3.1,233.77,0,6342.0,3228.0,25.0,3521.0,1391.0,175.0
42145,2023-10-23 01:00:00,2024-07-17 00:00:00,3.1,232.84,0,6084.0,3222.0,25.0,3369.0,1299.0,180.0
42146,2023-10-23 02:00:00,2024-07-17 00:00:00,3.1,223.78,0,5521.0,3209.0,24.0,3357.0,1208.0,181.0
42147,2023-10-23 03:00:00,2024-07-17 00:00:00,3.1,209.33,0,4643.0,3193.0,25.0,3159.0,1132.0,178.0
42148,2023-10-23 04:00:00,2024-07-17 00:00:00,3.1,217.2,0,4582.0,3216.0,24.0,2684.0,986.0,182.0
42149,2023-10-23 05:00:00,2024-07-17 00:00:00,3.1,238.16,0,4772.0,3161.0,95.0,2127.0,793.0,179.0
42150,2023-10-23 06:00:00,2024-07-17 00:00:00,3.1,240.73,0,4603.0,3158.0,104.0,1941.0,648.0,174.0
42151,2023-10-23 07:00:00,2024-07-17 00:00:00,3.1,239.72,0,4534.0,3178.0,101.0,2006.0,541.0,186.0
42152,2023-10-23 08:00:00,2024-07-17 00:00:00,3.1,242.67,0,4550.0,3179.0,101.0,1948.0,453.0,180.0
42153,2023-10-23 09:00:00,2024-07-17 00:00:00,3.1,241.29,0,4580.0,3162.0,74.0,2007.0,453.0,176.0
42154,2023-10-23 10:00:00,2024-07-17 00:00:00,3.1,255.49,0,5257.0,3172.0,98.0,2065.0,472.0,176.0
42155,2023-10-23 11:00:00,2024-07-17 00:00:00,3.1,262.81,0,6453.0,3253.0,129.0,2785.0,522.0,180.0
42156,2023-10-23 12:00:00,2024-07-17 00:00:00,3.1,267.59,0,7409.0,3250.0,161.0,3453.0,517.0,179.0
42157,2023-10-23 13:00:00,2024-07-17 00:00:00,3.1,271.23,0,7625.0,3262.0,158.0,3530.0,435.0,207.0
42158,2023-10-23 14:00:00,2024-07-17 00:00:00,3.1,263.69,0,6699.0,3249.0,114.0,3181.0,365.0,229.0
42159,2023-10-23 15:00:00,2024-07-17 00:00:00,3.1,250.46,0,5816.0,3239.0,38.0,2984.0,358.0,252.0
42160,2023-10-23 16:00:00,2024-07-17 00:00:00,3.1,247.98,0,5669.0,3237.0,25.0,3038.0,308.0,276.0
42161,2023-10-23 17:00:00,2024-07-17 00:00:00,3.1,249.14,0,5634.0,3233.0,25.0,3034.0,242.0,293.0
42162,2023-10-23 18:00:00,2024-07-17 00:00:00,3.1,254.97,0,5836.0,3237.0,25.0,2999.0,173.0,301.0
42163,2023-10-23 19:00:00,2024-07-17 00:00:00,3.1,256.5,0,5929.0,3234.0,24.0,2986.0,184.0,293.0
42164,2023-10-23 20:00:00,2024-07-17 00:00:00,3.1,259.73,0,6165.0,3241.0,24.0,3015.0,180.0,280.0
42165,2023-10-23 21:00:00,2024-07-17 00:00:00,3.1,265.64,0,6806.0,3257.0,24.0,3283.0,119.0,252.0
42166,2023-10-23 22:00:00,2024-07-17 00:00:00,3.1,275.11,0,7929.0,3255.0,24.0,3664.0,82.0,194.0
42167,2023-10-23 23:00:00,2024-07-17 00:00:00,3.1,278.76,0,8460.0,3256.0,24.0,3868.0,105.0,196.0
