UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-11-09 00:00:00,0,9375.0,3262.0,5.0,3672.0,561.0,203.0
2023-11-09 01:00:00,0,9032.0,3272.0,5.0,3511.0,691.0,193.0
2023-11-09 02:00:00,0,8939.0,3288.0,5.0,3525.0,714.0,197.0
2023-11-09 03:00:00,0,8363.0,3261.0,5.0,3246.0,837.0,201.0
2023-11-09 04:00:00,0,7348.0,3269.0,5.0,2931.0,1121.0,201.0
2023-11-09 05:00:00,0,6738.0,3267.0,5.0,2460.0,1293.0,196.0
2023-11-09 06:00:00,0,6253.0,3234.0,6.0,2509.0,1430.0,193.0
2023-11-09 07:00:00,0,6147.0,3246.0,6.0,2554.0,1460.0,194.0
2023-11-09 08:00:00,0,6032.0,3183.0,6.0,2434.0,1398.0,192.0
2023-11-09 09:00:00,0,5954.0,3167.0,5.0,2468.0,1455.0,193.0
2023-11-09 10:00:00,0,6102.0,3245.0,5.0,2507.0,1520.0,195.0
2023-11-09 11:00:00,0,6799.0,3263.0,5.0,2554.0,1571.0,201.0
2023-11-09 12:00:00,0,8042.0,3253.0,5.0,2955.0,1641.0,210.0
2023-11-09 13:00:00,0,8712.0,3245.0,6.0,3329.0,1688.0,206.0
2023-11-09 14:00:00,0,8925.0,3267.0,13.0,3317.0,1542.0,205.0
2023-11-09 15:00:00,0,9016.0,3264.0,13.0,3252.0,1408.0,205.0
2023-11-09 16:00:00,0,8908.0,3240.0,12.0,3292.0,1369.0,218.0
2023-11-09 17:00:00,0,8852.0,3247.0,6.0,3299.0,1236.0,230.0
2023-11-09 18:00:00,0,9060.0,3241.0,5.0,3323.0,1231.0,216.0
2023-11-09 19:00:00,0,8923.0,3241.0,5.0,3360.0,1324.0,223.0
2023-11-09 20:00:00,0,8657.0,3236.0,5.0,3276.0,1428.0,217.0
2023-11-09 21:00:00,0,8682.0,3242.0,5.0,3433.0,1430.0,212.0
2023-11-09 22:00:00,0,9165.0,3248.0,5.0,3640.0,1349.0,205.0
2023-11-09 23:00:00,0,9468.0,3246.0,5.0,3775.0,1358.0,201.0
