Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
39312,2023-06-27 00:00:00,2024-07-17 00:00:00,3.1,330.11,0,11188.0,3223.0,659.0,2849.0,579.0,170.0
39313,2023-06-27 01:00:00,2024-07-17 00:00:00,3.1,327.34,0,10808.0,3231.0,644.0,2884.0,481.0,171.0
39314,2023-06-27 02:00:00,2024-07-17 00:00:00,3.1,332.75,0,11151.0,3226.0,644.0,2824.0,396.0,171.0
39315,2023-06-27 03:00:00,2024-07-17 00:00:00,3.1,324.99,0,10440.0,3222.0,596.0,2643.0,633.0,173.0
39316,2023-06-27 04:00:00,2024-07-17 00:00:00,3.1,321.76,0,9399.0,3199.0,632.0,2323.0,620.0,173.0
39317,2023-06-27 05:00:00,2024-07-17 00:00:00,3.1,309.22,0,8101.0,3321.0,645.0,2112.0,618.0,175.0
39318,2023-06-27 06:00:00,2024-07-17 00:00:00,3.1,306.4,0,7585.0,3256.0,658.0,2050.0,568.0,171.0
39319,2023-06-27 07:00:00,2024-07-17 00:00:00,3.1,305.39,0,7271.0,3183.0,643.0,2010.0,496.0,164.0
39320,2023-06-27 08:00:00,2024-07-17 00:00:00,3.1,302.55,0,6923.0,3116.0,629.0,2026.0,434.0,164.0
39321,2023-06-27 09:00:00,2024-07-17 00:00:00,3.1,306.1,0,7028.0,3120.0,633.0,1971.0,386.0,163.0
39322,2023-06-27 10:00:00,2024-07-17 00:00:00,3.1,304.37,0,7262.0,3291.0,666.0,2029.0,438.0,168.0
39323,2023-06-27 11:00:00,2024-07-17 00:00:00,3.1,305.37,0,7705.0,3330.0,673.0,2311.0,384.0,184.0
39324,2023-06-27 12:00:00,2024-07-17 00:00:00,3.1,304.34,0,8382.0,3322.0,672.0,2898.0,318.0,196.0
39325,2023-06-27 13:00:00,2024-07-17 00:00:00,3.1,310.47,0,9122.0,3318.0,667.0,3016.0,338.0,205.0
39326,2023-06-27 14:00:00,2024-07-17 00:00:00,3.1,311.95,0,9458.0,3306.0,664.0,3205.0,307.0,227.0
39327,2023-06-27 15:00:00,2024-07-17 00:00:00,3.1,313.39,0,10095.0,3315.0,664.0,3511.0,309.0,237.0
39328,2023-06-27 16:00:00,2024-07-17 00:00:00,3.1,315.48,0,10283.0,3316.0,663.0,3447.0,368.0,245.0
39329,2023-06-27 17:00:00,2024-07-17 00:00:00,3.1,316.57,0,10269.0,3324.0,665.0,3375.0,358.0,246.0
39330,2023-06-27 18:00:00,2024-07-17 00:00:00,3.1,319.15,0,10436.0,3326.0,665.0,3346.0,333.0,256.0
39331,2023-06-27 19:00:00,2024-07-17 00:00:00,3.1,318.97,0,10645.0,3317.0,655.0,3427.0,389.0,258.0
39332,2023-06-27 20:00:00,2024-07-17 00:00:00,3.1,319.29,0,10724.0,3317.0,681.0,3420.0,442.0,248.0
39333,2023-06-27 21:00:00,2024-07-17 00:00:00,3.1,314.56,0,10949.0,3309.0,744.0,3962.0,432.0,255.0
39334,2023-06-27 22:00:00,2024-07-17 00:00:00,3.1,314.46,0,11087.0,3301.0,766.0,4044.0,457.0,241.0
39335,2023-06-27 23:00:00,2024-07-17 00:00:00,3.1,316.57,0,10913.0,3305.0,739.0,3751.0,458.0,233.0
