UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-09-22 00:00:00,0,9171.0,3248.0,16.0,3782.0,20.0,208.0
2023-09-22 01:00:00,0,8886.0,3245.0,16.0,3440.0,55.0,202.0
2023-09-22 02:00:00,0,7815.0,3233.0,15.0,3242.0,83.0,202.0
2023-09-22 03:00:00,0,6690.0,3232.0,14.0,2905.0,67.0,206.0
2023-09-22 04:00:00,0,5928.0,3253.0,14.0,2329.0,53.0,207.0
2023-09-22 05:00:00,0,5508.0,3272.0,14.0,2231.0,45.0,211.0
2023-09-22 06:00:00,0,5345.0,3198.0,13.0,2193.0,51.0,205.0
2023-09-22 07:00:00,0,5170.0,3143.0,14.0,2177.0,124.0,204.0
2023-09-22 08:00:00,0,5096.0,3102.0,14.0,2125.0,208.0,202.0
2023-09-22 09:00:00,0,5034.0,3104.0,14.0,2185.0,268.0,196.0
2023-09-22 10:00:00,0,5288.0,3204.0,14.0,2226.0,304.0,203.0
2023-09-22 11:00:00,0,6283.0,3251.0,15.0,2462.0,303.0,210.0
2023-09-22 12:00:00,0,6606.0,3237.0,15.0,3019.0,217.0,217.0
2023-09-22 13:00:00,0,6468.0,3234.0,15.0,3145.0,158.0,246.0
2023-09-22 14:00:00,0,6362.0,3246.0,14.0,3128.0,70.0,279.0
2023-09-22 15:00:00,0,6312.0,3257.0,14.0,3052.0,89.0,314.0
2023-09-22 16:00:00,0,6001.0,3256.0,13.0,3098.0,154.0,335.0
2023-09-22 17:00:00,0,6203.0,3265.0,54.0,3131.0,102.0,341.0
2023-09-22 18:00:00,0,6415.0,3263.0,23.0,3173.0,78.0,324.0
2023-09-22 19:00:00,0,6706.0,3258.0,14.0,3185.0,81.0,307.0
2023-09-22 20:00:00,0,6717.0,3254.0,14.0,3113.0,114.0,291.0
2023-09-22 21:00:00,0,6881.0,3262.0,30.0,3185.0,144.0,265.0
2023-09-22 22:00:00,0,7537.0,3263.0,56.0,3295.0,141.0,237.0
2023-09-22 23:00:00,0,7574.0,3270.0,13.0,3285.0,178.0,211.0
