Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
38928,2023-06-11 00:00:00,2024-07-17 00:00:00,3.1,199.24,0,7252.0,3262.0,0.0,3249.0,127.0,224.0
38929,2023-06-11 01:00:00,2024-07-17 00:00:00,3.1,199.28,0,7270.0,3278.0,0.0,3236.0,116.0,213.0
38930,2023-06-11 02:00:00,2024-07-17 00:00:00,3.1,200.56,0,7312.0,3285.0,0.0,3163.0,127.0,213.0
38931,2023-06-11 03:00:00,2024-07-17 00:00:00,3.1,192.59,0,6341.0,3278.0,0.0,2861.0,111.0,206.0
38932,2023-06-11 04:00:00,2024-07-17 00:00:00,3.1,195.87,0,6105.0,3279.0,0.0,2451.0,96.0,206.0
38933,2023-06-11 05:00:00,2024-07-17 00:00:00,3.1,196.04,0,5737.0,3280.0,0.0,2103.0,102.0,204.0
38934,2023-06-11 06:00:00,2024-07-17 00:00:00,3.1,186.91,0,5149.0,3275.0,0.0,2018.0,168.0,201.0
38935,2023-06-11 07:00:00,2024-07-17 00:00:00,3.1,177.25,0,4696.0,3255.0,0.0,2014.0,293.0,203.0
38936,2023-06-11 08:00:00,2024-07-17 00:00:00,3.1,172.43,0,4498.0,3248.0,0.0,1985.0,388.0,200.0
38937,2023-06-11 09:00:00,2024-07-17 00:00:00,3.1,169.57,0,4355.0,3254.0,0.0,2016.0,358.0,201.0
38938,2023-06-11 10:00:00,2024-07-17 00:00:00,3.1,174.12,0,4510.0,3266.0,0.0,1979.0,312.0,210.0
38939,2023-06-11 11:00:00,2024-07-17 00:00:00,3.1,171.58,0,4399.0,3250.0,0.0,1974.0,364.0,213.0
38940,2023-06-11 12:00:00,2024-07-17 00:00:00,3.1,177.38,0,4892.0,3247.0,0.0,2237.0,326.0,222.0
38941,2023-06-11 13:00:00,2024-07-17 00:00:00,3.1,182.79,0,5009.0,3261.0,0.0,2165.0,249.0,254.0
38942,2023-06-11 14:00:00,2024-07-17 00:00:00,3.1,185.52,0,5085.0,3264.0,0.0,2234.0,119.0,267.0
38943,2023-06-11 15:00:00,2024-07-17 00:00:00,3.1,186.88,0,5348.0,3262.0,0.0,2509.0,51.0,280.0
38944,2023-06-11 16:00:00,2024-07-17 00:00:00,3.1,192.54,0,5722.0,3270.0,0.0,2561.0,25.0,293.0
38945,2023-06-11 17:00:00,2024-07-17 00:00:00,3.1,201.44,0,6407.0,3294.0,0.0,2595.0,14.0,292.0
38946,2023-06-11 18:00:00,2024-07-17 00:00:00,3.1,211.05,0,7267.0,3294.0,0.0,2668.0,11.0,290.0
38947,2023-06-11 19:00:00,2024-07-17 00:00:00,3.1,211.25,0,7654.0,3291.0,0.0,2935.0,34.0,295.0
38948,2023-06-11 20:00:00,2024-07-17 00:00:00,3.1,211.51,0,7731.0,3275.0,0.0,2894.0,105.0,280.0
38949,2023-06-11 21:00:00,2024-07-17 00:00:00,3.1,209.3,0,8470.0,3283.0,0.0,3527.0,158.0,266.0
38950,2023-06-11 22:00:00,2024-07-17 00:00:00,3.1,211.59,0,8930.0,3300.0,0.0,3577.0,231.0,246.0
38951,2023-06-11 23:00:00,2024-07-17 00:00:00,3.1,210.52,0,8628.0,3294.0,0.0,3366.0,274.0,230.0
