UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-04-26 00:00:00,0,5830.0,0.0,534.0,3504.0,74.0,2794.0
2023-04-26 01:00:00,0,6041.0,0.0,529.0,3564.0,92.0,2793.0
2023-04-26 02:00:00,0,5679.0,0.0,513.0,3559.0,115.0,2799.0
2023-04-26 03:00:00,0,4780.0,0.0,511.0,3452.0,135.0,2816.0
2023-04-26 04:00:00,0,4835.0,0.0,517.0,2793.0,85.0,2867.0
2023-04-26 05:00:00,0,4725.0,0.0,528.0,2601.0,45.0,2806.0
2023-04-26 06:00:00,0,4362.0,0.0,525.0,2580.0,55.0,2793.0
2023-04-26 07:00:00,0,4691.0,0.0,528.0,2600.0,52.0,2808.0
2023-04-26 08:00:00,0,4389.0,0.0,526.0,2564.0,92.0,2770.0
2023-04-26 09:00:00,0,4770.0,0.0,525.0,2583.0,105.0,2758.0
2023-04-26 10:00:00,0,5412.0,0.0,537.0,2591.0,151.0,2819.0
2023-04-26 11:00:00,0,5801.0,0.0,543.0,2696.0,151.0,2856.0
2023-04-26 12:00:00,0,6147.0,0.0,548.0,3202.0,138.0,2866.0
2023-04-26 13:00:00,0,5538.0,0.0,598.0,3403.0,110.0,2892.0
2023-04-26 14:00:00,0,5093.0,0.0,599.0,3322.0,104.0,2881.0
2023-04-26 15:00:00,0,5130.0,0.0,670.0,3283.0,133.0,2907.0
2023-04-26 16:00:00,0,5313.0,0.0,663.0,3326.0,164.0,2914.0
2023-04-26 17:00:00,0,5360.0,0.0,645.0,3416.0,130.0,2912.0
2023-04-26 18:00:00,0,4976.0,0.0,638.0,3216.0,120.0,2917.0
2023-04-26 19:00:00,0,4490.0,0.0,592.0,3270.0,175.0,2920.0
2023-04-26 20:00:00,0,4704.0,0.0,634.0,3308.0,114.0,2921.0
2023-04-26 21:00:00,0,4665.0,0.0,588.0,3272.0,114.0,2881.0
2023-04-26 22:00:00,0,5000.0,0.0,589.0,3276.0,184.0,2867.0
2023-04-26 23:00:00,0,5223.0,0.0,588.0,3297.0,79.0,2858.0
