Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
39048,2023-06-16 00:00:00,2024-07-17 00:00:00,3.1,284.1,0,7980.0,3279.0,645.0,3710.0,427.0,193.0
39049,2023-06-16 01:00:00,2024-07-17 00:00:00,3.1,284.11,0,7969.0,3280.0,657.0,3715.0,413.0,184.0
39050,2023-06-16 02:00:00,2024-07-17 00:00:00,3.1,281.04,0,7462.0,3286.0,666.0,3462.0,458.0,184.0
39051,2023-06-16 03:00:00,2024-07-17 00:00:00,3.1,275.1,0,6597.0,3283.0,670.0,3096.0,460.0,184.0
39052,2023-06-16 04:00:00,2024-07-17 00:00:00,3.1,275.68,0,6202.0,3290.0,611.0,2630.0,464.0,185.0
39053,2023-06-16 05:00:00,2024-07-17 00:00:00,3.1,268.51,0,5418.0,3285.0,588.0,2403.0,337.0,188.0
39054,2023-06-16 06:00:00,2024-07-17 00:00:00,3.1,263.56,0,5105.0,3284.0,590.0,2464.0,225.0,187.0
39055,2023-06-16 07:00:00,2024-07-17 00:00:00,3.1,262.05,0,4872.0,3282.0,592.0,2337.0,202.0,184.0
39056,2023-06-16 08:00:00,2024-07-17 00:00:00,3.1,258.9,0,4659.0,3281.0,591.0,2319.0,168.0,188.0
39057,2023-06-16 09:00:00,2024-07-17 00:00:00,3.1,258.99,0,4659.0,3281.0,591.0,2301.0,185.0,189.0
39058,2023-06-16 10:00:00,2024-07-17 00:00:00,3.1,266.45,0,5058.0,3291.0,595.0,2396.0,98.0,187.0
39059,2023-06-16 11:00:00,2024-07-17 00:00:00,3.1,268.83,0,5420.0,3294.0,596.0,2619.0,104.0,196.0
39060,2023-06-16 12:00:00,2024-07-17 00:00:00,3.1,267.04,0,6017.0,3271.0,583.0,3223.0,160.0,204.0
39061,2023-06-16 13:00:00,2024-07-17 00:00:00,3.1,275.67,0,6517.0,3281.0,655.0,3366.0,91.0,215.0
39062,2023-06-16 14:00:00,2024-07-17 00:00:00,3.1,276.48,0,6543.0,3274.0,666.0,3443.0,40.0,233.0
39063,2023-06-16 15:00:00,2024-07-17 00:00:00,3.1,282.72,0,6935.0,3272.0,661.0,3460.0,26.0,256.0
39064,2023-06-16 16:00:00,2024-07-17 00:00:00,3.1,284.11,0,7105.0,3283.0,662.0,3522.0,26.0,266.0
39065,2023-06-16 17:00:00,2024-07-17 00:00:00,3.1,294.63,0,7548.0,3301.0,695.0,3273.0,38.0,263.0
39066,2023-06-16 18:00:00,2024-07-17 00:00:00,3.1,299.47,0,7915.0,3307.0,725.0,3267.0,54.0,255.0
39067,2023-06-16 19:00:00,2024-07-17 00:00:00,3.1,296.01,0,7879.0,3298.0,749.0,3420.0,86.0,235.0
39068,2023-06-16 20:00:00,2024-07-17 00:00:00,3.1,289.08,0,7561.0,3291.0,673.0,3487.0,58.0,215.0
39069,2023-06-16 21:00:00,2024-07-17 00:00:00,3.1,286.85,0,7567.0,3308.0,664.0,3624.0,26.0,217.0
39070,2023-06-16 22:00:00,2024-07-17 00:00:00,3.1,285.53,0,7597.0,3291.0,661.0,3722.0,32.0,210.0
39071,2023-06-16 23:00:00,2024-07-17 00:00:00,3.1,290.96,0,7678.0,3296.0,664.0,3458.0,37.0,208.0
