UTC time,hydro,wind,coal
2023-01-01 00:00:00,10.0,2.0,621.0
2023-01-01 01:00:00,10.0,0.0,620.0
2023-01-01 02:00:00,10.0,0.0,624.0
2023-01-01 03:00:00,10.0,0.0,629.0
2023-01-01 04:00:00,10.0,0.0,628.0
2023-01-01 05:00:00,10.0,0.0,630.0
2023-01-01 06:00:00,10.0,0.0,595.0
2023-01-01 07:00:00,10.0,0.0,595.0
2023-01-01 08:00:00,10.0,0.0,617.0
2023-01-01 09:00:00,10.0,0.0,618.0
2023-01-01 10:00:00,10.0,0.0,621.0
2023-01-01 11:00:00,10.0,0.0,617.0
2023-01-01 12:00:00,10.0,0.0,617.0
2023-01-01 13:00:00,10.0,0.0,615.0
2023-01-01 14:00:00,10.0,0.0,624.0
2023-01-01 15:00:00,10.0,0.0,621.0
2023-01-01 16:00:00,10.0,1.0,617.0
2023-01-01 17:00:00,10.0,4.0,617.0
2023-01-01 18:00:00,10.0,10.0,620.0
2023-01-01 19:00:00,10.0,9.0,617.0
2023-01-01 20:00:00,10.0,10.0,619.0
2023-01-01 21:00:00,10.0,13.0,618.0
2023-01-01 22:00:00,0.0,11.0,387.0
2023-01-01 23:00:00,9.0,11.0,612.0
2023-01-02 00:00:00,9.0,11.0,611.0
2023-01-02 01:00:00,9.0,16.0,608.0
2023-01-02 02:00:00,9.0,12.0,616.0
2023-01-02 03:00:00,9.0,9.0,619.0
2023-01-02 04:00:00,9.0,10.0,615.0
2023-01-02 05:00:00,9.0,6.0,614.0
2023-01-02 06:00:00,9.0,6.0,624.0
2023-01-02 07:00:00,9.0,5.0,625.0
2023-01-02 08:00:00,9.0,4.0,625.0
2023-01-02 09:00:00,9.0,2.0,618.0
2023-01-02 10:00:00,9.0,3.0,617.0
2023-01-02 11:00:00,9.0,2.0,608.0
2023-01-02 12:00:00,9.0,1.0,603.0
2023-01-02 13:00:00,9.0,1.0,604.0
2023-01-02 14:00:00,9.0,4.0,621.0
2023-01-02 15:00:00,9.0,7.0,626.0
2023-01-02 16:00:00,9.0,6.0,620.0
2023-01-02 17:00:00,9.0,9.0,625.0
