UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-06-03 00:00:00,2024-07-17 00:00:00,3.1,3.528787264689421,286.53489536607543,284.2315289159596,20.57999508226592,0.7396781064162239,8.25356,1471.61356,29831.5813,149.00905,6179.72268,0.0,5109.99994,463.84443
2023-06-03 01:00:00,2024-07-17 00:00:00,3.1,3.246185640659011,285.73607882708336,283.4564186821352,0.0,0.1077556158195734,5.07394,1390.37548,29844.57314,142.60556,5809.12144,0.0,4946.99997,463.27915
2023-06-03 02:00:00,2024-07-17 00:00:00,3.1,3.246185640659011,285.73607882708336,283.4564186821352,0.0,0.1077556158195734,0.0,1342.41621,29831.43009,134.52692,5524.84135,0.0,4784.99991,465.82201
2023-06-03 03:00:00,2024-07-17 00:00:00,3.1,3.246185640659011,285.73607882708336,283.4564186821352,0.0,0.1077556158195734,0.0,1330.83881,29818.76367,135.62915,5627.34171,0.0,4623.00015,466.78015
2023-06-03 04:00:00,2024-07-17 00:00:00,3.1,3.300028012871008,287.45014759235414,284.3330572268664,29.19861253796286,0.2378926181124101,24.72385,1323.02576,29856.91149,146.5999,6018.99094,8.0,4308.00006,466.81541
2023-06-03 05:00:00,2024-07-17 00:00:00,3.1,3.300028012871008,287.45014759235414,284.3330572268664,29.19861253796286,0.2378926181124101,58.3752,1345.22604,29801.03387,143.04623,6644.70337,704.99998,3993.99988,467.94443
2023-06-03 06:00:00,2024-07-17 00:00:00,3.1,3.300028012871008,287.45014759235414,284.3330572268664,29.19861253796286,0.2378926181124101,64.80195,1380.40263,29679.08905,139.12779,7064.56976,2368.99993,3680.99991,469.00891
2023-06-03 07:00:00,2024-07-17 00:00:00,3.1,3.9383834544320457,291.37763946486723,285.11330133806007,460.6836719863084,0.1843224829703569,72.28737,1525.6219,29628.29515,134.51421,7489.60462,4923.00001,3388.0001,470.68285
2023-06-03 08:00:00,2024-07-17 00:00:00,3.1,3.9383834544320457,291.37763946486723,285.11330133806007,460.6836719863084,0.1843224829703569,77.94858,1635.81322,29525.9672,149.67873,7798.75734,7522.00007,3095.00001,468.73009
2023-06-03 09:00:00,2024-07-17 00:00:00,3.1,3.9383834544320457,291.37763946486723,285.11330133806007,460.6836719863084,0.1843224829703569,85.36597,1717.5404,29474.13338,147.59483,7900.553,9601.00022,2802.00006,469.78487
2023-06-03 10:00:00,2024-07-17 00:00:00,3.1,4.119538695596528,293.4723830775409,285.3115790452687,634.7655121336302,0.5588787770995238,84.34984,1773.73863,29547.49675,181.62438,7777.46083,10701.0,3022.00011,470.51058
2023-06-03 11:00:00,2024-07-17 00:00:00,3.1,4.119538695596528,293.4723830775409,285.3115790452687,634.7655121336302,0.5588787770995238,79.00518,1772.72063,29593.1079,190.44651,7442.85855,11388.99968,3242.99992,468.85989
2023-06-03 12:00:00,2024-07-17 00:00:00,3.1,4.119538695596528,293.4723830775409,285.3115790452687,634.7655121336302,0.5588787770995238,69.86797,1766.91833,29684.42745,190.30427,7037.94939,11252.00032,3464.00002,468.76843
2023-06-03 13:00:00,2024-07-17 00:00:00,3.1,4.131960132599553,293.4166354434634,285.6478294910039,741.8071439878918,0.5469335565728757,75.69898,1737.21446,29628.15543,184.46224,6851.71434,10655.99987,3630.9999,470.06545
2023-06-03 14:00:00,2024-07-17 00:00:00,3.1,4.131960132599553,293.4166354434634,285.6478294910039,741.8071439878918,0.5469335565728757,83.38283,1734.99413,29530.98902,192.54564,6858.6567,9783.99983,3796.99988,469.27184
2023-06-03 15:00:00,2024-07-17 00:00:00,3.1,4.131960132599553,293.4166354434634,285.6478294910039,741.8071439878918,0.5469335565728757,69.15581,1761.96136,29580.63425,185.87632,7119.88701,8219.00016,3962.99986,471.89728
2023-06-03 16:00:00,2024-07-17 00:00:00,3.1,3.900358711983011,291.36861366226293,286.37975134646945,562.6314171070967,1.291991650573946,64.83825,1678.49936,29606.53391,181.42255,7488.86311,6259.99994,4277.00004,472.02488
2023-06-03 17:00:00,2024-07-17 00:00:00,3.1,3.900358711983011,291.36861366226293,286.37975134646945,562.6314171070967,1.291991650573946,61.49783,1702.39418,29609.60148,179.49734,8076.59579,3740.99994,4590.99992,469.25455
2023-06-03 18:00:00,2024-07-17 00:00:00,3.1,3.900358711983011,291.36861366226293,286.37975134646945,562.6314171070967,1.291991650573946,70.84106,1731.54419,29553.44619,181.23021,8402.99285,1624.99995,4906.00001,469.29357
2023-06-03 19:00:00,2024-07-17 00:00:00,3.1,3.585495360330802,288.0422502619874,284.9952148154726,41.46497374675287,0.5266810560717777,77.69986,1787.07425,29624.88006,187.23319,8600.37155,315.99999,5423.00021,468.99975
2023-06-03 20:00:00,2024-07-17 00:00:00,3.1,3.585495360330802,288.0422502619874,284.9952148154726,41.46497374675287,0.5266810560717777,68.40518,1799.19559,29619.84232,180.99146,8461.71944,0.0,5940.00012,467.37687
2023-06-03 21:00:00,2024-07-17 00:00:00,3.1,3.585495360330802,288.0422502619874,284.9952148154726,41.46497374675287,0.5266810560717777,60.55172,1759.13121,29676.95175,186.35273,8053.37334,0.0,6457.00004,467.77615
2023-06-03 22:00:00,2024-07-17 00:00:00,3.1,3.3875026668700388,286.5943498381707,284.3002821350162,20.732352753913265,0.6772378536608962,64.49036,1741.92059,29699.61584,188.19416,7374.4916,0.0,5703.99996,466.94654
2023-06-03 23:00:00,2024-07-17 00:00:00,3.1,3.3875026668700388,286.5943498381707,284.3002821350162,20.732352753913265,0.6772378536608962,66.54724,1719.11591,29713.34516,176.5546,6707.68278,0.0,5717.00021,466.54668
2023-06-04 00:00:00,2024-07-17 00:00:00,3.1,3.3875026668700388,286.5943498381707,284.3002821350162,20.732352753913265,0.6772378536608962,8.25356,1194.79346,29123.68099,137.15684,6811.84472,502.65577,4905.55946,458.10923
2023-06-04 01:00:00,2024-07-17 00:00:00,3.1,3.335901250445372,285.65768579867256,283.66859383227575,0.0,0.0245684392377915,5.07394,1083.67773,29140.38945,131.16197,6340.01224,275.71354,4953.26245,457.63944
2023-06-04 02:00:00,2024-07-17 00:00:00,3.1,3.335901250445372,285.65768579867256,283.66859383227575,0.0,0.0245684392377915,0.0,984.86267,29132.10375,124.34715,5905.54208,143.41127,5004.45096,460.26212
2023-06-04 03:00:00,2024-07-17 00:00:00,3.1,3.335901250445372,285.65768579867256,283.66859383227575,0.0,0.0245684392377915,0.0,936.33605,29127.74337,126.42294,5863.92435,0.0,5020.71601,461.08328
2023-06-04 04:00:00,2024-07-17 00:00:00,3.1,3.4348932871147086,287.32407286052745,284.4057185914622,29.61384811895994,0.0531012411963497,24.72385,890.79417,29169.60517,137.51071,6149.21251,0.0,4995.57909,461.01599
2023-06-04 05:00:00,2024-07-17 00:00:00,3.1,3.4348932871147086,287.32407286052745,284.4057185914622,29.61384811895994,0.0531012411963497,58.3752,904.02588,29115.0292,133.45891,6735.25157,488.80081,5042.42055,462.08319
2023-06-04 06:00:00,2024-07-17 00:00:00,3.1,3.4348932871147086,287.32407286052745,284.4057185914622,29.61384811895994,0.0531012411963497,64.80195,948.91057,28987.23753,129.68555,7188.31729,1829.96927,5065.77458,463.12799
2023-06-04 07:00:00,2024-07-17 00:00:00,3.1,3.941184463204863,291.3860892930296,285.0949477230847,464.8168323283661,0.0708807445411102,72.28737,1137.82442,28925.26545,124.65261,7738.16741,3889.27931,5115.60584,464.74873
2023-06-04 08:00:00,2024-07-17 00:00:00,3.1,3.941184463204863,291.3860892930296,285.0949477230847,464.8168323283661,0.0708807445411102,77.94858,1301.38221,28822.34061,139.19645,8220.47382,6195.37763,5216.08464,462.90129
2023-06-04 09:00:00,2024-07-17 00:00:00,3.1,3.941184463204863,291.3860892930296,285.0949477230847,464.8168323283661,0.0708807445411102,85.36597,1445.66068,28773.50273,138.21521,8466.46525,8422.85487,5299.68939,464.08925
