Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
35064,2023-01-01 00:00:00,2024-07-17 00:00:00,3.1,43.03,44.0,2253.0,25620.0,203.0,5093.0,0.0,11777.0,559.0
35065,2023-01-01 01:00:00,2024-07-17 00:00:00,3.1,43.58,44.0,2243.0,25066.0,203.0,5068.5,0.0,11437.0,562.0
35066,2023-01-01 02:00:00,2024-07-17 00:00:00,3.1,44.96,45.0,2306.0,24502.0,203.0,4946.25,0.0,11087.0,560.0
35067,2023-01-01 03:00:00,2024-07-17 00:00:00,3.1,44.83,45.0,2254.0,24423.0,202.0,4795.625,0.0,10718.0,560.0
35068,2023-01-01 04:00:00,2024-07-17 00:00:00,3.1,45.19,45.0,2251.0,24536.0,203.0,4779.8125,0.0,10130.0,557.0
35069,2023-01-01 05:00:00,2024-07-17 00:00:00,3.1,45.57,46.0,2257.0,24306.0,202.0,5199.90625,0.0,9717.0,559.0
35070,2023-01-01 06:00:00,2024-07-17 00:00:00,3.1,47.12,47.0,2439.0,24405.0,202.0,5762.453125,0.0,9697.0,559.0
35071,2023-01-01 07:00:00,2024-07-17 00:00:00,3.1,47.56,47.0,2479.0,24604.0,203.0,6254.2265625,271.0,9141.0,557.0
35072,2023-01-01 08:00:00,2024-07-17 00:00:00,3.1,48.1,49.0,2543.0,23722.0,203.0,6333.11328125,867.0,10077.0,559.0
35073,2023-01-01 09:00:00,2024-07-17 00:00:00,3.1,48.22,49.0,2551.0,23949.0,204.0,6370.056640625,1962.0,9694.0,556.0
35074,2023-01-01 10:00:00,2024-07-17 00:00:00,3.1,49.84,49.0,2745.0,24684.0,204.0,6373.0283203125,2858.0,9151.0,552.0
35075,2023-01-01 11:00:00,2024-07-17 00:00:00,3.1,51.99,49.0,2905.0,24917.0,200.0,6296.01416015625,3349.0,8050.0,541.0
35076,2023-01-01 12:00:00,2024-07-17 00:00:00,3.1,51.56,49.0,2913.0,26259.0,200.0,6091.007080078125,3131.0,7484.0,540.0
35077,2023-01-01 13:00:00,2024-07-17 00:00:00,3.1,49.7,49.0,2824.0,27838.0,200.0,6056.003540039063,2394.0,7309.0,544.0
35078,2023-01-01 14:00:00,2024-07-17 00:00:00,3.1,48.76,49.0,2823.0,29005.0,200.0,6033.001770019531,1460.0,7442.0,542.0
35079,2023-01-01 15:00:00,2024-07-17 00:00:00,3.1,47.33,49.0,2822.0,30156.0,200.0,6298.000885009766,548.0,8058.0,541.0
35080,2023-01-01 16:00:00,2024-07-17 00:00:00,3.1,43.88,50.0,2638.0,30884.0,200.0,6976.000442504883,206.0,9553.0,539.0
35081,2023-01-01 17:00:00,2024-07-17 00:00:00,3.1,40.51,51.0,2475.0,32138.0,200.0,7688.500221252441,189.0,11352.0,546.0
35082,2023-01-01 18:00:00,2024-07-17 00:00:00,3.1,39.63,52.0,2455.0,32531.0,200.0,7721.750110626221,0.0,12274.0,540.0
35083,2023-01-01 19:00:00,2024-07-17 00:00:00,3.1,40.0,54.0,2516.0,32811.0,200.0,7329.87505531311,0.0,12555.0,547.0
35084,2023-01-01 20:00:00,2024-07-17 00:00:00,3.1,39.69,55.0,2454.0,33051.0,200.0,6750.937527656555,0.0,12303.0,548.0
35085,2023-01-01 21:00:00,2024-07-17 00:00:00,3.1,39.73,56.0,2440.0,33408.0,200.0,6329.468763828278,0.0,11955.0,553.0
35086,2023-01-01 22:00:00,2024-07-17 00:00:00,3.1,40.28,56.0,2442.0,33164.0,200.0,5889.234381914139,0.0,11448.0,554.0
35087,2023-01-01 23:00:00,2024-07-17 00:00:00,3.1,41.78,56.0,2589.0,33419.0,200.0,5407.411460638046,0.0,10994.0,554.0
