Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
39456,2023-07-03 00:00:00,2024-07-17 00:00:00,3.1,27.74,21.0,588.0,30973.0,326.0,4908.0,0.0,4605.0,453.0
39457,2023-07-03 01:00:00,2024-07-17 00:00:00,3.1,27.92,21.0,588.0,30896.0,326.0,4777.0,0.0,4287.0,456.0
39458,2023-07-03 02:00:00,2024-07-17 00:00:00,3.1,27.97,21.0,587.0,31248.0,327.0,4743.0,0.0,3812.0,452.0
39459,2023-07-03 03:00:00,2024-07-17 00:00:00,3.1,27.82,21.0,597.0,32206.0,327.0,5138.0,217.0,3674.0,450.0
39460,2023-07-03 04:00:00,2024-07-17 00:00:00,3.1,25.9,21.0,548.0,33267.0,250.0,5691.0,372.0,3536.0,450.0
39461,2023-07-03 05:00:00,2024-07-17 00:00:00,3.1,24.2,21.0,511.0,33968.0,137.0,6474.0,1118.0,3118.0,453.0
39462,2023-07-03 06:00:00,2024-07-17 00:00:00,3.1,25.0,20.0,525.0,34290.0,137.0,6219.0,2863.0,3087.0,451.0
39463,2023-07-03 07:00:00,2024-07-17 00:00:00,3.1,25.75,20.0,528.0,34129.0,137.0,6022.0,5096.0,3816.0,449.0
39464,2023-07-03 08:00:00,2024-07-17 00:00:00,3.1,26.45,19.0,546.0,34123.0,137.0,5428.0,6863.0,4282.0,451.0
39465,2023-07-03 09:00:00,2024-07-17 00:00:00,3.1,26.75,19.0,553.0,34226.0,137.0,5169.0,8049.0,4727.0,443.0
39466,2023-07-03 10:00:00,2024-07-17 00:00:00,3.1,26.99,19.0,552.0,33522.0,137.0,4757.0,8770.0,5400.0,440.0
39467,2023-07-03 11:00:00,2024-07-17 00:00:00,3.1,27.01,18.0,545.0,33293.0,137.0,4691.0,9416.0,6085.0,444.0
39468,2023-07-03 12:00:00,2024-07-17 00:00:00,3.1,27.06,17.0,537.0,32797.0,137.0,4621.0,9554.0,6344.0,449.0
39469,2023-07-03 13:00:00,2024-07-17 00:00:00,3.1,27.04,17.0,528.0,32302.0,136.0,4518.0,9436.0,6516.0,453.0
39470,2023-07-03 14:00:00,2024-07-17 00:00:00,3.1,27.05,16.0,573.0,32207.0,136.0,4599.0,8605.0,6927.0,457.0
39471,2023-07-03 15:00:00,2024-07-17 00:00:00,3.1,29.38,16.0,915.0,32562.0,136.0,4894.0,7158.0,7116.0,461.0
39472,2023-07-03 16:00:00,2024-07-17 00:00:00,3.1,35.18,15.0,1700.0,33443.0,136.0,6051.0,5193.0,6911.0,464.0
39473,2023-07-03 17:00:00,2024-07-17 00:00:00,3.1,38.86,15.0,2207.0,33771.0,136.0,6764.0,2869.0,6741.0,458.0
39474,2023-07-03 18:00:00,2024-07-17 00:00:00,3.1,41.69,14.0,2504.0,33593.0,136.0,7214.0,1043.0,5882.0,456.0
39475,2023-07-03 19:00:00,2024-07-17 00:00:00,3.1,45.7,14.0,2918.0,33692.0,136.0,7498.0,346.0,5091.0,463.0
39476,2023-07-03 20:00:00,2024-07-17 00:00:00,3.1,44.78,14.0,2776.0,33727.0,137.0,7348.0,219.0,4676.0,466.0
39477,2023-07-03 21:00:00,2024-07-17 00:00:00,3.1,44.03,14.0,2653.0,33761.0,137.0,6933.0,0.0,4373.0,470.0
39478,2023-07-03 22:00:00,2024-07-17 00:00:00,3.1,41.29,14.0,2283.0,33382.0,137.0,6056.0,0.0,4148.0,474.0
39479,2023-07-03 23:00:00,2024-07-17 00:00:00,3.1,32.44,13.0,1347.0,33162.0,136.0,5369.0,0.0,3833.0,479.0
