datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-06 00:00:00,2.7522409214359382,289.0405376220276,282.1266627872744,99.0695876834232,0.5649630859312873,1363.77927,80.5166,59.47426,380.78099,10526.18958,2769.04002
2023-08-06 01:00:00,2.7522409214359382,289.0405376220276,282.1266627872744,99.0695876834232,0.5649630859312873,1351.26568,74.52537,59.61521,384.67511,5663.26974,3059.00006
2023-08-06 02:00:00,2.7522409214359382,289.0405376220276,282.1266627872744,99.0695876834232,0.5649630859312873,1357.88482,65.74816,58.85828,381.97706,1082.94003,3305.63993
2023-08-06 03:00:00,2.7522409214359382,289.0405376220276,282.1266627872744,99.0695876834232,0.5649630859312873,1357.81787,67.09598,59.54408,378.30777,0.01,3504.49998
2023-08-06 04:00:00,2.233944342039412,287.5724843997656,281.9335727039612,99.0695876834232,0.5649630859312873,1366.9985,67.17648,59.82207,381.83484,0.0,3602.11003
2023-08-06 05:00:00,2.233944342039412,287.5724843997656,281.9335727039612,99.0695876834232,0.5649630859312873,1360.17677,59.35296,59.68361,378.67607,0.0,3621.84988
2023-08-06 06:00:00,2.233944342039412,287.5724843997656,281.9335727039612,99.0695876834232,0.5649630859312873,1362.26694,52.90375,59.19581,377.21321,0.0,3567.25996
2023-08-06 07:00:00,1.8010036456912757,286.6823388826317,281.657149128851,49.53794048304731,0.8636904516834909,1357.44383,44.2508,58.77743,378.27794,0.0,3533.91008
2023-08-06 08:00:00,1.8010036456912757,286.6823388826317,281.657149128851,49.53794048304731,0.8636904516834909,1366.86607,39.85642,58.72913,383.67319,0.0,3362.03009
2023-08-06 09:00:00,1.8010036456912757,286.6823388826317,281.657149128851,49.53794048304731,0.8636904516834909,1374.85683,35.14201,60.11611,385.90565,0.0,3168.29003
2023-08-06 10:00:00,1.6560605470116752,286.0002157830251,281.3362351268839,0.0,0.9623276454212052,1375.29314,34.00691,60.83711,386.20938,0.0,2947.66009
2023-08-06 11:00:00,1.6560605470116752,286.0002157830251,281.3362351268839,0.0,0.9623276454212052,1373.35238,34.1961,59.65115,383.91679,0.0,2702.53994
2023-08-06 12:00:00,1.6560605470116752,286.0002157830251,281.3362351268839,0.0,0.9623276454212052,1366.38071,33.84338,59.79341,384.59121,0.21,2422.38001
2023-08-06 13:00:00,1.7959914515023052,289.6778817841741,281.7987684010263,0.0272953593232308,1.0265115493642036,1365.27249,35.0487,59.66385,381.79358,1387.67001,2089.36993
2023-08-06 14:00:00,1.7959914515023052,289.6778817841741,281.7987684010263,0.0272953593232308,1.0265115493642036,1365.5427,34.92684,58.94584,389.23748,6374.7598,1692.89995
2023-08-06 15:00:00,1.7959914515023052,289.6778817841741,281.7987684010263,0.0272953593232308,1.0265115493642036,1368.09149,38.85442,59.82184,389.8606,11021.64038,1277.92
2023-08-06 16:00:00,2.5643124388921423,293.4584137453631,280.831418756482,130.61724323219198,1.2127114901024054,1369.97773,42.23574,60.01121,390.74435,12681.98962,947.28
