UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind
2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,1535.0,81.0,53.0,365.0,46.0,111.0
2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,1538.0,83.0,53.0,365.0,30.0,122.0
2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,1539.0,82.0,52.0,360.0,1.0,197.0
2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,1510.0,75.0,54.0,367.0,0.0,265.0
2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,1530.0,77.0,54.0,359.0,0.0,335.0
2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,1544.0,76.0,53.0,364.0,0.0,359.0
2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,1523.0,52.0,51.0,361.0,0.0,332.0
2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,1351.0,25.0,52.0,362.0,0.0,218.0
2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,1324.0,12.0,51.0,362.0,0.0,167.0
2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,1483.0,14.0,51.0,364.0,0.0,186.0
2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,1518.0,12.0,51.0,359.0,0.0,152.0
2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,1522.0,13.0,52.0,362.0,0.0,308.0
2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,1522.0,23.0,53.0,362.0,0.0,263.0
2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,1522.0,36.0,54.0,362.0,0.0,249.0
2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,1522.0,43.0,54.0,363.0,4.0,165.0
2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,1544.0,41.0,52.0,363.0,51.0,272.0
2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,1545.0,42.0,54.0,361.0,84.0,349.0
2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,1542.0,41.0,56.0,364.0,83.0,235.0
2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,1542.0,41.0,55.0,363.0,85.0,116.0
2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,1542.0,68.0,54.0,363.0,75.0,101.0
2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,1540.0,76.0,52.0,365.0,84.0,107.0
2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,1540.0,77.0,53.0,364.0,85.0,174.0
2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,1540.0,77.0,52.0,363.0,45.0,198.0
2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,1537.0,98.0,54.0,365.0,14.0,215.0
