,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-22 00:00:00,2023-08-23 19:34:33,3.0,540.49,1465.0,17.0,54.0,361.0,35.0,398.0
1,2023-08-22 01:00:00,2023-08-23 19:34:33,3.0,565.95,1461.0,27.0,54.0,361.0,4.0,317.0
2,2023-08-22 02:00:00,2023-08-23 19:34:33,3.0,564.67,1461.0,25.0,53.0,357.0,1.0,329.0
3,2023-08-22 03:00:00,2023-08-23 19:34:33,3.0,546.62,1473.0,28.0,54.0,360.0,0.0,408.0
4,2023-08-22 04:00:00,2023-08-23 19:34:33,3.0,568.74,1490.0,21.0,57.0,362.0,0.0,323.0
5,2023-08-22 05:00:00,2023-08-23 19:34:33,3.0,589.29,1488.0,11.0,58.0,363.0,0.0,243.0
6,2023-08-22 06:00:00,2023-08-23 19:34:33,3.0,579.25,1503.0,21.0,59.0,358.0,0.0,291.0
7,2023-08-22 07:00:00,2023-08-23 19:34:33,3.0,594.86,1492.0,16.0,58.0,363.0,0.0,223.0
8,2023-08-22 08:00:00,2023-08-23 19:34:33,3.0,645.59,1484.0,19.0,58.0,361.0,0.0,50.0
9,2023-08-22 09:00:00,2023-08-23 19:34:33,3.0,615.09,1486.0,15.0,58.0,358.0,0.0,154.0
10,2023-08-22 10:00:00,2023-08-23 19:34:33,3.0,589.43,1487.0,16.0,58.0,353.0,0.0,251.0
11,2023-08-22 11:00:00,2023-08-23 19:34:33,3.0,575.11,1486.0,15.0,59.0,362.0,0.0,297.0
12,2023-08-22 12:00:00,2023-08-23 19:34:33,3.0,571.77,1490.0,15.0,59.0,362.0,0.0,312.0
13,2023-08-22 13:00:00,2023-08-23 19:34:33,3.0,565.13,1487.0,17.0,58.0,361.0,0.0,338.0
14,2023-08-22 14:00:00,2023-08-23 19:34:33,3.0,572.14,1486.0,16.0,59.0,360.0,7.0,304.0
15,2023-08-22 15:00:00,2023-08-23 19:34:33,3.0,592.92,1492.0,17.0,58.0,363.0,17.0,214.0
16,2023-08-22 16:00:00,2023-08-23 19:34:33,3.0,587.27,1483.0,19.0,59.0,359.0,64.0,191.0
17,2023-08-22 17:00:00,2023-08-23 19:34:33,3.0,556.72,1381.0,17.0,57.0,353.0,43.0,289.0
18,2023-08-22 18:00:00,2023-08-23 19:34:33,3.0,542.47,1370.0,19.0,54.0,352.0,46.0,338.0
19,2023-08-22 19:00:00,2023-08-23 19:34:33,3.0,560.0,1369.0,22.0,53.0,351.0,40.0,274.0
20,2023-08-22 20:00:00,2023-08-23 19:34:33,3.0,582.72,1365.0,23.0,50.0,355.0,55.0,170.0
21,2023-08-22 21:00:00,2023-08-23 19:34:33,3.0,574.46,1366.0,24.0,49.0,350.0,61.0,199.0
22,2023-08-22 22:00:00,2023-08-23 19:34:33,3.0,590.91,1456.0,19.0,49.0,363.0,51.0,174.0
23,2023-08-22 23:00:00,2023-08-23 19:34:33,3.0,586.66,1471.0,30.0,49.0,366.0,53.0,189.0
