,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-09-09 00:00:00,2023-09-11 16:15:59,3.0,520.64,1533.0,86.0,54.0,366.0,13.0,289.0
1,2023-09-09 01:00:00,2023-09-11 16:15:59,3.0,529.76,1528.0,77.0,55.0,362.0,4.0,262.0
2,2023-09-09 02:00:00,2023-09-11 16:15:59,3.0,547.56,1517.0,119.0,54.0,365.0,0.0,171.0
3,2023-09-09 03:00:00,2023-09-11 16:15:59,3.0,561.98,1530.0,81.0,52.0,365.0,0.0,132.0
4,2023-09-09 04:00:00,2023-09-11 16:15:59,3.0,572.35,1534.0,77.0,54.0,361.0,0.0,99.0
5,2023-09-09 05:00:00,2023-09-11 16:15:59,3.0,563.53,1532.0,75.0,55.0,367.0,0.0,126.0
6,2023-09-09 06:00:00,2023-09-11 16:15:59,3.0,553.95,1520.0,76.0,53.0,364.0,0.0,162.0
7,2023-09-09 07:00:00,2023-09-11 16:15:59,3.0,533.34,1527.0,72.0,54.0,366.0,0.0,248.0
8,2023-09-09 08:00:00,2023-09-11 16:15:59,3.0,534.46,1520.0,51.0,53.0,365.0,0.0,248.0
9,2023-09-09 09:00:00,2023-09-11 16:15:59,3.0,539.97,1505.0,44.0,54.0,366.0,0.0,220.0
10,2023-09-09 10:00:00,2023-09-11 16:15:59,3.0,545.36,1515.0,38.0,55.0,363.0,0.0,207.0
11,2023-09-09 11:00:00,2023-09-11 16:15:59,3.0,547.86,1516.0,41.0,53.0,367.0,0.0,193.0
12,2023-09-09 12:00:00,2023-09-11 16:15:59,3.0,550.27,1513.0,42.0,53.0,363.0,0.0,186.0
13,2023-09-09 13:00:00,2023-09-11 16:15:59,3.0,552.4,1509.0,41.0,55.0,362.0,1.0,176.0
14,2023-09-09 14:00:00,2023-09-11 16:15:59,3.0,552.94,1497.0,43.0,54.0,365.0,15.0,152.0
15,2023-09-09 15:00:00,2023-09-11 16:15:59,3.0,563.17,1526.0,27.0,54.0,362.0,50.0,97.0
16,2023-09-09 16:00:00,2023-09-11 16:15:59,3.0,566.35,1524.0,39.0,55.0,358.0,75.0,59.0
17,2023-09-09 17:00:00,2023-09-11 16:15:59,3.0,567.43,1521.0,43.0,57.0,363.0,83.0,39.0
18,2023-09-09 18:00:00,2023-09-11 16:15:59,3.0,574.7,1524.0,42.0,56.0,365.0,69.0,26.0
19,2023-09-09 19:00:00,2023-09-11 16:15:59,3.0,577.45,1526.0,42.0,55.0,360.0,68.0,23.0
20,2023-09-09 20:00:00,2023-09-11 16:15:59,3.0,580.03,1523.0,70.0,54.0,343.0,63.0,25.0
21,2023-09-09 21:00:00,2023-09-11 16:15:59,3.0,585.95,1526.0,77.0,55.0,323.0,61.0,24.0
22,2023-09-09 22:00:00,2023-09-11 16:15:59,3.0,582.7,1525.0,82.0,53.0,323.0,66.0,29.0
23,2023-09-09 23:00:00,2023-09-11 16:15:59,3.0,586.16,1529.0,81.0,54.0,323.0,52.0,32.0
