,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-26 00:00:00,2023-08-28 00:48:23,3.0,531.85,1507.0,40.0,52.0,355.0,82.0,185.0
1,2023-08-26 01:00:00,2023-08-28 00:48:23,3.0,535.04,1505.0,30.0,52.0,352.0,49.0,210.0
2,2023-08-26 02:00:00,2023-08-28 00:48:23,3.0,532.14,1504.0,31.0,53.0,353.0,8.0,261.0
3,2023-08-26 03:00:00,2023-08-28 00:48:23,3.0,517.33,1507.0,24.0,56.0,354.0,0.0,334.0
4,2023-08-26 04:00:00,2023-08-28 00:48:23,3.0,498.12,1507.0,17.0,59.0,357.0,0.0,420.0
5,2023-08-26 05:00:00,2023-08-28 00:48:23,3.0,503.92,1507.0,24.0,59.0,354.0,0.0,394.0
6,2023-08-26 06:00:00,2023-08-28 00:48:23,3.0,498.65,1506.0,24.0,60.0,356.0,0.0,416.0
7,2023-08-26 07:00:00,2023-08-28 00:48:23,3.0,498.28,1508.0,20.0,59.0,356.0,0.0,420.0
8,2023-08-26 08:00:00,2023-08-28 00:48:23,3.0,497.45,1493.0,31.0,60.0,355.0,0.0,414.0
9,2023-08-26 09:00:00,2023-08-28 00:48:23,3.0,500.0,1503.0,34.0,57.0,356.0,0.0,406.0
10,2023-08-26 10:00:00,2023-08-28 00:48:23,3.0,494.51,1508.0,20.0,59.0,355.0,0.0,439.0
11,2023-08-26 11:00:00,2023-08-28 00:48:23,3.0,496.43,1505.0,13.0,59.0,354.0,0.0,431.0
12,2023-08-26 12:00:00,2023-08-28 00:48:23,3.0,497.07,1507.0,13.0,59.0,355.0,0.0,428.0
13,2023-08-26 13:00:00,2023-08-28 00:48:23,3.0,495.43,1505.0,20.0,59.0,356.0,0.0,432.0
14,2023-08-26 14:00:00,2023-08-28 00:48:23,3.0,487.83,1506.0,27.0,58.0,356.0,31.0,437.0
15,2023-08-26 15:00:00,2023-08-28 00:48:23,3.0,529.25,1504.0,14.0,58.0,356.0,75.0,207.0
16,2023-08-26 16:00:00,2023-08-28 00:48:23,3.0,546.62,1494.0,14.0,57.0,357.0,90.0,117.0
17,2023-08-26 17:00:00,2023-08-28 00:48:23,3.0,529.88,1483.0,19.0,57.0,355.0,92.0,178.0
18,2023-08-26 18:00:00,2023-08-28 00:48:23,3.0,534.16,1480.0,22.0,54.0,350.0,92.0,164.0
19,2023-08-26 19:00:00,2023-08-28 00:48:23,3.0,534.92,1480.0,25.0,50.0,353.0,89.0,161.0
20,2023-08-26 20:00:00,2023-08-28 00:48:23,3.0,504.31,1398.0,28.0,48.0,358.0,89.0,245.0
21,2023-08-26 21:00:00,2023-08-28 00:48:23,3.0,448.09,1008.0,41.0,48.0,349.0,89.0,252.0
22,2023-08-26 22:00:00,2023-08-28 00:48:23,3.0,411.5,786.0,40.0,46.0,354.0,88.0,219.0
23,2023-08-26 23:00:00,2023-08-28 00:48:23,3.0,425.9,779.0,38.0,45.0,351.0,70.0,183.0
