,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-09-05 00:00:00,2023-09-08 17:38:55,3.0,368.35,863.0,21.0,52.0,362.0,9.0,552.0
1,2023-09-05 01:00:00,2023-09-08 17:38:55,3.0,396.09,952.0,29.0,50.0,360.0,1.0,513.0
2,2023-09-05 02:00:00,2023-09-08 17:38:55,3.0,417.31,1061.0,43.0,51.0,361.0,1.0,503.0
3,2023-09-05 03:00:00,2023-09-08 17:38:55,3.0,429.16,1145.0,35.0,53.0,360.0,0.0,515.0
4,2023-09-05 04:00:00,2023-09-08 17:38:55,3.0,455.89,1314.0,31.0,52.0,363.0,0.0,502.0
5,2023-09-05 05:00:00,2023-09-08 17:38:55,3.0,473.05,1337.0,20.0,54.0,364.0,0.0,435.0
6,2023-09-05 06:00:00,2023-09-08 17:38:55,3.0,487.84,1375.0,23.0,51.0,364.0,0.0,389.0
7,2023-09-05 07:00:00,2023-09-08 17:38:55,3.0,511.16,1482.0,18.0,51.0,365.0,0.0,341.0
8,2023-09-05 08:00:00,2023-09-08 17:38:55,3.0,537.84,1489.0,17.0,52.0,367.0,0.0,230.0
9,2023-09-05 09:00:00,2023-09-08 17:38:55,3.0,546.56,1437.0,18.0,52.0,364.0,0.0,178.0
10,2023-09-05 10:00:00,2023-09-08 17:38:55,3.0,551.32,1491.0,18.0,51.0,369.0,0.0,176.0
11,2023-09-05 11:00:00,2023-09-08 17:38:55,3.0,542.37,1492.0,16.0,50.0,369.0,0.0,212.0
12,2023-09-05 12:00:00,2023-09-08 17:38:55,3.0,546.47,1471.0,23.0,48.0,366.0,0.0,189.0
13,2023-09-05 13:00:00,2023-09-08 17:38:55,3.0,561.96,1477.0,34.0,50.0,366.0,0.0,129.0
14,2023-09-05 14:00:00,2023-09-08 17:38:55,3.0,579.02,1470.0,71.0,53.0,365.0,2.0,51.0
15,2023-09-05 15:00:00,2023-09-08 17:38:55,3.0,586.3,1467.0,83.0,52.0,355.0,10.0,23.0
16,2023-09-05 16:00:00,2023-09-08 17:38:55,3.0,582.33,1468.0,47.0,52.0,360.0,38.0,17.0
17,2023-09-05 17:00:00,2023-09-08 17:38:55,3.0,575.69,1468.0,43.0,53.0,362.0,62.0,15.0
18,2023-09-05 18:00:00,2023-09-08 17:38:55,3.0,569.65,1471.0,73.0,52.0,357.0,71.0,23.0
19,2023-09-05 19:00:00,2023-09-08 17:38:55,3.0,568.01,1471.0,83.0,50.0,355.0,74.0,25.0
20,2023-09-05 20:00:00,2023-09-08 17:38:55,3.0,565.39,1475.0,82.0,51.0,359.0,76.0,30.0
21,2023-09-05 21:00:00,2023-09-08 17:38:55,3.0,562.87,1475.0,82.0,52.0,357.0,76.0,41.0
22,2023-09-05 22:00:00,2023-09-08 17:38:55,3.0,560.75,1479.0,82.0,53.0,356.0,77.0,50.0
23,2023-09-05 23:00:00,2023-09-08 17:38:55,3.0,560.89,1475.0,83.0,52.0,360.0,59.0,62.0
