,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-19 00:00:00,2023-08-20 22:01:18,3.0,517.99,1467.0,36.0,38.0,352.0,18.0,522.0
1,2023-08-19 01:00:00,2023-08-20 22:01:18,3.0,531.37,1470.0,28.0,41.0,357.0,9.0,466.0
2,2023-08-19 02:00:00,2023-08-20 22:01:18,3.0,514.83,1470.0,27.0,43.0,357.0,3.0,550.0
3,2023-08-19 03:00:00,2023-08-20 22:01:18,3.0,503.58,1468.0,36.0,46.0,353.0,0.0,612.0
4,2023-08-19 04:00:00,2023-08-20 22:01:18,3.0,516.18,1468.0,15.0,48.0,357.0,0.0,547.0
5,2023-08-19 05:00:00,2023-08-20 22:01:18,3.0,526.67,1474.0,18.0,50.0,352.0,0.0,506.0
6,2023-08-19 06:00:00,2023-08-20 22:01:18,3.0,537.89,1473.0,39.0,52.0,356.0,0.0,449.0
7,2023-08-19 07:00:00,2023-08-20 22:01:18,3.0,516.04,1486.0,28.0,53.0,351.0,0.0,565.0
8,2023-08-19 08:00:00,2023-08-20 22:01:18,3.0,500.65,1486.0,37.0,53.0,357.0,0.0,637.0
9,2023-08-19 09:00:00,2023-08-20 22:01:18,3.0,505.03,1483.0,29.0,55.0,352.0,0.0,618.0
10,2023-08-19 10:00:00,2023-08-20 22:01:18,3.0,507.46,1484.0,16.0,56.0,354.0,0.0,605.0
11,2023-08-19 11:00:00,2023-08-20 22:01:18,3.0,510.3,1483.0,27.0,57.0,357.0,0.0,587.0
12,2023-08-19 12:00:00,2023-08-20 22:01:18,3.0,522.17,1486.0,17.0,57.0,354.0,0.0,534.0
13,2023-08-19 13:00:00,2023-08-20 22:01:18,3.0,528.01,1490.0,33.0,59.0,355.0,1.0,506.0
14,2023-08-19 14:00:00,2023-08-20 22:01:18,3.0,530.19,1488.0,16.0,58.0,354.0,21.0,478.0
15,2023-08-19 15:00:00,2023-08-20 22:01:18,3.0,523.65,1484.0,11.0,58.0,352.0,55.0,477.0
16,2023-08-19 16:00:00,2023-08-20 22:01:18,3.0,536.75,1479.0,15.0,57.0,349.0,71.0,401.0
17,2023-08-19 17:00:00,2023-08-20 22:01:18,3.0,553.5,1481.0,22.0,58.0,350.0,85.0,314.0
18,2023-08-19 18:00:00,2023-08-20 22:01:18,3.0,567.03,1484.0,15.0,58.0,348.0,84.0,263.0
19,2023-08-19 19:00:00,2023-08-20 22:01:18,3.0,561.14,1477.0,16.0,59.0,344.0,88.0,284.0
20,2023-08-19 20:00:00,2023-08-20 22:01:18,3.0,563.49,1477.0,15.0,57.0,347.0,84.0,275.0
21,2023-08-19 21:00:00,2023-08-20 22:01:18,3.0,571.35,1477.0,18.0,58.0,343.0,68.0,262.0
22,2023-08-19 22:00:00,2023-08-20 22:01:18,3.0,567.01,1475.0,22.0,58.0,346.0,52.0,290.0
23,2023-08-19 23:00:00,2023-08-20 22:01:18,3.0,566.36,1474.0,33.0,59.0,340.0,41.0,307.0
