UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind
2023-08-20 00:00:00,2023-08-21 21:40:21,3.0,1476.0,22.0,59.0,346.0,15.0,270.0
2023-08-20 01:00:00,2023-08-21 21:40:21,3.0,1474.0,17.0,59.0,344.0,3.0,278.0
2023-08-20 02:00:00,2023-08-21 21:40:21,3.0,1396.0,16.0,59.0,343.0,1.0,282.0
2023-08-20 03:00:00,2023-08-21 21:40:21,3.0,1446.0,15.0,58.0,343.0,0.0,334.0
2023-08-20 04:00:00,2023-08-21 21:40:21,3.0,1478.0,17.0,59.0,348.0,0.0,364.0
2023-08-20 05:00:00,2023-08-21 21:40:21,3.0,1472.0,15.0,60.0,343.0,0.0,287.0
2023-08-20 06:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 07:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 08:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 09:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 10:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 11:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 12:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 13:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 14:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 15:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 16:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 17:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 18:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 19:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 20:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 21:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 22:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
2023-08-20 23:00:00,2023-08-21 21:40:21,3.0,1474.0,37.0,60.0,345.0,0.0,268.0
