,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-14 00:00:00,2023-08-21 20:44:56,3.0,505.26,1485.0,87.0,58.0,374.0,83.0,257.0
1,2023-08-14 01:00:00,2023-08-21 20:44:56,3.0,520.87,1484.0,88.0,58.0,371.0,63.0,209.0
2,2023-08-14 02:00:00,2023-08-21 20:44:56,3.0,546.77,1487.0,88.0,60.0,371.0,25.0,140.0
3,2023-08-14 03:00:00,2023-08-21 20:44:56,3.0,563.6,1484.0,90.0,58.0,378.0,0.0,92.0
4,2023-08-14 04:00:00,2023-08-21 20:44:56,3.0,578.15,1491.0,92.0,60.0,373.0,0.0,45.0
5,2023-08-14 05:00:00,2023-08-21 20:44:56,3.0,581.38,1490.0,88.0,59.0,376.0,0.0,32.0
6,2023-08-14 06:00:00,2023-08-21 20:44:56,3.0,583.19,1490.0,87.0,59.0,374.0,0.0,28.0
7,2023-08-14 07:00:00,2023-08-21 20:44:56,3.0,584.08,1489.0,84.0,58.0,378.0,0.0,22.0
8,2023-08-14 08:00:00,2023-08-21 20:44:56,3.0,586.13,1492.0,88.0,59.0,376.0,0.0,16.0
9,2023-08-14 09:00:00,2023-08-21 20:44:56,3.0,583.83,1491.0,88.0,58.0,377.0,0.0,23.0
10,2023-08-14 10:00:00,2023-08-21 20:44:56,3.0,577.66,1491.0,79.0,58.0,378.0,0.0,47.0
11,2023-08-14 11:00:00,2023-08-21 20:44:56,3.0,577.28,1497.0,65.0,59.0,374.0,0.0,59.0
12,2023-08-14 12:00:00,2023-08-21 20:44:56,3.0,576.42,1493.0,54.0,58.0,377.0,0.0,62.0
13,2023-08-14 13:00:00,2023-08-21 20:44:56,3.0,573.64,1490.0,51.0,58.0,378.0,4.0,67.0
14,2023-08-14 14:00:00,2023-08-21 20:44:56,3.0,567.65,1492.0,44.0,57.0,373.0,41.0,60.0
15,2023-08-14 15:00:00,2023-08-21 20:44:56,3.0,558.76,1489.0,29.0,53.0,377.0,76.0,59.0
16,2023-08-14 16:00:00,2023-08-21 20:44:56,3.0,555.3,1490.0,35.0,58.0,378.0,88.0,56.0
17,2023-08-14 17:00:00,2023-08-21 20:44:56,3.0,555.05,1490.0,37.0,59.0,373.0,92.0,57.0
18,2023-08-14 18:00:00,2023-08-21 20:44:56,3.0,561.05,1489.0,36.0,57.0,376.0,93.0,31.0
19,2023-08-14 19:00:00,2023-08-21 20:44:56,3.0,561.32,1492.0,81.0,56.0,371.0,94.0,20.0
20,2023-08-14 20:00:00,2023-08-21 20:44:56,3.0,559.39,1485.0,82.0,54.0,370.0,95.0,25.0
21,2023-08-14 21:00:00,2023-08-21 20:44:56,3.0,558.63,1490.0,50.0,52.0,375.0,95.0,36.0
22,2023-08-14 22:00:00,2023-08-21 20:44:56,3.0,556.57,1490.0,77.0,51.0,374.0,92.0,39.0
23,2023-08-14 23:00:00,2023-08-21 20:44:56,3.0,560.5,1490.0,79.0,49.0,374.0,89.0,27.0
