datetime,avg_coal_production_forecast
2023-06-27T00:00:00.000000000,26188.48355
2023-06-27T01:00:00.000000000,25915.07715
2023-06-27T02:00:00.000000000,25129.69524
2023-06-27T03:00:00.000000000,23794.16573
2023-06-27T04:00:00.000000000,22540.97617
2023-06-27T05:00:00.000000000,21375.1749
2023-06-27T06:00:00.000000000,20333.71296
2023-06-27T07:00:00.000000000,19073.84736
2023-06-27T08:00:00.000000000,18054.09059
2023-06-27T09:00:00.000000000,17605.57285
2023-06-27T10:00:00.000000000,17333.8993
2023-06-27T11:00:00.000000000,17772.98346
2023-06-27T12:00:00.000000000,18553.92005
2023-06-27T13:00:00.000000000,19648.84823
2023-06-27T14:00:00.000000000,21191.38857
2023-06-27T15:00:00.000000000,22676.59352
2023-06-27T16:00:00.000000000,23856.63851
2023-06-27T17:00:00.000000000,25026.74563
2023-06-27T18:00:00.000000000,26156.9081
2023-06-27T19:00:00.000000000,27126.23836
2023-06-27T20:00:00.000000000,27658.48233
2023-06-27T21:00:00.000000000,27703.22101
2023-06-27T22:00:00.000000000,27722.40148
2023-06-27T23:00:00.000000000,27555.72585
2023-06-28T00:00:00.000000000,26480.46741
2023-06-28T01:00:00.000000000,26364.46186
2023-06-28T02:00:00.000000000,25733.97648
2023-06-28T03:00:00.000000000,24524.64576
2023-06-28T04:00:00.000000000,23377.95306
2023-06-28T05:00:00.000000000,22279.47977
2023-06-28T06:00:00.000000000,21249.06516
2023-06-28T07:00:00.000000000,19955.2786
2023-06-28T08:00:00.000000000,18875.56195
2023-06-28T09:00:00.000000000,18348.76439
2023-06-28T10:00:00.000000000,17997.77882
2023-06-28T11:00:00.000000000,18360.29348
2023-06-28T12:00:00.000000000,19063.42665
2023-06-28T13:00:00.000000000,20092.27579
2023-06-28T14:00:00.000000000,21582.88853
2023-06-28T15:00:00.000000000,23006.53916
2023-06-28T16:00:00.000000000,24126.06848
2023-06-28T17:00:00.000000000,25239.91425
2023-06-28T18:00:00.000000000,26310.72522
2023-06-28T19:00:00.000000000,27218.29301
2023-06-28T20:00:00.000000000,27707.95712
2023-06-28T21:00:00.000000000,27739.58407
2023-06-28T22:00:00.000000000,27788.2391
2023-06-28T23:00:00.000000000,27704.7618
2023-06-29T00:00:00.000000000,26634.37895
2023-06-29T01:00:00.000000000,26616.29935
2023-06-29T02:00:00.000000000,26085.91162
2023-06-29T03:00:00.000000000,24962.98957
2023-06-29T04:00:00.000000000,23894.17969
2023-06-29T05:00:00.000000000,22852.55251
2023-06-29T06:00:00.000000000,21844.23686
2023-06-29T07:00:00.000000000,20545.91054
2023-06-29T08:00:00.000000000,19444.12498
2023-06-29T09:00:00.000000000,18879.81629
2023-06-29T10:00:00.000000000,18487.194
2023-06-29T11:00:00.000000000,18804.40345
2023-06-29T12:00:00.000000000,19456.3279
2023-06-29T13:00:00.000000000,20437.68619
2023-06-29T14:00:00.000000000,21885.17614
2023-06-29T15:00:00.000000000,23255.62985
2023-06-29T16:00:00.000000000,24323.35066
2023-06-29T17:00:00.000000000,25388.31929
2023-06-29T18:00:00.000000000,26409.71127
2023-06-29T19:00:00.000000000,27267.31929
2023-06-29T20:00:00.000000000,27720.6418
2023-06-29T21:00:00.000000000,27738.0068
2023-06-29T22:00:00.000000000,27800.90448
2023-06-29T23:00:00.000000000,27766.80325
2023-06-30T00:00:00.000000000,26704.37112
2023-06-30T01:00:00.000000000,26741.18054
2023-06-30T02:00:00.000000000,26270.06384
2023-06-30T03:00:00.000000000,25202.22607
2023-06-30T04:00:00.000000000,24187.11206
2023-06-30T05:00:00.000000000,23190.46498
2023-06-30T06:00:00.000000000,22207.90604
2023-06-30T07:00:00.000000000,20921.52513
2023-06-30T08:00:00.000000000,19820.77284
2023-06-30T09:00:00.000000000,19245.38463
2023-06-30T10:00:00.000000000,18836.27504
2023-06-30T11:00:00.000000000,19130.31578
2023-06-30T12:00:00.000000000,19751.19162
2023-06-30T13:00:00.000000000,20700.42616
2023-06-30T14:00:00.000000000,22114.38034
2023-06-30T15:00:00.000000000,23441.92264
2023-06-30T16:00:00.000000000,24468.07004
2023-06-30T17:00:00.000000000,25493.38803
2023-06-30T18:00:00.000000000,26476.09826
2023-06-30T19:00:00.000000000,27295.54277
2023-06-30T20:00:00.000000000,27719.75767
2023-06-30T21:00:00.000000000,27723.65686
2023-06-30T22:00:00.000000000,27790.96016
2023-06-30T23:00:00.000000000,27782.44076
