Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
40920,2023-09-02 00:00:00,222.82,0.0,2125.0,22.0,0.0,1092.0,307.0,11.0
40921,2023-09-02 01:00:00,224.73,0.0,2096.0,22.0,0.0,1045.0,305.0,11.0
40922,2023-09-02 02:00:00,236.06,0.0,2066.0,23.0,0.0,859.0,306.0,11.0
40923,2023-09-02 03:00:00,249.72,0.0,2090.0,22.0,0.0,689.0,310.0,11.0
40924,2023-09-02 04:00:00,245.93,0.0,2062.0,25.0,0.0,720.0,310.0,11.0
40925,2023-09-02 05:00:00,248.52,0.0,2012.0,26.0,0.0,663.0,309.0,11.0
40926,2023-09-02 06:00:00,228.89,0.0,1900.0,110.0,50.0,720.0,308.0,11.0
40927,2023-09-02 07:00:00,189.29,0.0,1556.0,124.0,294.0,794.0,298.0,12.0
40928,2023-09-02 08:00:00,172.86,0.0,1360.0,56.0,541.0,688.0,294.0,12.0
40929,2023-09-02 09:00:00,160.76,0.0,1320.0,47.0,774.0,633.0,295.0,12.0
40930,2023-09-02 10:00:00,161.51,0.0,1431.0,34.0,994.0,558.0,292.0,12.0
40931,2023-09-02 11:00:00,155.46,0.0,1425.0,32.0,1128.0,546.0,293.0,12.0
40932,2023-09-02 12:00:00,134.39,0.0,1253.0,27.0,1219.0,701.0,289.0,12.0
40933,2023-09-02 13:00:00,115.43,0.0,1121.0,29.0,1310.0,889.0,288.0,11.0
40934,2023-09-02 14:00:00,110.97,0.0,1128.0,33.0,1131.0,1226.0,289.0,11.0
40935,2023-09-02 15:00:00,117.67,0.0,1298.0,34.0,966.0,1533.0,297.0,12.0
40936,2023-09-02 16:00:00,131.58,0.0,1564.0,60.0,718.0,1801.0,292.0,11.0
40937,2023-09-02 17:00:00,151.92,0.0,1794.0,204.0,369.0,1739.0,294.0,11.0
40938,2023-09-02 18:00:00,138.89,0.0,1740.0,578.0,76.0,1982.0,294.0,11.0
40939,2023-09-02 19:00:00,131.25,0.0,1714.0,661.0,1.0,2203.0,290.0,11.0
40940,2023-09-02 20:00:00,137.03,0.0,1708.0,189.0,0.0,2462.0,288.0,11.0
40941,2023-09-02 21:00:00,132.1,0.0,1602.0,29.0,0.0,2603.0,290.0,11.0
40942,2023-09-02 22:00:00,79.22,0.0,904.0,20.0,0.0,3064.0,303.0,11.0
40943,2023-09-02 23:00:00,51.25,0.0,562.0,21.0,0.0,3286.0,301.0,11.0
