datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-12 00:00:00,2023-08-13 18:27:37,3.0,1.840872477317841,295.69104190329926,293.4959997452183,0.9082761513815368,0.7057163150672687,3659.76917,2919.01433,7175.7841,995.6554,9430.19997,310.75437
2023-08-12 01:00:00,2023-08-13 18:27:37,3.0,1.840872477317841,295.69104190329926,293.4959997452183,0.9082761513815368,0.7057163150672687,3532.22991,2872.48581,7181.64819,763.04035,4533.12997,149.38071
2023-08-12 02:00:00,2023-08-13 18:27:37,3.0,1.840872477317841,295.69104190329926,293.4959997452183,0.9082761513815368,0.7057163150672687,3424.98448,2818.50045,7184.08986,630.0991,673.09999,22.18073
2023-08-12 03:00:00,2023-08-13 18:27:37,3.0,1.840872477317841,295.69104190329926,293.4959997452183,0.9082761513815368,0.7057163150672687,3300.81066,2771.94672,7186.24374,412.93035,0.0,0.0
2023-08-12 04:00:00,2023-08-13 18:27:37,3.0,1.7519650971141325,294.878032370253,293.38715565625296,0.9082761513815368,0.7057163150672687,3300.27278,2675.58874,7186.70831,168.82335,0.0,0.0
2023-08-12 05:00:00,2023-08-13 18:27:37,3.0,1.7519650971141325,294.878032370253,293.38715565625296,0.9082761513815368,0.7057163150672687,3285.53978,2555.49421,7186.0281,79.38995,0.0,0.0
2023-08-12 06:00:00,2023-08-13 18:27:37,3.0,1.7519650971141325,294.878032370253,293.38715565625296,0.9082761513815368,0.7057163150672687,3248.96243,2412.35086,7185.79494,57.4592,0.0,0.0
2023-08-12 07:00:00,2023-08-13 18:27:37,3.0,1.7934397035796183,294.345138593445,293.1978589999229,0.4538775984224354,1.0990419722100158,3260.87077,2394.94658,7188.47056,76.3767,0.0,0.0
2023-08-12 08:00:00,2023-08-13 18:27:37,3.0,1.7934397035796183,294.345138593445,293.1978589999229,0.4538775984224354,1.0990419722100158,3269.80175,2331.08278,7195.21888,40.93453,0.0,0.0
2023-08-12 09:00:00,2023-08-13 18:27:37,3.0,1.7934397035796183,294.345138593445,293.1978589999229,0.4538775984224354,1.0990419722100158,3286.31196,2298.35595,7200.74103,56.99056,0.0,0.0
2023-08-12 10:00:00,2023-08-13 18:27:37,3.0,1.4700943600505332,295.8510762579591,293.83601684859434,0.0,1.17586293208666,3284.05418,2314.50843,7205.16808,49.02375,0.0,0.0
2023-08-12 11:00:00,2023-08-13 18:27:37,3.0,1.4700943600505332,295.8510762579591,293.83601684859434,0.0,1.17586293208666,3297.04589,2306.25926,7207.17926,14.02998,0.0,0.0
2023-08-12 12:00:00,2023-08-13 18:27:37,3.0,1.4700943600505332,295.8510762579591,293.83601684859434,0.0,1.17586293208666,3289.22221,2364.60954,7212.37969,41.47707,0.04,0.00132
2023-08-12 13:00:00,2023-08-13 18:27:37,3.0,2.0297324507025625,302.6180046324955,293.953983663123,15.679284557673272,1.188805485449682,3294.21035,2391.51761,7215.87107,85.56787,1056.98999,34.8311
2023-08-12 14:00:00,2023-08-13 18:27:37,3.0,2.0297324507025625,302.6180046324955,293.953983663123,15.679284557673272,1.188805485449682,3358.10547,2494.48669,7221.38542,158.08273,5478.47985,180.53292
2023-08-12 15:00:00,2023-08-13 18:27:37,3.0,2.0297324507025625,302.6180046324955,293.953983663123,15.679284557673272,1.188805485449682,3373.90588,2533.63739,7222.67274,239.56039,10203.19011,336.2268
2023-08-12 16:00:00,2023-08-13 18:27:37,3.0,2.6283897357716857,306.9366820011402,291.7267521111672,477.9827965740885,1.191526220535885,3425.765,2558.02683,7226.97318,392.57342,12252.01027,403.74178
2023-08-12 17:00:00,2023-08-13 18:27:37,3.0,2.6283897357716857,306.9366820011402,291.7267521111672,477.9827965740885,1.191526220535885,3497.33147,2654.13878,7229.99648,651.90621,12993.38927,428.17252
2023-08-12 18:00:00,2023-08-13 18:27:37,3.0,2.6283897357716857,306.9366820011402,291.7267521111672,477.9827965740885,1.191526220535885,3541.1696,2793.5019,7225.49394,953.4673,13312.88064,438.70076
2023-08-12 19:00:00,2023-08-13 18:27:37,3.0,2.918736759070561,307.94288315452,290.70826982641694,680.0250536140613,1.1925604142656043,3562.01545,2898.46672,7217.32833,1213.88479,13345.83941,439.78685
2023-08-12 20:00:00,2023-08-13 18:27:37,3.0,2.918736759070561,307.94288315452,290.70826982641694,680.0250536140613,1.1925604142656043,3648.17093,2995.55742,7213.15101,1373.54219,13219.53933,435.62487
2023-08-12 21:00:00,2023-08-13 18:27:37,3.0,2.918736759070561,307.94288315452,290.70826982641694,680.0250536140613,1.1925604142656043,3649.96627,3020.38754,7208.91937,1439.81678,12935.56055,426.26689
2023-08-12 22:00:00,2023-08-13 18:27:37,3.0,2.3353536272206368,302.0142499171734,293.0392508276444,794.2637023623455,1.1925604142656043,3621.1843,2984.83265,7210.04935,1372.45058,12393.04028,408.38916
2023-08-12 23:00:00,2023-08-13 18:27:37,3.0,2.3353536272206368,302.0142499171734,293.0392508276444,794.2637023623455,1.1925604142656043,3611.89171,2961.54558,7212.62066,1210.53664,11518.10007,379.55716
2023-08-13 00:00:00,2023-08-13 18:27:37,3.0,2.3353536272206368,302.0142499171734,293.0392508276444,794.2637023623455,1.1925604142656043,3413.67495,3116.80914,7192.92517,1692.81627,3086.01415,344.48294
2023-08-13 01:00:00,2023-08-13 18:27:37,3.0,2.598866241428192,298.8305697757227,292.87312073764724,538.1609854879785,1.2156941226303044,3285.28227,3019.42538,7198.809,1419.8464,2656.1451,337.70216
2023-08-13 02:00:00,2023-08-13 18:27:37,3.0,2.598866241428192,298.8305697757227,292.87312073764724,538.1609854879785,1.2156941226303044,3173.85461,2909.67478,7201.2193,1171.82193,2268.46529,340.44335
2023-08-13 03:00:00,2023-08-13 18:27:37,3.0,2.598866241428192,298.8305697757227,292.87312073764724,538.1609854879785,1.2156941226303044,3048.07623,2819.64844,7203.32954,779.87413,1681.05373,336.69605
2023-08-13 04:00:00,2023-08-13 18:27:37,3.0,2.5015139023781443,297.23183776305825,293.641168612132,0.7763123563134717,1.3854210970941665,3042.59265,2679.64721,7203.74617,348.82413,1045.5744,334.49761
2023-08-13 05:00:00,2023-08-13 18:27:37,3.0,2.5015139023781443,297.23183776305825,293.641168612132,0.7763123563134717,1.3854210970941665,3027.14968,2520.53621,7203.00512,123.53843,638.99016,339.13343
2023-08-13 06:00:00,2023-08-13 18:27:37,3.0,2.5015139023781443,297.23183776305825,293.641168612132,0.7763123563134717,1.3854210970941665,2991.34305,2340.37712,7202.71446,0.0,187.61592,333.14503
2023-08-13 07:00:00,2023-08-13 18:27:37,3.0,2.236912509335677,296.5368786281505,294.0496600060461,0.3880240495461468,2.071601668084633,3007.58613,2306.96758,7205.34295,0.0,0.0,333.68035
2023-08-13 08:00:00,2023-08-13 18:27:37,3.0,2.236912509335677,296.5368786281505,294.0496600060461,0.3880240495461468,2.071601668084633,3024.71364,2227.46979,7212.06642,0.0,0.0,329.88207
2023-08-13 09:00:00,2023-08-13 18:27:37,3.0,2.236912509335677,296.5368786281505,294.0496600060461,0.3880240495461468,2.071601668084633,3050.52296,2190.04458,7217.56436,0.0,0.0,328.09714
2023-08-13 10:00:00,2023-08-13 18:27:37,3.0,2.095425678124583,297.564323607936,294.79499283570846,0.0,2.4625946638362928,3060.11079,2221.76324,7221.97581,0.0,0.0,333.69979
2023-08-13 11:00:00,2023-08-13 18:27:37,3.0,2.095425678124583,297.564323607936,294.79499283570846,0.0,2.4625946638362928,3087.20024,2227.14374,7223.94494,0.0,0.0,337.62541
2023-08-13 12:00:00,2023-08-13 18:27:37,3.0,2.095425678124583,297.564323607936,294.79499283570846,0.0,2.4625946638362928,3096.98609,2310.83962,7229.10174,0.0,525.29944,335.83505
2023-08-13 13:00:00,2023-08-13 18:27:37,3.0,2.708562877317352,304.050428078411,294.52780641918497,12.475140107701764,2.554977711563211,3116.06145,2365.75653,7232.57129,3.09419,1275.28712,333.34692
2023-08-13 14:00:00,2023-08-13 18:27:37,3.0,2.708562877317352,304.050428078411,294.52780641918497,12.475140107701764,2.554977711563211,3189.81751,2500.34126,7238.05745,3.94032,2384.77736,335.60768
2023-08-13 15:00:00,2023-08-13 18:27:37,3.0,2.708562877317352,304.050428078411,294.52780641918497,12.475140107701764,2.554977711563211,3215.30222,2573.63182,7239.28426,22.97506,3770.46155,341.80916
2023-08-13 16:00:00,2023-08-13 18:27:37,3.0,3.4078780723106084,307.94308924077063,293.24454615208765,412.9236540232792,2.620713786361775,3270.22937,2639.28692,7243.57514,207.98602,5126.44431,335.41167
2023-08-13 17:00:00,2023-08-13 18:27:37,3.0,3.4078780723106084,307.94308924077063,293.24454615208765,412.9236540232792,2.620713786361775,3341.44257,2779.09511,7246.57646,559.29777,6003.48348,335.84621
