Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
35976,2023-02-08 00:00:00,2024-07-17 00:00:00,3.1,205.21,2232.0,2858.0,7370.0,983.0,0.0,13.0
35977,2023-02-08 01:00:00,2024-07-17 00:00:00,3.1,201.74,2244.0,3055.0,7372.0,1408.0,0.0,12.0
35978,2023-02-08 02:00:00,2024-07-17 00:00:00,3.1,195.52,2059.0,3119.0,7373.0,1380.0,0.0,13.0
35979,2023-02-08 03:00:00,2024-07-17 00:00:00,3.1,189.42,1864.0,3075.0,7369.0,1202.0,0.0,12.0
35980,2023-02-08 04:00:00,2024-07-17 00:00:00,3.1,186.63,1693.0,2994.0,7370.0,800.0,0.0,13.0
35981,2023-02-08 05:00:00,2024-07-17 00:00:00,3.1,192.76,1596.0,2901.0,7371.0,17.0,0.0,12.0
35982,2023-02-08 06:00:00,2024-07-17 00:00:00,3.1,202.52,1757.0,3042.0,7376.0,0.0,0.0,13.0
35983,2023-02-08 07:00:00,2024-07-17 00:00:00,3.1,202.94,1767.0,3038.0,7373.0,0.0,0.0,12.0
35984,2023-02-08 08:00:00,2024-07-17 00:00:00,3.1,207.95,1877.0,3039.0,7374.0,0.0,0.0,13.0
35985,2023-02-08 09:00:00,2024-07-17 00:00:00,3.1,220.45,2160.0,3053.0,7377.0,0.0,0.0,12.0
35986,2023-02-08 10:00:00,2024-07-17 00:00:00,3.1,236.94,2560.0,3026.0,7369.0,0.0,0.0,13.0
35987,2023-02-08 11:00:00,2024-07-17 00:00:00,3.1,254.49,3095.0,3113.0,7373.0,203.0,0.0,12.0
35988,2023-02-08 12:00:00,2024-07-17 00:00:00,3.1,242.29,3193.0,3204.0,7372.0,1157.0,0.0,13.0
35989,2023-02-08 13:00:00,2024-07-17 00:00:00,3.1,234.8,3191.0,3203.0,7375.0,1615.0,12.0,14.0
35990,2023-02-08 14:00:00,2024-07-17 00:00:00,3.1,252.06,3193.0,3157.0,7370.0,400.0,158.0,13.0
35991,2023-02-08 15:00:00,2024-07-17 00:00:00,3.1,251.98,3191.0,2792.0,7372.0,0.0,387.0,14.0
35992,2023-02-08 16:00:00,2024-07-17 00:00:00,3.1,246.27,3183.0,2256.0,7371.0,0.0,421.0,14.0
35993,2023-02-08 17:00:00,2024-07-17 00:00:00,3.1,244.59,3191.0,2048.0,7365.0,0.0,428.0,14.0
35994,2023-02-08 18:00:00,2024-07-17 00:00:00,3.1,241.39,3132.0,2028.0,7362.0,0.0,467.0,14.0
35995,2023-02-08 19:00:00,2024-07-17 00:00:00,3.1,239.39,3016.0,2118.0,7360.0,0.0,374.0,14.0
35996,2023-02-08 20:00:00,2024-07-17 00:00:00,3.1,240.61,2980.0,2201.0,7361.0,0.0,269.0,10.0
35997,2023-02-08 21:00:00,2024-07-17 00:00:00,3.1,231.08,2666.0,2448.0,7357.0,0.0,235.0,12.0
35998,2023-02-08 22:00:00,2024-07-17 00:00:00,3.1,225.25,2410.0,2740.0,7358.0,0.0,143.0,12.0
35999,2023-02-08 23:00:00,2024-07-17 00:00:00,3.1,223.52,2247.0,3019.0,7362.0,0.0,30.0,13.0
