,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-19 00:00:00,2023-08-20 22:01:18,3.0,329.57,4051.0,4743.0,7214.0,1465.0,51.0,15.0
1,2023-08-19 01:00:00,2023-08-20 22:01:18,3.0,318.02,4055.0,3600.0,7211.0,1543.0,0.0,15.0
2,2023-08-19 02:00:00,2023-08-20 22:01:18,3.0,318.25,4052.0,3234.0,7215.0,1307.0,0.0,15.0
3,2023-08-19 03:00:00,2023-08-20 22:01:18,3.0,325.85,3775.0,3034.0,7210.0,352.0,0.0,15.0
4,2023-08-19 04:00:00,2023-08-20 22:01:18,3.0,304.1,3056.0,2824.0,7215.0,0.0,0.0,15.0
5,2023-08-19 05:00:00,2023-08-20 22:01:18,3.0,284.24,2649.0,2612.0,7210.0,0.0,0.0,15.0
6,2023-08-19 06:00:00,2023-08-20 22:01:18,3.0,272.7,2470.0,2405.0,7213.0,0.0,0.0,14.0
7,2023-08-19 07:00:00,2023-08-20 22:01:18,3.0,263.59,2340.0,2240.0,7215.0,0.0,0.0,14.0
8,2023-08-19 08:00:00,2023-08-20 22:01:18,3.0,260.17,2326.0,2107.0,7223.0,0.0,0.0,14.0
9,2023-08-19 09:00:00,2023-08-20 22:01:18,3.0,256.82,2323.0,1942.0,7219.0,0.0,0.0,14.0
10,2023-08-19 10:00:00,2023-08-20 22:01:18,3.0,255.97,2330.0,1891.0,7226.0,0.0,0.0,14.0
11,2023-08-19 11:00:00,2023-08-20 22:01:18,3.0,257.54,2340.0,1945.0,7227.0,0.0,0.0,14.0
12,2023-08-19 12:00:00,2023-08-20 22:01:18,3.0,257.11,2348.0,1966.0,7223.0,0.0,72.0,14.0
13,2023-08-19 13:00:00,2023-08-20 22:01:18,3.0,254.11,2354.0,2013.0,7224.0,0.0,309.0,15.0
14,2023-08-19 14:00:00,2023-08-20 22:01:18,3.0,256.76,2461.0,2147.0,7221.0,0.0,598.0,16.0
15,2023-08-19 15:00:00,2023-08-20 22:01:18,3.0,252.79,2402.0,2245.0,7223.0,0.0,784.0,16.0
16,2023-08-19 16:00:00,2023-08-20 22:01:18,3.0,255.38,2394.0,2499.0,7223.0,0.0,890.0,16.0
17,2023-08-19 17:00:00,2023-08-20 22:01:18,3.0,260.45,2469.0,2647.0,7221.0,0.0,940.0,17.0
18,2023-08-19 18:00:00,2023-08-20 22:01:18,3.0,272.77,2741.0,2743.0,7217.0,20.0,947.0,16.0
19,2023-08-19 19:00:00,2023-08-20 22:01:18,3.0,290.72,3231.0,2870.0,7220.0,180.0,929.0,16.0
20,2023-08-19 20:00:00,2023-08-20 22:01:18,3.0,311.03,3725.0,3147.0,7217.0,267.0,867.0,16.0
21,2023-08-19 21:00:00,2023-08-20 22:01:18,3.0,316.72,4005.0,3386.0,7213.0,701.0,756.0,16.0
22,2023-08-19 22:00:00,2023-08-20 22:01:18,3.0,309.57,4032.0,3458.0,7219.0,1348.0,585.0,15.0
23,2023-08-19 23:00:00,2023-08-20 22:01:18,3.0,312.38,4068.0,3611.0,7208.0,1613.0,306.0,15.0
