UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-02-25 00:00:00,1758.0,3090.0,6170.0,1824.0,0.0,12.0
2023-02-25 01:00:00,1683.0,3047.0,6176.0,1599.0,0.0,13.0
2023-02-25 02:00:00,1425.0,2970.0,6175.0,1480.0,0.0,13.0
2023-02-25 03:00:00,1332.0,2974.0,6176.0,794.0,0.0,13.0
2023-02-25 04:00:00,1206.0,2894.0,6176.0,369.0,0.0,12.0
2023-02-25 05:00:00,912.0,2568.0,6173.0,26.0,0.0,13.0
2023-02-25 06:00:00,841.0,2471.0,6180.0,0.0,0.0,13.0
2023-02-25 07:00:00,849.0,2502.0,6179.0,0.0,0.0,13.0
2023-02-25 08:00:00,876.0,2565.0,6181.0,0.0,0.0,12.0
2023-02-25 09:00:00,947.0,2610.0,6181.0,0.0,0.0,13.0
2023-02-25 10:00:00,956.0,2663.0,6185.0,0.0,0.0,12.0
2023-02-25 11:00:00,865.0,2643.0,6180.0,0.0,0.0,13.0
2023-02-25 12:00:00,899.0,2701.0,6183.0,218.0,0.0,12.0
2023-02-25 13:00:00,1196.0,2846.0,6179.0,341.0,6.0,12.0
2023-02-25 14:00:00,1594.0,3168.0,6182.0,753.0,38.0,12.0
2023-02-25 15:00:00,1822.0,3174.0,6181.0,1026.0,64.0,13.0
2023-02-25 16:00:00,1837.0,3091.0,6180.0,820.0,114.0,12.0
2023-02-25 17:00:00,1849.0,3124.0,6180.0,709.0,140.0,13.0
2023-02-25 18:00:00,1853.0,3119.0,6180.0,772.0,141.0,13.0
2023-02-25 19:00:00,2037.0,3139.0,6180.0,708.0,133.0,12.0
2023-02-25 20:00:00,2051.0,3109.0,6179.0,669.0,115.0,12.0
2023-02-25 21:00:00,2085.0,3114.0,6178.0,508.0,80.0,13.0
2023-02-25 22:00:00,2323.0,3112.0,6177.0,502.0,38.0,12.0
2023-02-25 23:00:00,2473.0,3173.0,6178.0,733.0,18.0,14.0
