,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,284.84,4490.0,5564.0,7181.0,1948.0,39.0,14.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,283.19,4324.0,5543.0,7173.0,1818.0,0.0,11.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,273.25,3874.0,5442.0,7174.0,1667.0,0.0,12.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,268.1,3689.0,4346.0,7176.0,1258.0,0.0,12.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,268.93,3520.0,3951.0,7181.0,746.0,0.0,13.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,259.41,3280.0,3391.0,7182.0,610.0,0.0,14.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,263.58,3218.0,3222.0,7183.0,193.0,0.0,12.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,262.21,3148.0,2896.0,7180.0,0.0,0.0,11.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,265.79,3292.0,2684.0,7185.0,0.0,0.0,10.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,264.58,3255.0,2711.0,7188.0,0.0,0.0,11.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,271.92,3439.0,2776.0,7185.0,0.0,0.0,10.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,284.17,3759.0,2919.0,7187.0,0.0,0.0,11.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,284.33,3785.0,2949.0,7185.0,0.0,46.0,10.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,279.16,3767.0,2839.0,7178.0,0.0,246.0,11.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,275.72,3873.0,3021.0,7186.0,105.0,561.0,15.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,292.81,4438.0,3402.0,7182.0,107.0,704.0,16.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,311.46,5161.0,3880.0,7182.0,172.0,821.0,16.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,308.09,5423.0,4211.0,7173.0,835.0,806.0,15.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,303.85,5466.0,4945.0,7175.0,1379.0,742.0,15.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,301.22,5453.0,5536.0,7170.0,1732.0,681.0,15.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,308.34,5515.0,5712.0,7177.0,1574.0,480.0,12.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,311.07,5417.0,5573.0,7188.0,1412.0,283.0,11.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,303.47,4860.0,5625.0,7196.0,1153.0,208.0,14.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,297.4,4503.0,5696.0,7200.0,1040.0,168.0,14.0
