,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-09-04 00:00:00,2023-09-06 23:37:32,3.0,298.16,3304.0,4503.0,7146.0,1987.0,17.0,15.0
1,2023-09-04 01:00:00,2023-09-06 23:37:32,3.0,283.8,2969.0,4117.0,7147.0,1942.0,0.0,15.0
2,2023-09-04 02:00:00,2023-09-06 23:37:32,3.0,273.32,2415.0,3719.0,7144.0,1067.0,0.0,16.0
3,2023-09-04 03:00:00,2023-09-06 23:37:32,3.0,276.08,2272.0,3296.0,7151.0,233.0,0.0,15.0
4,2023-09-04 04:00:00,2023-09-06 23:37:32,3.0,262.97,2111.0,2694.0,7147.0,0.0,0.0,14.0
5,2023-09-04 05:00:00,2023-09-06 23:37:32,3.0,247.89,1956.0,2321.0,7155.0,0.0,0.0,15.0
6,2023-09-04 06:00:00,2023-09-06 23:37:32,3.0,242.61,1924.0,2147.0,7152.0,0.0,0.0,16.0
7,2023-09-04 07:00:00,2023-09-06 23:37:32,3.0,242.31,1926.0,2134.0,7156.0,0.0,0.0,15.0
8,2023-09-04 08:00:00,2023-09-06 23:37:32,3.0,241.62,1925.0,2109.0,7160.0,0.0,0.0,15.0
9,2023-09-04 09:00:00,2023-09-06 23:37:32,3.0,241.82,1928.0,2111.0,7162.0,0.0,0.0,16.0
10,2023-09-04 10:00:00,2023-09-06 23:37:32,3.0,241.72,1917.0,2133.0,7161.0,0.0,0.0,15.0
11,2023-09-04 11:00:00,2023-09-06 23:37:32,3.0,241.07,1921.0,2100.0,7163.0,0.0,0.0,13.0
12,2023-09-04 12:00:00,2023-09-06 23:37:32,3.0,241.31,1922.0,2141.0,7159.0,0.0,41.0,11.0
13,2023-09-04 13:00:00,2023-09-06 23:37:32,3.0,239.86,1923.0,2278.0,7154.0,0.0,312.0,12.0
14,2023-09-04 14:00:00,2023-09-06 23:37:32,3.0,241.31,1924.0,2571.0,7148.0,0.0,607.0,12.0
15,2023-09-04 15:00:00,2023-09-06 23:37:32,3.0,249.8,1996.0,2956.0,7148.0,0.0,753.0,13.0
16,2023-09-04 16:00:00,2023-09-06 23:37:32,3.0,273.1,2510.0,3135.0,7143.0,0.0,847.0,13.0
17,2023-09-04 17:00:00,2023-09-06 23:37:32,3.0,279.54,2804.0,3388.0,7135.0,479.0,864.0,13.0
18,2023-09-04 18:00:00,2023-09-06 23:37:32,3.0,293.92,2990.0,4405.0,7138.0,820.0,835.0,12.0
19,2023-09-04 19:00:00,2023-09-06 23:37:32,3.0,304.22,3146.0,4999.0,7134.0,898.0,848.0,12.0
20,2023-09-04 20:00:00,2023-09-06 23:37:32,3.0,309.62,3314.0,5339.0,7136.0,1124.0,808.0,11.0
21,2023-09-04 21:00:00,2023-09-06 23:37:32,3.0,310.74,3333.0,5670.0,7133.0,1397.0,702.0,11.0
22,2023-09-04 22:00:00,2023-09-06 23:37:32,3.0,309.52,3326.0,5917.0,7134.0,1801.0,504.0,11.0
23,2023-09-04 23:00:00,2023-09-06 23:37:32,3.0,307.8,3364.0,6052.0,7130.0,2354.0,200.0,10.0
