UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-07-18 00:00:00,5357.0,4144.0,7238.0,1983.0,83.0,10.0
2023-07-18 01:00:00,5191.0,4151.0,7232.0,1887.0,6.0,10.0
2023-07-18 02:00:00,5083.0,3823.0,7228.0,1417.0,0.0,10.0
2023-07-18 03:00:00,4515.0,3342.0,7233.0,766.0,0.0,10.0
2023-07-18 04:00:00,3763.0,2837.0,7237.0,246.0,0.0,10.0
2023-07-18 05:00:00,3200.0,2764.0,7236.0,0.0,0.0,10.0
2023-07-18 06:00:00,2822.0,2621.0,7240.0,0.0,0.0,10.0
2023-07-18 07:00:00,2554.0,2616.0,7238.0,0.0,0.0,10.0
2023-07-18 08:00:00,2478.0,2626.0,7241.0,0.0,0.0,10.0
2023-07-18 09:00:00,2492.0,2613.0,7237.0,0.0,0.0,10.0
2023-07-18 10:00:00,2528.0,2719.0,7240.0,0.0,0.0,10.0
2023-07-18 11:00:00,2594.0,2784.0,7238.0,0.0,2.0,10.0
2023-07-18 12:00:00,2594.0,2807.0,7235.0,0.0,88.0,10.0
2023-07-18 13:00:00,2700.0,2812.0,7239.0,0.0,303.0,10.0
2023-07-18 14:00:00,2765.0,2797.0,7231.0,0.0,534.0,11.0
2023-07-18 15:00:00,3139.0,2889.0,7228.0,203.0,706.0,11.0
2023-07-18 16:00:00,4023.0,3183.0,7227.0,220.0,735.0,10.0
2023-07-18 17:00:00,4807.0,3533.0,7229.0,224.0,791.0,12.0
2023-07-18 18:00:00,5298.0,3888.0,7223.0,345.0,859.0,11.0
2023-07-18 19:00:00,5664.0,4084.0,7229.0,1076.0,861.0,11.0
2023-07-18 20:00:00,5830.0,4054.0,7223.0,1736.0,806.0,11.0
2023-07-18 21:00:00,5835.0,4086.0,7227.0,2240.0,662.0,9.0
2023-07-18 22:00:00,5820.0,4397.0,7228.0,2165.0,421.0,9.0
2023-07-18 23:00:00,5809.0,4397.0,7225.0,2276.0,170.0,10.0
