,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-06-26 00:00:00,316.93,3487.0,5286.0,6413.0,2398.0,56.0,11.0
1,2023-06-26 01:00:00,321.01,3490.0,5043.0,6412.0,2070.0,6.0,11.0
2,2023-06-26 02:00:00,311.76,3457.0,4232.0,6404.0,2071.0,0.0,11.0
3,2023-06-26 03:00:00,292.25,2988.0,3489.0,6418.0,1762.0,0.0,11.0
4,2023-06-26 04:00:00,290.63,2748.0,2832.0,6419.0,881.0,0.0,10.0
5,2023-06-26 05:00:00,314.17,2874.0,2746.0,6423.0,0.0,0.0,11.0
6,2023-06-26 06:00:00,318.48,2938.0,2863.0,6425.0,0.0,0.0,12.0
7,2023-06-26 07:00:00,305.24,2682.0,2692.0,6419.0,0.0,0.0,11.0
8,2023-06-26 08:00:00,286.44,2293.0,2628.0,6424.0,0.0,0.0,11.0
9,2023-06-26 09:00:00,284.29,2234.0,2661.0,6424.0,0.0,0.0,12.0
10,2023-06-26 10:00:00,287.21,2302.0,2649.0,6425.0,0.0,0.0,11.0
11,2023-06-26 11:00:00,287.85,2306.0,2679.0,6423.0,0.0,6.0,11.0
12,2023-06-26 12:00:00,286.29,2296.0,2685.0,6426.0,0.0,61.0,12.0
13,2023-06-26 13:00:00,278.99,2233.0,2650.0,6428.0,0.0,238.0,11.0
14,2023-06-26 14:00:00,274.25,2350.0,2619.0,6415.0,273.0,445.0,12.0
15,2023-06-26 15:00:00,276.73,2723.0,2419.0,6419.0,507.0,746.0,12.0
16,2023-06-26 16:00:00,292.88,3200.0,2641.0,6419.0,674.0,920.0,12.0
17,2023-06-26 17:00:00,317.31,3792.0,3025.0,6412.0,728.0,961.0,11.0
18,2023-06-26 18:00:00,329.55,4138.0,3586.0,6409.0,985.0,961.0,13.0
19,2023-06-26 19:00:00,330.7,4324.0,3890.0,6402.0,1396.0,950.0,12.0
20,2023-06-26 20:00:00,336.75,4366.0,4541.0,6400.0,1501.0,899.0,12.0
21,2023-06-26 21:00:00,339.46,4334.0,4970.0,6395.0,1608.0,795.0,13.0
22,2023-06-26 22:00:00,336.49,4332.0,5139.0,6397.0,2089.0,545.0,11.0
23,2023-06-26 23:00:00,335.56,4325.0,5265.0,6393.0,2429.0,298.0,10.0
