Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
37632,2023-04-18 00:00:00,2024-07-17 00:00:00,3.1,212.66,1848.0,1901.0,7088.0,1196.0,45.0,12.0
37633,2023-04-18 01:00:00,2024-07-17 00:00:00,3.1,227.35,2137.0,1912.0,7088.0,1217.0,0.0,11.0
37634,2023-04-18 02:00:00,2024-07-17 00:00:00,3.1,216.48,1837.0,1916.0,7093.0,975.0,0.0,11.0
37635,2023-04-18 03:00:00,2024-07-17 00:00:00,3.1,202.72,1436.0,1842.0,7092.0,386.0,0.0,12.0
37636,2023-04-18 04:00:00,2024-07-17 00:00:00,3.1,181.43,1057.0,1711.0,7098.0,38.0,0.0,11.0
37637,2023-04-18 05:00:00,2024-07-17 00:00:00,3.1,170.22,894.0,1677.0,7098.0,0.0,0.0,11.0
37638,2023-04-18 06:00:00,2024-07-17 00:00:00,3.1,170.88,896.0,1693.0,7098.0,0.0,0.0,11.0
37639,2023-04-18 07:00:00,2024-07-17 00:00:00,3.1,171.61,897.0,1711.0,7097.0,0.0,0.0,12.0
37640,2023-04-18 08:00:00,2024-07-17 00:00:00,3.1,170.03,895.0,1670.0,7099.0,0.0,0.0,11.0
37641,2023-04-18 09:00:00,2024-07-17 00:00:00,3.1,171.05,898.0,1691.0,7095.0,0.0,0.0,12.0
37642,2023-04-18 10:00:00,2024-07-17 00:00:00,3.1,178.69,956.0,1815.0,7102.0,0.0,0.0,11.0
37643,2023-04-18 11:00:00,2024-07-17 00:00:00,3.1,191.93,1307.0,1927.0,7099.0,735.0,1.0,11.0
37644,2023-04-18 12:00:00,2024-07-17 00:00:00,3.1,215.77,1702.0,2105.0,7101.0,777.0,88.0,11.0
37645,2023-04-18 13:00:00,2024-07-17 00:00:00,3.1,195.94,1453.0,1724.0,7097.0,334.0,377.0,12.0
37646,2023-04-18 14:00:00,2024-07-17 00:00:00,3.1,167.54,1123.0,1371.0,7091.0,0.0,643.0,13.0
37647,2023-04-18 15:00:00,2024-07-17 00:00:00,3.1,155.59,949.0,1363.0,7092.0,0.0,684.0,14.0
37648,2023-04-18 16:00:00,2024-07-17 00:00:00,3.1,152.04,963.0,1249.0,7085.0,0.0,755.0,14.0
37649,2023-04-18 17:00:00,2024-07-17 00:00:00,3.1,157.37,1044.0,1257.0,7086.0,0.0,778.0,14.0
37650,2023-04-18 18:00:00,2024-07-17 00:00:00,3.1,169.75,1224.0,1292.0,7084.0,0.0,798.0,14.0
37651,2023-04-18 19:00:00,2024-07-17 00:00:00,3.1,172.34,1256.0,1330.0,7074.0,0.0,857.0,14.0
37652,2023-04-18 20:00:00,2024-07-17 00:00:00,3.1,171.0,1240.0,1325.0,7074.0,0.0,869.0,13.0
37653,2023-04-18 21:00:00,2024-07-17 00:00:00,3.1,187.75,1520.0,1350.0,7070.0,138.0,778.0,14.0
37654,2023-04-18 22:00:00,2024-07-17 00:00:00,3.1,212.28,1857.0,1704.0,7067.0,471.0,619.0,12.0
37655,2023-04-18 23:00:00,2024-07-17 00:00:00,3.1,251.53,2459.0,2065.0,7066.0,626.0,294.0,12.0
